"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST Otis f/Otis Redding",3767,"+22",-25,"+23",22.525,"+0.264",50,"27",1,3794,1048,23.759
2,"=","MIGUEL Quickie",3273,"+13",-262,"+107",19.711,"+0.178",86,"161",2,3628,553,23.786
3,"+2","BEYONCE Best Thing I Never Had",3243,"+52",-140,"+142",18.409,"+0.153",96,"58",3,3475,520,21.086
4,"-1","LIL WAYNE How To Love",3217,"-29",-362,"+65",19.616,"-0.066",98,"11",1,4266,891,27.756
5,"-1","DJ KHALED I'm On One f/Drake, Rick Ross",3175,"-38",-262,"+43",23.448,"-0.280",115,"60",1,4543,989,32.584
6,"=","BIG SEAN Marvin & Chardonnay",3015,"+2",88,"-11",19.422,"-0.044",69,"56",6,3015,552,19.466
7,"+1","DRAKE Headlines",2408,"+43",365,"-14",18.166,"+0.369",33,"31",7,2408,686,18.166
8,"-1","KELLY ROWLAND Motivation f/Lil Wayne",2367,"-96",-603,"+51",17.826,"-0.606",121,"57",1,4671,741,34.283
9,"+2","LIL WAYNE She Will f/Drake",2268,"+35",266,"-11",15.17,"+0.315",26,"372",9,2268,954,15.17
10,"-1","DRAKE Marvin's Room",2265,"-9",-11,"+28",16.562,"-0.093",75,"59",9,2312,460,18.166
11,"-1","LUPE FIASCO Out Of My Head f/Trey Songz",2180,"-72",-278,"-74",14.916,"-0.644",121,"182",9,2490,303,17.864
12,"=","WALE That Way f/Jeremih & Rick Ross",2151,"+12",-57,"-29",12.986,"+0.275",79,"206",11,2208,421,13.648
13,"=","NICKI MINAJ Super Bass",2058,"-73",-746,"-4",11.413,"-0.567",92,"17",4,3412,554,20.752
14,"=","CHRIS BROWN Wet The Bed",1907,"+10",54,"+27",11.974,"-0.075",45,"281",14,1907,405,12.962
15,"=","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",1848,"+17",163,"-31",10.679,"-0.082",48,"186",15,1848,359,10.761
16,"=","BIG SEAN My Last f/Chris Brown",1629,"-14",-236,"+16",14.128,"-0.156",121,"233",2,3871,461,26.108
17,"=","MONICA Anything f/Rick Ross & Lil Kim",1361,"-12",-16,"+52",8.039,"-0.061",56,"--",17,1445,311,9.022
18,"=","TREY SONGZ Unusual f/Drake",1305,"-27",-166,"+19",8.681,"-0.120",121,"869",6,3159,477,20.6
19,"=","RIHANNA Man Down",1280,"-13",-181,"+14",7.509,"-0.082",121,"--",8,2726,421,17.159
20,"=","ACE HOOD Body 2 Body f/Chris Brown",1249,"+31",79,"+18",7.065,"+0.268",52,"--",20,1249,229,7.065
21,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",1184,"-3",-128,"+43",6.94,"-0.144",121,"652",13,1842,363,11.166
22,"=","MEEK MILL I'm A Boss f/Rick Ross",1097,"+25",219,"+56",6.409,"+0.166",38,"344",22,1097,319,6.409
23,"=","GAME Pot Of Gold f/Chris Brown",963,"+18",57,"+17",3.358,"+0.036",55,"--",23,963,333,3.453
24,"=","HAMILTON PARK Thing Called Us",911,"-10",47,"-40",3.22,"-0.029",61,"--",24,921,182,3.249
25,"=","YOUNG JEEZY Shake Life",904,"+25",134,"+23",3.744,"+0.076",34,"--",25,904,331,3.769
26,"+1","MARSHA AMBROSIUS Late Nights & Early Mor...",863,"+33",165,"+60",4.517,"+0.216",23,"--",26,863,288,4.517
27,"-1","J. COLE Workout",850,"+14",-23,"+14",3.676,"+0.058",40,"--",26,873,255,3.86
28,"+1","VERSE SIMMONDS Boo Thang f/Kelly Rowland",830,"+16",130,"-5",3.223,"+0.042",54,"721",28,830,244,3.223
29,"+1","DIGGY Copy, Paste",786,"+6",123,"+67",5.728,"+0.050",31,"--",29,786,239,5.728
30,"-2","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",781,"-45",-176,"-38",2.721,"-0.222",82,"223",23,1024,177,4.016
31,"=","CJ HILTON So Fresh f/Nas",770,"-1",-80,"+1",3.169,"+0.012",69,"--",26,902,282,3.862
32,"=","LLOYD Dedication To My Ex...",757,"+25",101,"+8",3.185,"+0.016",29,"677",32,757,234,3.402
33,"=","JAY Z & KANYE WEST N***** In Paris",698,"+60",355,"+30",8.052,"+0.581",10,"--",33,698,355,8.052
34,"+4","NICKI MINAJ Fly f/Rihanna",630,"+39",365,"-24",3.423,"+0.093",7,"72",34,630,389,3.423
35,"+1","TYRESE Too Easy f/Ludacris",628,"+25",92,"-1",4.151,"+0.222",13,"992",35,628,309,4.151
36,"-2","ESTELLE Break My Heart f/Rick Ross",612,"-20",-249,"+12",3.574,"-0.135",107,"--",19,1185,200,6.814
37,"-2","WIZ KHALIFA On My Level f/Too Short",610,"+2",14,"+24",2.97,"+0.058",107,"961",14,1733,356,10.111
38,"-1","YOUNG JEEZY Ballin f/Lil Wayne",571,"-24",-30,"-26",3.333,"-0.088",121,"--",9,2234,359,13.189
39,"=","MAINO Let It Fly (Hands In The Air)",525,"-19",-142,"-15",1.909,"-0.045",75,"469",28,761,224,3.227
40,"=","FRANK OCEAN Novacane",506,"-16",-42,"-4",2.876,"-0.154",113,"651",14,1747,240,10.925
41,"+1","FUTURE Tony Montana",422,"+13",84,"+8",3.001,"+0.211",35,"--",41,422,110,3.001
42,"-1","FRANK OCEAN Swim Good",416,"+6",12,"-9",1.777,"+0.033",11,"--",41,416,326,1.873
43,"+2","MELANIE FIONA 4 AM",411,"+29",121,"+8",1.817,"+0.049",9,"177",43,411,209,1.817
44,"=","BEYONCE Party f/Kanye & Andre",401,"+16",103,"+8",4.891,"+0.247",12,"--",44,401,103,4.891
45,"-2","CEE LO GREEN Fool For You f/Melanie Fion...",398,"-4",44,"-22",2.893,"-0.033",16,"482",43,402,174,2.926
46,"=","2 CHAINZ Spend It",354,"+3",36,"+3",2.079,"-0.027",28,"--",44,354,111,2.21
47,"=","PHYLLISIA I Love You f/Yung Joc",348,"+12",87,"-2",1.206,"+0.041",5,"--",47,348,116,1.206
48,"+1","BEI MAEJOR Trouble f/J. Cole",294,"+20",107,"+9",1.385,"+0.073",2,"--",48,294,107,1.385
49,"-1","J. DASH WOP",278,"+1",47,"-3",0.575,"+0.010",3,"268",48,278,53,0.575
50,"--","KIYANA Take Me Away",252,"--",7,"--",0.944,"--",3,"--",48,268,43,0.944
