"Title","Artist","Spins"
"Flex","RICH HOMIE QUAN",4237
"My Way f/Monty","FETTY WAP",3984
"Bitch Better Have My Money","RIHANNA",3651
"Planes f/J. Cole","JEREMIH",3256
"Classic Man","JIDENNA",3203
"The Matrimony f/Usher","WALE",2866
"Watch Me","SILENTO",2784
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",2766
"Post To Be f/Chris Brown&Jhene","OMARION",2753
"Slow Motion","TREY SONGZ",2606
"All Eyes On You f/Minaj/Brown","MEEK MILL",2423
"This Could Be Us","RAE SREMMURD",2399
"Be Real f/Dej Loaf","KID INK",2117
"See You Again f/Charlie Puth","WIZ KHALIFA",2020
"Comfortable","K CAMP",1883
"We In Da City","YOUNG DRO",1871
"Nasty Freestyle","T-WAYNE",1760
"Yoga","JANELLE MONAE & JIDENNA",1415
"Alright","KENDRICK LAMAR",1392
"Coffee","MIGUEL",1244
"Wet Dreamz","J. COLE",1203
"About You","TREY SONGZ",1194
"Just Right For Me","MONICA X LIL WAYNE",1171
"Energy","DRAKE",1130
"Million","TINK",1110
"Make Sum Shake","COOL AMERIKA",1075
"If I Don't Have You","TAMAR BRAXTON",999
"Liquor","CHRIS BROWN",892
"Cha Cha","D.R.A.M",869
"Poppin","RICO RICHIE",842
"The Hills","THE WEEKND",828
"One Man Can Change The World","BIG SEAN",808
"Somebody f/Jeremih","NATALIE LA ROSE",755
"Like Me f/Jeremih","LIL DURK",750
"No Sleeep","JANET JACKSON",707
"I'm Up f/Kid Ink","OMARION",662
"For Everybody f/Wiz Khalifa","JUICY J",606
"Dance Like We're Making Love","CIARA",595
"Where Ya At f/Drake","FUTURE",567
"Flicka Da Wrist","CHEDDA DA CONNECT",559
"Tied Up f/DeJ Loaf","CASEY VEGGIES",552
"679 f/Remy Boyz...","FETTY WAP",527
"Back Up f/Big Sean","DEJ LOAF",501
"Nothing But Trouble","LIL WAYNE & CHARLIE PUTH",479
"Choices","E-40",452
"Real Sisters","FUTURE",439
"100 f/Drake","GAME",430
"Here","ALESSIA CARA",427
"Sauce","LIL GEORGE",425
"On Your Body f/Meet Sims","CHINX",416
