"Title","Artist","Spins"
"Work f/Drake","RIHANNA",4324
"Oui","JEREMIH",3979
"Back To Sleep","CHRIS BROWN",3937
"Don't","BRYSON TILLER",3702
"Best Friend","YOUNG THUG",3530
"Say It","TORY LANEZ",3415
"Down In The DM","YO GOTTI",3159
"Might Be","DJ LUKE NASTYY",3154
"Formation","BEYONCE",3079
"Jumpman","DRAKE & FUTURE",2888
"Exchange","BRYSON TILLER",2773
"Acquainted","THE WEEKND",2528
"Summer Sixteen","DRAKE",2121
"2 Phones","KEVIN GATES",2025
"Moolah","YOUNG GREATNESS",1963
"Cut It f/Young Dolph","O.T. GENASIS",1675
"Moses f/Chris Brown & Migos","FRENCH MONTANA",1672
"Permission","RO JAMES",1574
"Again","FETTY WAP",1528
"Saved f/E-40","TY DOLLA $IGN",1299
"Curtains Closed","RAY J",1236
"3 Times In A Row","TK N CASH",1209
"Body f/Jeremih","DREEZY",1182
"Milly Rock","2 MILLY",1156
"You Could Be My Lover","PUFF DADDY & THE FAMILY",1012
"Not A Little Bit","K. MICHELLE",928
"Love Yourz","J. COLE",907
"The Most","RICH HOMIE QUAN",907
"My Beyonce f/DeJ Loaf","LIL DURK",874
"Hey There f/Future","DEJ LOAF",846
"Law","YO GOTTI",795
"$ave Dat Money","LIL DICKY",794
"Don't Mind","KENT JONES",772
"Baller Alert f/R.Ross/2 Chainz","TYGA",771
"New Level","A$AP FERG",747
"Love In The 90z","MACK WILDS",645
"Love Yourself","JUSTIN BIEBER",639
"Might Not f/The Weeknd","BELLY",630
"Look At My Dab","MIGOS",593
"Ran Off On Da Plug Twice","PLIES",581
"Promise f/Fetty Wap","KID INK",570
"Something New f/Chris Brown","ZENDAYA",562
"LA Confidential","TORY LANEZ",547
"Best Friend f/Trey Songz","J.R.",473
"Low Life f/The Weeknd","FUTURE",463
"Stick Talk","FUTURE",458
"I'm The Man f/Sonny Digital","50 CENT",457
"Girl f/Kaytranada","THE INTERNET",440
"Panda","DESIIGNER",399
"Phone Down","ERYKAH BADU",396
