"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","WALE Lotus Flower Bomb f/Miguel",4079,-1,241,-56,28.161,-0.113,65,"76",1,4080,550,28.274
2,"=","BEYONCE Party f/Kanye & Andre",3947,3,-74,48,26.922,0.106,110,"258",1,4426,708,28.224
3,"=","JAY Z & KANYE WEST N***** In Paris",3764,-10,-68,-15,27.261,-0.017,108,"6",1,4191,624,29.189
4,"=","BIG SEAN Dance (A$$)",3562,35,407,-70,23.383,0.171,78,"16",4,3562,477,23.383
5,"=","T-PAIN 5 O'clock f/Wiz Khalifa",3091,2,-27,-53,16.32,0.105,82,"10",4,3130,442,16.639
6,"+1","DRAKE Make Me Proud f/Nicki Minaj",2631,36,233,-4,19.189,0.387,54,"32",6,2631,468,19.189
7,"-1","LIL WAYNE She Will f/Drake",2540,-69,-376,-82,18.362,-0.336,124,"81",1,4043,954,29.033
8,"=","RICK ROSS You The Boss f/Nicki Minaj",2486,16,245,-10,15.099,0.201,67,"134",8,2486,534,15.152
9,"+1","J. COLE Can't Get Enough f/Trey Songz",2276,49,315,-10,15.247,0.201,47,"--",9,2276,411,15.247
10,"+1","WALE That Way f/Jeremih & Rick Ross",2218,-9,77,-26,18.412,-0.067,177,"--",3,3726,421,25.014
11,"-2","DRAKE Headlines",2199,-41,-350,3,17.645,-0.309,131,"26",1,3923,686,27.599
12,"=","ACE HOOD Body 2 Body f/Chris Brown",2130,-85,-364,-75,13.398,-0.351,150,"--",6,2648,389,19.475
13,"+1","WAKA FLOCKA FLAME Round Of Applause f/Dr...",1758,-19,57,-32,11.59,-0.098,57,"180",13,1777,306,11.688
14,"-1","BIG SEAN Marvin & Chardonnay",1745,-56,-172,-27,11.743,-0.516,167,"181",1,3834,552,25.854
15,"+1","YOUNG JEEZY I Do f/JAY Z & Andre 3000",1657,53,485,-41,11.252,0.376,21,"--",15,1657,635,11.252
16,"-1","CHRIS BROWN Wet The Bed",1598,-58,-209,-24,10.944,-0.306,143,"615",5,3444,405,22.308
17,"+1","MONICA Until It's Gone",1566,2,36,11,7.874,-0.036,69,"--",17,1566,276,7.91
18,"-1","ELLE VARNER Only Wannna Give It To You",1530,-43,-266,5,7.369,-0.245,90,"832",14,1929,293,10.186
19,"+1","MARY J. BLIGE Mr. Wrong",1408,35,297,18,7.7,0.254,37,"--",19,1408,297,7.7
20,"-1","J. COLE Workout",1336,-66,-363,-38,8.262,-0.249,138,"17",9,2285,358,12.906
21,"=","MELANIE FIONA 4 AM",1127,20,72,30,5.427,0.153,107,"412",21,1127,209,5.427
22,"+2","BEYONCE Countdown",1078,73,262,70,7.184,0.379,62,"124",22,1078,262,7.184
23,"-1","T.I. I'm Flexin f/Big K.R.I.T.",1070,-14,-107,-10,4.868,0.011,71,"789",19,1327,420,7.072
24,"-1","KIRKO BANGZ Drank In My Cup",1040,10,33,19,5.003,0.048,73,"293",23,1040,196,5.033
25,"+1","DIGGY Do It Like You f/Jeremih",1033,64,252,58,7.148,0.262,28,"340",25,1033,344,7.148
26,"-1","BIRDMAN Y.U. Mad f/Nicki Minaj",969,-32,-231,-15,3.182,-0.217,85,"102",19,1229,386,4.66
27,"+2","JAY Z & KANYE WEST Gotta Have It",951,62,488,-6,7.109,0.363,12,"380",27,951,494,7.109
28,"-1","RED CAFE Fly Together f/Rick Ross",946,-14,-78,-7,4.073,-0.118,92,"809",23,1177,259,5.235
29,"-1","ROSCOE DASH Good Good Night",897,-24,-103,-26,3.763,-0.127,86,"108",26,1000,207,4.717
30,"=","CHRIS BROWN Strip f/Kevin McCall",877,46,310,0,5.256,0.212,12,"278",30,877,334,5.256
31,"=","B.O.B Strange Clouds f/Lil Wayne",861,34,170,31,3.681,0.103,43,"41",31,861,170,3.681
32,"=","JACOB LATIMORE Like 'Em All f/Issa",799,-14,-22,-26,3.404,-0.079,79,"--",29,841,242,3.635
33,"=","BEI MAEJOR Trouble f/J. Cole",742,-18,-245,22,3.664,-0.079,100,"206",18,1414,205,6.843
34,"+1","MEEK MILL House Party f/Young Chris",662,13,39,19,4.148,0.15,41,"294",34,662,188,4.317
35,"+1","MINDLESS BEHAVIOR Girls Talkin Bout",637,-4,-6,-9,2.435,-0.007,26,"--",35,651,197,2.729
36,"+1","ESTELLE Thank You",624,-8,19,-24,2.784,-0.083,50,"--",36,634,84,3.017
37,"-3","FUTURE Tony Montana",622,-33,-169,-14,2.56,-0.152,133,"--",12,1909,304,9.23
38,"=","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",612,-7,-161,35,3.462,-0.128,146,"453",7,2975,388,18.738
39,"=","PROBLEM Last Love",594,-3,47,-21,1.863,-0.043,35,"--",39,597,176,1.907
40,"+1","ROBIN THICKE Pretty Lil' Heart f/Lil Way...",589,-2,62,-15,2.923,0.064,16,"406",40,591,272,2.923
41,"-1","MARIO The Walls f/Fabolous",578,-16,-99,-4,2.943,-0.04,76,"--",30,838,271,4.286
42,"+1","TYGA Rack City",576,27,293,-17,3.448,0.085,7,"42",42,576,317,3.448
43,"-1","MEEK MILL I'm A Boss f/Rick Ross",568,-13,-243,16,3.838,-0.086,136,"653",12,1825,319,9.763
44,"=","MIGUEL Girls Like You",543,1,2,-5,2.775,-0.059,31,"--",42,544,188,2.834
45,"=","DRAKE The Motto f/Lil Wayne",529,18,119,20,4.899,0.153,15,"15",45,529,119,4.899
46,"=","CJ HILTON Cold Summer",505,1,-46,-2,2.369,-0.004,33,"--",41,552,120,2.56
47,"=","FUTURE Go Harder",437,11,71,-18,1.183,0.073,10,"--",47,437,242,1.183
48,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",339,0,44,7,0.907,0.069,20,"12",48,352,66,0.982
49,"=","LIL WAYNE Mirror f/Bruno Mars",330,1,24,14,1.64,0.045,34,"160",44,447,293,1.64
