"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST Otis f/Otis Redding",3650,-26,-182,-64,23.924,-0.154,61,"40",1,3830,1048,24.559
2,"+1","MIGUEL Quickie",3443,39,21,-3,22.313,0.227,97,"172",2,3628,553,23.786
3,"-1","BEYONCE Best Thing I Never Had",3428,-5,-108,-65,19.927,0.076,107,"56",2,3535,520,21.086
4,"=","BIG SEAN Marvin & Chardonnay",3416,16,61,-80,21.304,0.046,80,"41",3,3422,552,21.495
5,"=","LIL WAYNE How To Love",3181,-62,-234,-149,20.08,-0.522,109,"15",1,4266,891,27.756
6,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3084,-19,-183,-16,23.142,-0.237,126,"45",1,4543,989,32.584
7,"=","DRAKE Headlines",3056,35,372,-57,21.289,0.015,44,"24",7,3056,686,21.289
8,"=","LIL WAYNE She Will f/Drake",2769,59,305,1,18.314,0.203,37,"314",8,2769,954,18.314
9,"=","WALE That Way f/Jeremih & Rick Ross",2619,52,242,-13,16.256,0.321,90,"181",9,2619,421,16.256
10,"=","DRAKE Marvin's Room",2403,-49,-65,-113,18.625,-0.206,86,"58",8,2476,460,19.185
11,"+1","CHRIS BROWN Wet The Bed",2327,65,168,-9,16.078,0.506,56,"287",11,2327,405,16.078
12,"-1","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",2320,57,309,11,14.129,0.407,59,"133",11,2320,359,14.129
13,"=","KELLY ROWLAND Motivation f/Lil Wayne",2051,-28,-241,-6,16.221,-0.092,132,"51",1,4671,741,34.283
14,"=","NICKI MINAJ Super Bass",1743,-67,-356,-93,9.341,-0.494,103,"20",4,3412,554,20.752
15,"+1","JAY Z & KANYE WEST N***** In Paris",1554,65,558,-4,12.947,0.229,21,"--",15,1554,594,12.947
16,"-1","LUPE FIASCO Out Of My Head f/Trey Songz",1541,-63,-451,3,9.947,-0.283,132,"295",9,2490,303,17.864
17,"+1","MEEK MILL I'm A Boss f/Rick Ross",1389,29,178,14,7.464,0.032,49,"432",17,1389,319,7.464
18,"-1","ACE HOOD Body 2 Body f/Chris Brown",1383,-7,7,-43,7.954,-0.078,63,"--",16,1426,229,8.376
19,"=","MONICA Anything f/Rick Ross & Lil Kim",1295,-22,-63,-33,7.848,-0.21,67,"--",17,1445,311,9.022
20,"=","TREY SONGZ Unusual f/Drake",1256,-17,-131,-42,8.309,-0.052,132,"--",6,3159,477,20.6
