"Title","Artist","Spins"
"Don't","BRYSON TILLER",4337
"Back To Sleep","CHRIS BROWN",3844
"Say It","TORY LANEZ",3716
"Down In The DM","YO GOTTI",3625
"Oui","JEREMIH",3486
"Best Friend","YOUNG THUG",3320
"Jumpman","DRAKE & FUTURE",3059
"Work f/Drake","RIHANNA",3025
"Might Be","DJ LUKE NASTYY",2625
"No Role Modelz","J. COLE",2560
"Again","FETTY WAP",2477
"Acquainted","THE WEEKND",2206
"Exchange","BRYSON TILLER",1952
"Play No Games","BIG SEAN",1931
"Formation","BEYONCE",1902
"Moses f/Chris Brown & Migos","FRENCH MONTANA",1819
"3 Times In A Row","TK N CASH",1801
"$ave Dat Money","LIL DICKY",1772
"Bottom Of The Bottle","CURREN$Y",1654
"Moolah","YOUNG GREATNESS",1544
"2 Phones","KEVIN GATES",1540
"Milly Rock","2 MILLY",1186
"Summer Sixteen","DRAKE",1159
"Look At My Dab","MIGOS",1102
"1Hunnid f/Fetty Wap","K CAMP",1045
"Curtains Closed","RAY J",971
"You Could Be My Lover","PUFF DADDY & THE FAMILY",946
"Saved f/E-40","TY DOLLA $IGN",938
"Song Cry","AUGUST ALSINA",906
"The Most","RICH HOMIE QUAN",827
"Cut It f/Young Dolph","O.T. GENASIS",814
"My Beyonce f/DeJ Loaf","LIL DURK",802
"Hey There f/Future","DEJ LOAF",789
"Permission","RO JAMES",660
"Body f/Jeremih","DREEZY",655
"WTF (Where They From)","MISSY ELLIOTT",632
"Like Baby","JACQUEES",621
"Love In The 90z","MACK WILDS",586
"Baller Alert f/R.Ross/2 Chainz","TYGA",551
"Not A Little Bit","K. MICHELLE",522
"Love Yourz","J. COLE",519
"Promise f/Fetty Wap","KID INK",490
"Real Friends f/Ty Dolla $ign","KANYE WEST",477
"Sorry f/Chris Brown","RICK ROSS",463
"Love Yourself","JUSTIN BIEBER",449
"New Level","A$AP FERG",447
"Hit The Lotto","ROTIMI",445
"Stick Talk","FUTURE",444
"Girl f/Kaytranada","THE INTERNET",424
"Best Friend f/Trey Songz","J.R.",400
