"Title","Artist","Spins"
"Earned It","THE WEEKND",4124
"Trap Queen","FETTY WAP",3989
"Post To Be f/Chris Brown&Jhene","OMARION",3805
"Blessings f/Drake","BIG SEAN",3734
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",3460
"Truffle Butter f/Drake...","NICKI MINAJ",3066
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",2689
"I Bet","CIARA",2627
"F*ck Up Some Commas","FUTURE",2610
"Slow Motion","TREY SONGZ",2566
"The Matrimony f/Usher","WALE",2508
"Lil Bit","K CAMP",2149
"Flicka Da Wrist","CHEDDA DA CONNECT",1847
"Ayo","CHRIS BROWN & TYGA",1741
"Bitch Better Have My Money","RIHANNA",1690
"Feeling Myself f/Beyonce","NICKI MINAJ",1616
"One Time","MIGOS",1598
"Wet Dreamz","J. COLE",1552
"Private Show f/Chris Brown","T.I.",1473
"King Kunta","KENDRICK LAMAR",1461
"That's My S**t","THE-DREAM",1424
"I Don't Get Tired (#IDGT)","KEVIN GATES",1359
"Classic Man","JIDENNA",1262
"You Changed Me f/Chris Brown","JAMIE FOXX",1245
"Flex","RICH HOMIE QUAN",1126
"Be Real f/Dej Loaf","KID INK",1006
"It's Not My Fault f/T.I.","ANTHONY LEWIS",970
"Tell Em f/Young Thug & RH Quan","RICH GANG",895
"Planes f/J. Cole","JEREMIH",861
"Good Enough f/Jussie Smollett","EMPIRE CAST",722
"Monster","MEEK MILL",699
"See You Again f/Charlie Puth","WIZ KHALIFA",690
"Uptown Funk f/Bruno Mars","MARK RONSON",620
"Don't Kill The Fun","SEVYN STREETER",602
"Somebody f/Jeremih","NATALIE LA ROSE",557
"Ratchet Commandments","TINK",543
"Hard To Do","K. MICHELLE",527
"Mind Right","TK N CASH",521
"Energy","DRAKE",518
"Doo Doo","TROY AVE",491
"Somebody Else","RICO LOVE",465
"Pulled Up f/2 Chainz","YOUNG DOLPH",445
"Like Me f/Jeremih","LIL DURK",424
"Apparently","J. COLE",419
"Dumb S**t","TYRESE",415
"Peaches & Cream","SNOOP DOGG",396
"Make Sum Shake","COOL AMERIKA",374
"Yoga","JANELLE MONAE & JIDENNA",349
"Double Tap f/2 Chainz","JORDIN SPARKS",315
"Choices","E-40",307
