"Title","Artist","Spins"
"Panda","DESIIGNER",4884
"Exchange","BRYSON TILLER",4649
"Work f/Drake","RIHANNA",4310
"Cut It f/Young Dolph","O.T. GENASIS",4066
"Oui","JEREMIH",3827
"Law","YO GOTTI",3491
"Don't Mind","KENT JONES",2859
"Moolah","YOUNG GREATNESS",2834
"All The Way Up","FAT JOE & REMY MA",2821
"One Dance f/Wizkid & Kyla","DRAKE",2769
"Low Life f/The Weeknd","FUTURE",2695
"Body f/Jeremih","DREEZY",2661
"Needed Me","RIHANNA",2656
"Sorry","BEYONCE",2234
"2 Phones","KEVIN GATES",2215
"Might Be","DJ LUKE NASTYY",2011
"Uber Everywhere","MADEINTYO",1685
"New Level","A$AP FERG",1621
"Might Not f/The Weeknd","BELLY",1609
"Formation","BEYONCE",1567
"Ran Off On Da Plug Twice","PLIES",1484
"Famous","KANYE WEST",1257
"Money Talk","T.I.",1214
"Love Yourz","J. COLE",1136
"Wake Up","FETTY WAP",1096
"Wicked","FUTURE",1022
"Do You Remember","KAYLA BRIANNA",933
"Halfway","S-8IGHTY",932
"Permission","RO JAMES",928
"Wat U Mean","DAE DAE",880
"By Chance","RAE SREMMURD",828
"You Could Be My Lover","PUFF DADDY & THE FAMILY",737
"Finessin f/Lil Wayne","BABY E",684
"On The Way","TWENTY88",673
"Promise f/Fetty Wap","KID INK",662
"Really Really","KEVIN GATES",655
"I'm The Man f/Sonny Digital","50 CENT",644
"MFN Right","2 CHAINZ",620
"Summer Sixteen","DRAKE",564
"Pass Dat","JEREMIH",532
"Drifting f/Chris Brown","G-EAZY",498
"In Common","ALICIA KEYS",486
"Do It Like Me","DLOW",457
"Pop Style f/The Throne","DRAKE",455
"Rise Up","ANDRA DAY",447
"She Don't Love You","SPECTACULAR",417
"Acquainted","THE WEEKND",417
"This Feeling","BERNARD FLOWERS",412
"Not A Little Bit","K. MICHELLE",394
"All Nite f/Yazz & Yo Gotti","EMPIRE CAST",365
