"Title","Artist","Spins"
"Bands A Make Her Dan...","JUICY J",3864
"Adorn","MIGUEL",3728
"Clique f/Big Sean & ...","KANYE WEST",3532
"Swimming Pools (Dran...","KENDRICK LAMAR",3365
"Pop That f/Rick Ross","FRENCH MONTANA",3232
"Thinking About You","FRANK OCEAN",3158
"Dive In","TREY SONGZ",2883
"Dance For You","BEYONCE",2831
"No Worries f/Detail","LIL WAYNE",2824
"Put It Down f/Chris ...","BRANDY",2728
"Ice f/Lil Wayne","KELLY ROWLAND",2629
"Diced Pineapples f/D...","RICK ROSS",2480
"Birthday Song f/Kany...","2 CHAINZ",2201
"Girl On Fire","ALICIA KEYS",1914
"Don't Judge Me","CHRIS BROWN",1907
"Young And Gettin It ...","MEEK MILL",1903
"Representin' f/Kelly...","LUDACRIS",1722
"Turn On The Lights","FUTURE",1708
"Wicked Games","THE WEEKND",1527
"Ball f/Lil Wayne","T.I.",1496
"My Moment f/2 Chainz","DJ DRAMA",1294
"Dive","USHER",1293
"Diamonds","RIHANNA",1287
"Sorry","CIARA",1156
"Hold Up f/Wale","CA$H OUT",1088
"Remember You f/The W...","WIZ KHALIFA",1084
"Celebration f/Chris ...","GAME",893
"Trust And Believe","KEYSHIA COLE",854
"Neva End f/Kelly Row...","FUTURE",744
"Enough Of No Love f/...","KEYSHIA COLE",650
"I'm Different","2 CHAINZ",607
"Get Right","YOUNG JEEZY",540
"Jet Life f/Big K.R.I...","CURREN$Y",537
"Back It Up","$AUCE",514
"Special Delivery","BRIDGET KELLY",513
"The Blues","TITO LOPEZ",512
"I Don't Like f/Lil R...","CHIEF KEEF",435
"Wildest Dreams","BRANDY",417
"Guap","BIG SEAN",407
"Smart Girl (Dumb Boo...","TEX JAMES",406
"Need Your Love","ACE HOOD",400
"Don't Make Em Like Y...","NE-YO",393
"Models & Bottles (Le...","DJ KHALED",382
"Do You","MIGUEL",366
"Check","YO GOTTI",323
"Love Sosa","CHIEF KEEF",317
"Shout Out f/Gudda Gu...","BIRDMAN",280
"All Gold Everything","TRINIDAD JAMES",278
"F**kin Problems f/Dr...","A$AP ROCKY",224
"Poetic Justice f/Dra...","KENDRICK LAMAR",220
