"Title","Artist","Spins"
"Don't Judge Me","CHRIS BROWN",3517
"Swimming Pools (D...","KENDRICK LAMAR",3254
"No Worries f/Deta...","LIL WAYNE",3168
"I'm Different","2 CHAINZ",2923
"Ball f/Lil Wayne","T.I.",2895
"Adorn","MIGUEL",2837
"Wicked Games","THE WEEKND",2796
"All Gold Everythi...","TRINIDAD JAMES",2709
"Neva End f/Kelly ...","FUTURE",2555
"F**kin Problems f...","A$AP ROCKY",2531
"Remember You f/Th...","WIZ KHALIFA",2191
"Clique f/Big Sean...","KANYE WEST",2164
"Diamonds","RIHANNA",2123
"Trust And Believe","KEYSHIA COLE",1831
"Diced Pineapples ...","RICK ROSS",1810
"Do You","MIGUEL",1664
"Guap","BIG SEAN",1626
"Celebration f/Chr...","GAME",1467
"Poetic Justice f/...","KENDRICK LAMAR",1450
"Pour It Up","RIHANNA",1375
"Representin' f/Ke...","LUDACRIS",1137
"Love Sosa","CHIEF KEEF",999
"Brand New Me","ALICIA KEYS",998
"Young And Gettin ...","MEEK MILL",949
"Check","YO GOTTI",859
"M.I.A. f/Wale","OMARION",848
"Love And War","TAMAR BRAXTON",825
"She Don't Put It ...","JOE BUDDEN",689
"Who Booty f/Frenc...","JONN HART",675
"Love Me f/Drake &...","LIL WAYNE",659
"I Like It","SEVYN STREETER",637
"Sorry","CIARA",610
"Yellow Tape f/Lil...","FAT JOE",582
"Still In This B**...","B.O.B",549
"Poppin' Off","WATCH THE DUCK",505
"Special Delivery","BRIDGET KELLY",471
"The Blues","TITO LOPEZ",403
"Shout Out f/Gudda...","BIRDMAN",402
"Freedom","NICKI MINAJ",391
"Loveeeeeee Song f...","RIHANNA",388
"Cold War","MARSHA AMBROSIUS",383
"Make A Little Roo...","JARVIS",376
"Another One f/Fut...","SLICE9",352
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",337
"Used By You","MARCUS CANTY",334
"Nachos","ROCKO",313
"RIP f/2 Chainz","YOUNG JEEZY",300
"Fumble","TREY SONGZ",287
"Models & Bottles ...","DJ KHALED",206
"Marble Floors f/R...","FRENCH MONTANA",195
