"Title","Artist","Spins"
"Drunk In Love f/Jay Z","BEYONCE",3925
"Show Me f/Chris Brown","KID INK",3833
"Paranoid","TY DOLLA $IGN",3277
"Happy","PHARRELL WILLIAMS",3087
"My Hitta f/Jeezy,RichHomieQuan","YG",2898
"Up Down (Do This All Day)","T-PAIN",2730
"Na Na","TREY SONGZ",2538
"All Of Me","JOHN LEGEND",2535
"Part II (On The Run) f/Beyonce","JAY Z",2533
"Partition","BEYONCE",2529
"Loyal f/Lil' Wayne","CHRIS BROWN",2501
"The Worst","JHENE AIKO",2475
"Can't Raise A Man","K. MICHELLE",2175
"The Language","DRAKE",2145
"Stoner","YOUNG THUG",2075
"Royals","LORDE",1730
"Sex You","BANDO JONEZ",1664
"Man Of The Year","SCHOOLBOY Q",1513
"Double Cup f/Jeezy, Ludacris","DJ INFAMOUS",1123
"Move That Doh f/Pharrel","FUTURE",1018
"Trophies","DRAKE",948
"Show Da World f/Kiara","BOOSIE & WEBBIE",946
"Who Do You Love f/Drake","YG",891
"The Devil Is A Lie f/Jay Z","RICK ROSS",831
"Yayo","SNOOTIE WILD",820
"O.G. Bobby Johnson","QUE",719
"Ghetto f/Rich Homie Quan","AUGUST ALSINA",698
"Money Baby f/Kwony Cash","K CAMP",662
"Next","SEVYN STREETER",644
"Drop It f/B.o.B.","TREVOR JACKSON",627
"Cut Her Off","K CAMP",617
"Lookin Ass f/Nicki Minaj","YOUNG MONEY",579
"Party Girls f/Wiz & Jeremih","LUDACRIS",517
"Dark Horse f/Juicy J","KATY PERRY",487
"Drop That #NaeNae","WE ARE TOONZ",483
"Throwback f/Chris Brown","B.O.B",480
"Gimme Your Love","KESINGTON KROSS",476
"Candy Rain f/Billy Bang","ANTHONY LEWIS",459
"The Man","ALOE BLACC",431
"We Alright f/Euro, Birdman","YOUNG MONEY",426
"Forever","SEBASTIAN MIKAEL",423
"Smoke, Drink, Break-Up","MILA J",416
"The Monster f/Rihanna","EMINEM",400
"What I'm About","JABO",395
"Right Now f/Pheo","CASHIUS GREEN",386
"You're Mine (Eternal)","MARIAH CAREY",375
"Henny","MACK WILDS",339
"Pop Out f/King Louie","KATIE GOT BANDZ",328
"Make It Home f/Jeezy","AUGUST ALSINA",312
"Talkin Bout f/Chris Brown, Wiz","JUICY J",311
