"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4622,"+12",34,"-35",33.965,"+0.087",34,1,4622,741,33.965
2,"=","MIGUEL Sure Thing",4086,"+23",-4,"-23",29.954,"+0.249",34,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3639,"+53",136,"+15",23.049,"-0.075",34,3,3639,461,24.154
4,"=","CHRIS BROWN She Ain't You",3508,"+47",150,"-16",24.187,"+0.321",34,4,3508,630,24.187
5,"+1","DJ KHALED I'm On One f/Drake, Rick Ross",3120,"+88",751,"-71",22.544,"+0.723",28,5,3120,989,22.544
6,"-1","MARSHA AMBROSIUS Far Away",2997,"-36",-69,"-122",18.812,"-0.192",34,5,3066,397,19.884
7,"=","CHRIS BROWN Look At Me Now",2663,"-50",-188,"-56",20.714,"-0.396",34,2,3494,0,26.238
8,"=","ACE HOOD Hustle Hard",2239,"-24",-162,"-28",13.63,"+0.022",34,7,2503,97,14.627
9,"=","LLOYD Cupid",2188,"+35",43,"+32",12.602,"+0.095",34,9,2188,195,12.674
10,"+2","TREY SONGZ Unusual f/Drake",2117,"+39",289,"-26",15.279,"+0.111",34,10,2117,477,15.279
11,"-1","JAMIE FOXX Best Night Of My Life",2097,"-20",52,"-65",12.216,"-0.242",34,10,2117,311,12.458
12,"-1","YC Racks f/Future",2059,"-24",-272,"+20",10.503,"-0.181",34,4,3411,104,19.707
13,"+1","KANYE WEST All Of The Lights",1778,"-30",-212,"-21",14.031,"-0.143",34,7,2818,0,21.956
14,"-1","NICKI MINAJ Did It On'em",1759,"-56",-321,"-54",8.888,"-0.176",34,5,3129,0,17.338
15,"=","KERI HILSON One Night Stand",1712,"-7",-39,"-23",9.814,"+0.075",34,14,1779,229,9.815
16,"=","YOUNG JEEZY Ballin f/Lil Wayne",1523,"+37",350,"+10",8.238,"+0.108",34,16,1523,359,8.238
17,"=","MARY J. BLIGE Someone To Love Me (Naked)",1348,"-9",-52,"+12",6.489,"-0.129",34,17,1422,100,7.848
18,"+2","LIL WAYNE How To Love",1343,"+100",764,"-2",10.034,"+0.546",11,18,1343,778,10.034
19,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1297,"+30",193,"-7",9.059,"+0.196",34,19,1297,246,9.059
20,"-2","WIZ KHALIFA Roll Up",1295,"-54",-343,"-39",7.66,"-0.172",34,6,3062,0,16.439
21,"=","RIHANNA Man Down",1269,"+26",215,"-9",8.315,"+0.242",34,20,1269,421,8.315
22,"=","MEEK MILL/RICK ROSS Tupac Back",1184,"+4",99,"+0",5.792,"+0.100",34,21,1185,380,5.962
23,"=","LIL WAYNE John f/Rick Ross",1117,"-25",-268,"+9",7.866,"+0.004",34,14,1723,37,10.408
24,"=","TRAVIS PORTER Bring It Back",1023,"-34",-89,"-22",5.742,"-0.259",34,22,1288,9,7.626
25,"+3","WIZ KHALIFA On My Level f/Too Short",978,"+40",139,"+23",4.823,"+0.090",20,25,978,356,4.823
26,"=","RICK ROSS 9 Piece f/Lil Wayne",951,"-5",87,"+3",5.001,"-0.127",34,26,956,297,5.697
27,"-2","DIDDY-DIRTY MONEY Your Love f/Trey Songz",944,"-82",-603,"-5",4.286,"-0.344",34,12,2053,94,9.345
28,"+1","YO GOTTI We Can Get It On",888,"+16",41,"+8",4.367,"+0.014",34,28,888,99,4.39
29,"-2","BEYONCE Run The World (Girls)",877,"-74",-503,"-23",3.393,"-0.242",34,16,1686,271,9.235
30,"=","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",838,"-16",-128,"+51",5.512,"-0.027",34,20,1513,10,9.225
31,"=","BEYONCE Best Thing I Never Had",803,"+62",478,"-3",4.783,"+0.118",9,31,803,481,4.783
32,"=","K' LA All Your Love",718,"-14",-164,"-3",2.986,"-0.048",34,27,955,157,3.67
33,"+2","T-PAIN Booty Wurk (One Cheek At A...",712,"+55",363,"+34",4.847,"+0.268",19,33,712,363,4.847
34,"=","BIG K.R.I.T. Country Sh**",705,"+22",94,"+5",2.427,"+0.073",30,33,705,277,2.427
35,"-2","K. MICHELLE How Many Times",673,"-44",-251,"-15",3.029,"-0.131",34,24,1030,106,4.983
36,"=","JENNIFER HUDSON No One Gonna Love You",650,"+16",196,"-19",2.845,"+0.078",14,36,650,271,2.845
37,"=","FRANK OCEAN Novacane",648,"+28",205,"+16",4.863,"-0.076",26,37,648,205,4.939
