"Title","Artist","Spins"
"Work f/Drake","RIHANNA",5094
"Oui","JEREMIH",4218
"Exchange","BRYSON TILLER",4096
"Might Be","DJ LUKE NASTYY",3873
"Formation","BEYONCE",3448
"2 Phones","KEVIN GATES",3390
"Don't","BRYSON TILLER",3322
"Cut It f/Young Dolph","O.T. GENASIS",3064
"Moolah","YOUNG GREATNESS",2825
"Back To Sleep","CHRIS BROWN",2439
"Panda","DESIIGNER",2356
"Law","YO GOTTI",2252
"Body f/Jeremih","DREEZY",2149
"Summer Sixteen","DRAKE",2083
"Permission","RO JAMES",2081
"Low Life f/The Weeknd","FUTURE",1926
"Best Friend","YOUNG THUG",1923
"Love Yourz","J. COLE",1829
"Don't Mind","KENT JONES",1718
"All The Way Up","FAT JOE & REMY MA",1553
"Not A Little Bit","K. MICHELLE",1515
"Ran Off On Da Plug Twice","PLIES",1438
"New Level","A$AP FERG",1427
"Do You Remember","KAYLA BRIANNA",1158
"By Chance","RAE SREMMURD",1054
"You Could Be My Lover","PUFF DADDY & THE FAMILY",998
"LA Confidential","TORY LANEZ",976
"Might Not f/The Weeknd","BELLY",934
"Something New f/Chris Brown","ZENDAYA",919
"Acquainted","THE WEEKND",917
"Promise f/Fetty Wap","KID INK",824
"Famous","KANYE WEST",735
"I'm The Man f/Sonny Digital","50 CENT",709
"Get Paid","YOUNG DOLPH",685
"Wicked","FUTURE",683
"Uber Everywhere","MADEINTYO",671
"Needed Me","RIHANNA",576
"Do It Like Me","DLOW",569
"Gotta Lotta f/Lil Wayne","2 CHAINZ",564
"Saved f/E-40","TY DOLLA $IGN",534
"Love In The 90z","MACK WILDS",479
"Moses f/Chris Brown & Migos","FRENCH MONTANA",455
"Baller Alert f/R.Ross/2 Chainz","TYGA",443
"Stick Talk","FUTURE",419
"Rise Up","ANDRA DAY",374
"Pop Style f/The Throne","DRAKE",372
"Phone Down","ERYKAH BADU",364
"Finessin f/Lil Wayne","BABY E",357
"Money Talk","T.I.",319
"Company","JUSTIN BIEBER",302
