"Title","Artist","Spins"
"Panda","DESIIGNER",4349
"One Dance f/Wizkid & Kyla","DRAKE",4152
"Cut It f/Young Dolph","O.T. GENASIS",3885
"Work f/Drake","RIHANNA",3528
"All The Way Up","FAT JOE & REMY MA",3466
"Don't Mind","KENT JONES",3404
"Exchange","BRYSON TILLER",3198
"Needed Me","RIHANNA",3165
"Sorry","BEYONCE",3152
"Law","YO GOTTI",2987
"Low Life f/The Weeknd","FUTURE",2418
"Body f/Jeremih","DREEZY",2236
"Uber Everywhere","MADEINTYO",1922
"Wicked","FUTURE",1907
"Might Not f/The Weeknd","BELLY",1709
"Wake Up","FETTY WAP",1531
"Really Really","KEVIN GATES",1398
"2 Phones","KEVIN GATES",1336
"Wat U Mean","DAE DAE",1212
"Halfway","S-8IGHTY",1095
"New Level","A$AP FERG",1093
"In Common","ALICIA KEYS",1049
"Dope f/Marsha Ambrosius","T.I.",1026
"Famous","KANYE WEST",950
"Formation","BEYONCE",947
"Ran Off On Da Plug Twice","PLIES",905
"MFN Right","2 CHAINZ",869
"On The Way","TWENTY88",860
"MY PYT","WALE",845
"Money Talk","T.I.",794
"Permission","RO JAMES",771
"5 Minutes f/2 Chainz","K CAMP",738
"Finessin f/Lil Wayne","BABY E",650
"Pass Dat","JEREMIH",630
"Controlla","DRAKE",602
"She Don't Love You","SPECTACULAR",577
"Drifting f/Chris Brown","G-EAZY",576
"That Part f/Kanye West","SCHOOLBOY Q",573
"Love Yourz","J. COLE",531
"Work From Home","FIFTH HARMONY",499
"Wishing fChris Brown, Skeme","DJ DRAMA",489
"Lake By The Ocean","MAXWELL",489
"Just A Lil' Thick ($he's...","TRINIDAD JAMES",481
"Key To The Streets","YFN LUCCI",448
"Look Alive","RAE SREMMURD",447
"Grass Ain't Greener","CHRIS BROWN",446
"Gold Wrappers f/Rick Ross","B. SMYTH",433
"This Feeling","BERNARD FLOWERS",426
"Pop Style f/The Throne","DRAKE",422
"Good Girl Gone Bad","TROY AVE",347
