"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST Otis f/Otis Redding",3745,"+31",-48,"-35",22.261,"+0.139",49,"29",1,3794,1048,23.759
2,"=","MIGUEL Quickie",3260,"-16",-369,"-59",19.533,"-0.201",85,"159",2,3628,553,23.786
3,"+1","LIL WAYNE How To Love",3246,"+5",-427,"+63",19.682,"+0.127",97,"11",1,4266,891,27.756
4,"-1","DJ KHALED I'm On One f/Drake, Rick Ross",3213,"-38",-305,"-41",23.728,"-0.434",114,"57",1,4543,989,32.584
5,"=","BEYONCE Best Thing I Never Had",3191,"+10",-282,"+12",18.256,"+0.056",95,"52",3,3475,520,21.086
6,"=","BIG SEAN Marvin & Chardonnay",3013,"+20",99,"-28",19.466,"+0.108",68,"62",6,3013,552,19.466
7,"=","KELLY ROWLAND Motivation f/Lil Wayne",2463,"-71",-654,"-55",18.432,"-0.332",120,"54",1,4671,741,34.283
8,"=","DRAKE Headlines",2365,"+41",379,"-54",17.797,"+0.390",32,"31",8,2365,686,17.797
9,"+2","DRAKE Marvin's Room",2274,"+47",-39,"+8",16.655,"+0.420",74,"63",9,2312,460,18.166
10,"-1","LUPE FIASCO Out Of My Head f/Trey Songz",2252,"-44",-204,"-21",15.56,"-0.677",120,"185",9,2490,303,17.864
11,"+1","LIL WAYNE She Will f/Drake",2233,"+48",277,"-10",14.855,"+0.353",25,"--",11,2233,954,14.855
12,"+1","WALE That Way f/Jeremih & Rick Ross",2139,"+12",-28,"-36",12.711,"+0.181",78,"208",11,2208,421,13.648
13,"-3","NICKI MINAJ Super Bass",2131,"-106",-742,"-48",11.98,"-0.467",91,"15",4,3412,554,20.752
14,"=","CHRIS BROWN Wet The Bed",1897,"+29",27,"-50",12.049,"+0.207",44,"281",14,1897,405,12.962
15,"=","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",1831,"+56",194,"+57",10.761,"+0.307",47,"193",15,1831,359,10.761
16,"=","BIG SEAN My Last f/Chris Brown",1643,"-78",-252,"-81",14.284,"-0.218",120,"231",2,3871,461,26.108
17,"=","MONICA Anything f/Rick Ross & Lil Kim",1373,"-21",-68,"-29",8.1,"-0.099",55,"--",17,1445,311,9.022
18,"=","TREY SONGZ Unusual f/Drake",1332,"-38",-185,"-44",8.801,"-0.210",120,"778",6,3159,477,20.6
19,"=","RIHANNA Man Down",1293,"-24",-195,"-11",7.591,"-0.114",120,"--",8,2726,421,17.159
20,"+1","ACE HOOD Body 2 Body f/Chris Brown",1218,"+24",61,"+4",6.797,"+0.043",51,"--",20,1218,229,6.797
21,"-1","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",1187,"-21",-171,"+19",7.084,"-0.112",120,"679",13,1842,363,11.166
22,"=","MEEK MILL I'm A Boss f/Rick Ross",1072,"+36",163,"+2",6.243,"+0.430",37,"428",22,1072,319,6.243
23,"=","GAME Pot Of Gold f/Chris Brown",945,"+3",40,"-23",3.322,"-0.029",54,"--",23,948,333,3.453
24,"=","HAMILTON PARK Thing Called Us",921,"+9",87,"-3",3.249,"+0.092",60,"--",24,921,182,3.249
25,"=","YOUNG JEEZY Shake Life",879,"+14",111,"+7",3.668,"+0.016",33,"--",25,879,331,3.769
26,"+1","J. COLE Workout",836,"+14",-37,"+3",3.618,"+0.065",39,"--",26,873,255,3.86
