"Title","Artist","Spins"
"Swimming Pools (Dran...","KENDRICK LAMAR",3815
"Bands A Make Her Dan...","JUICY J",3513
"Adorn","MIGUEL",3511
"No Worries f/Detail","LIL WAYNE",3297
"Clique f/Big Sean & ...","KANYE WEST",3192
"Thinking About You","FRANK OCEAN",3056
"Diced Pineapples f/D...","RICK ROSS",2831
"Ice f/Lil Wayne","KELLY ROWLAND",2698
"Pop That f/Rick Ross","FRENCH MONTANA",2353
"Don't Judge Me","CHRIS BROWN",2319
"Birthday Song f/Kany...","2 CHAINZ",2147
"Dive In","TREY SONGZ",2022
"Ball f/Lil Wayne","T.I.",1966
"Young And Gettin It ...","MEEK MILL",1964
"I'm Different","2 CHAINZ",1923
"Representin' f/Kelly...","LUDACRIS",1914
"Diamonds","RIHANNA",1885
"Wicked Games","THE WEEKND",1858
"Remember You f/The W...","WIZ KHALIFA",1702
"Sorry","CIARA",1503
"Neva End f/Kelly Row...","FUTURE",1493
"Girl On Fire","ALICIA KEYS",1277
"Guap","BIG SEAN",1191
"Trust And Believe","KEYSHIA COLE",1146
"Celebration f/Chris ...","GAME",1088
"Hold Up f/Wale","CA$H OUT",1006
"Do You","MIGUEL",954
"Love Sosa","CHIEF KEEF",786
"F**kin Problems f/Dr...","A$AP ROCKY",745
"All Gold Everything","TRINIDAD JAMES",698
"Dive","USHER",689
"M.I.A. f/Wale","OMARION",669
"Get Right","YOUNG JEEZY",624
"The Blues","TITO LOPEZ",590
"My Moment f/2 Chainz","DJ DRAMA",566
"Need Your Love","ACE HOOD",541
"Don't Make Em Like Y...","NE-YO",538
"Check","YO GOTTI",482
"Special Delivery","BRIDGET KELLY",466
"Brand New Me","ALICIA KEYS",464
"Smart Girl (Dumb Boo...","TEX JAMES",448
"Wildest Dreams","BRANDY",446
"She Don't Put It Dow...","JOE BUDDEN",417
"Poetic Justice f/Dra...","KENDRICK LAMAR",405
"Who Booty f/French M...","JONN HART",404
"Freedom","NICKI MINAJ",389
"Models & Bottles (Le...","DJ KHALED",337
"Poppin' Off","WATCH THE DUCK",313
"I Like It","SEVYN STREETER",305
"Used By You","MARCUS CANTY",280
