"Title","Artist","Spins"
"Hold You Down f/Chris Brown...","DJ KHALED",4232
"Hot Boy","BOBBY SHMURDA",4102
"New Flame f/Usher & Rick Ross","CHRIS BROWN",3614
"Tuesday f/Drake","I LOVE MAKONNEN",3545
"Lifestyle f/Young Thug","RICH GANG",3328
"About The Money f/Young Thug","T.I.",2763
"Handsome And Wealthy","MIGOS",2706
"No Type","RAE SREMMURD",2670
"Flawless","BEYONCE",2582
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",2467
"Latch f/Sam Smith","DISCLOSURE",2443
"Don't Tell 'Em f/YG","JEREMIH",2379
"Made Me f/K Camp","SNOOTIE WILD",2239
"0 To 100/The Catch Up","DRAKE",2187
"i","KENDRICK LAMAR",2180
"Try Me","DEJ LOAF",2082
"No Love","AUGUST ALSINA",1977
"Maybe f/Pusha T & Yo Gotti","TEYANA TAYLOR",1919
"I Don't F**k With You f/E-40","BIG SEAN",1637
"The Body f/Jeremih","WALE",1545
"Errrbody","YO GOTTI",1462
"Let Me Know f/Future","TAMAR BRAXTON",1295
"Only f/Drake, Lil Wayne","NICKI MINAJ",1266
"She Knows f/Juicy J","NE-YO",1258
"Whole Damn Year","MARY J. BLIGE",1117
"Rich f/August Alsina","KIRKO BANGZ",1017
"Body Language f/Usher/Tinashe","KID INK",975
"That's Me Right There","JASMINE V",903
"I Don't Mind f/Juicy J","USHER",886
"Not For Long f/Trey Songz","B.O.B",804
"Don't Panic","FRENCH MONTANA",775
"Party Ain't A Party f/2Chainz","JAMIE FOXX",751
"Recognize f/Drake","PARTYNEXTDOOR",725
"Let's Get It","CA$H OUT F/WIZ, TY DOLLA $IGN",715
"Blah Blah Blah","RICH HOMIE QUAN",701
"Awwsome","SHY GLIZZY",693
"Pretend f/A$AP Rocky","TINASHE",661
"Love Em All","K. MICHELLE",642
"My Main f/Ty Dolla $ign","MILA J",620
"No Mediocre f/Iggy Azalea","T.I.",612
"Seen It All f/Jay Z","JEEZY",612
"Pay Attention f/Rico Love","BIG K.R.I.T.",596
"Low f/Nicki Minaj, Lil Bibby","JUICY J",550
"Right Back f/Jeezy, Young Thug","DJ DRAMA",540
"If They Knew f/K. Michelle","RICK ROSS",526
"Beez Like f/Boosie Badazz","JEEZY",477
"Hell Of A Night","SCHOOLBOY Q",474
"Everywhere We Go f/K Camp","A-1 THE SUPERGROUP",447
"Too Much f/Lizzle & Trey Songz","QUE",394
"Take Kare","RICH GANG/YOUNG THUG/LIL WAYNE",381
