"Title","Artist","Spins"
"Holy Grail f/Just...","JAY Z",4225
"Crooked Smile","J. COLE",3883
"Hold On We're Goi...","DRAKE",3646
"I Luv This Sh*t","AUGUST ALSINA",3343
"Blurred Lines f/P...","ROBIN THICKE",3326
"How Many Drinks?","MIGUEL",3091
"Type Of Way","RICH HOMIE QUAN",2958
"Power Trip f/Migu...","J. COLE",2601
"V.S.O.P.","K. MICHELLE",2535
"Honest","FUTURE",2158
"Versace f/Drake","MIGOS",2123
"Feds Watching f/P...","2 CHAINZ",2121
"Love More f/Nicki...","CHRIS BROWN",1940
"Act Right f/Young...","YO GOTTI",1931
"It Won't Stop","SEVYN STREETER",1619
"Beware f/Lil Wayn...","BIG SEAN",1543
"Tom Ford","JAY Z",1536
"Memories Back The...","HUSTLE GANG F/T.I...",1385
"Ain't Worried Abo...","FRENCH MONTANA",1359
"Red Nose (Pitbull...","SAGE THE GEMINI",1330
"Bounce It f/Wale ...","JUICY J",1294
"Get Like Me f/Min...","NELLY",1254
"I Wanna Be With Y...","DJ KHALED",1115
"The One","TAMAR BRAXTON",943
"Collard Greens f/...","SCHOOLBOY Q",875
"My Story f/2 Chai...","R. KELLY",816
"All Me f/2 Chainz...","DRAKE",768
"Take Back The Nig...","JUSTIN TIMBERLAKE",691
"Levels","MEEK MILL",660
"Last Night f/Wale","SEBASTIAN MIKAEL",646
"F*uckwithmeyoukno...","JAY Z",630
"All Hustle No Luc...","LANTANA",572
"Let Me Find Out","DOE B",521
"Over Here f/Drake","PARTYNEXTDOOR",501
"All The Way Home","TAMAR BRAXTON",500
"LoveHate Thing f/...","WALE",451
"4 What","DJ DRAMA",424
"Good Time","J PEGUERO",363
"Primetime f/Migue...","JANELLE MONAE",351
"Bound 2","KANYE WEST",343
"Own It","MACK WILDS",340
"No Games f/Future","RICK ROSS",338
"Another Country f...","CA$H OUT",320
"The Way","ARIANA GRANDE",316
"They Don't Know","RICO LOVE",314
"Clappers f/Nicki ...","WALE",299
"My Kind Of Love","EMELI SANDE",281
"Mars f/Rick Ross","JAY SEAN",268
"Show You f/Future","TYGA",253
"Live For f/Drake","THE WEEKND",253
