"Title","Artist","Spins"
"Down In The DM","YO GOTTI",4438
"Don't","BRYSON TILLER",4232
"Say It","TORY LANEZ",3951
"Jumpman","DRAKE & FUTURE",3788
"Back To Sleep","CHRIS BROWN",3664
"Again","FETTY WAP",2945
"Hotline Bling","DRAKE",2925
"No Role Modelz","J. COLE",2861
"Play No Games","BIG SEAN",2782
"Oui","JEREMIH",2693
"Best Friend","YOUNG THUG",2650
"Antidote","TRAVI$ SCOTT",2556
"Bottom Of The Bottle","CURREN$Y",2372
"$ave Dat Money","LIL DICKY",1898
"California f/Young Dolph","COLONEL LOUD",1887
"3 Times In A Row","TK N CASH",1703
"Might Be","DJ LUKE NASTYY",1685
"Acquainted","THE WEEKND",1659
"White Iverson","POST MALONE",1429
"1Hunnid f/Fetty Wap","K CAMP",1424
"Moses f/Chris Brown & Migos","FRENCH MONTANA",1408
"Exchange","BRYSON TILLER",1403
"Sorry f/Chris Brown","RICK ROSS",1393
"WTF (Where They From)","MISSY ELLIOTT",1302
"Like Baby","JACQUEES",1149
"Song Cry","AUGUST ALSINA",1117
"Look At My Dab","MIGOS",1109
"Moolah","YOUNG GREATNESS",1108
"Milly Rock","2 MILLY",1102
"2 Phones","KEVIN GATES",1012
"Work f/Drake","RIHANNA",935
"Hello","ADELE",850
"Curtains Closed","RAY J",847
"The Most","RICH HOMIE QUAN",796
"Church","BJ THE CHICAGO KID",780
"Hey There f/Future","DEJ LOAF",694
"You Could Be My Lover","PUFF DADDY & THE FAMILY",691
"Bank Rolls","TATE KOBANG",685
"Saved f/E-40","TY DOLLA $IGN",657
"Cut It f/Young Dolph","O.T. GENASIS",611
"Real Friends f/Ty Dolla $ign","KANYE WEST",598
"Heavy","BLAC YOUNGSTA",460
"My Beyonce f/DeJ Loaf","LIL DURK",456
"Hit The Lotto","ROTIMI",454
"Might Not f/The Weeknd","BELLY",446
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",436
"Love In The 90z","MACK WILDS",426
"Doin' It Well f/Nicki Minaj","FABOLOUS",422
"Permission","RO JAMES",421
"You Mine f/Songz/Future...","DJ KHALED",405
