"Title","Artist","Spins"
"Partition","BEYONCE",3847
"Happy","PHARRELL WILLIAMS",3534
"The Worst","JHENE AIKO",3393
"Loyal f/Lil' Wayne","CHRIS BROWN",3232
"Part II (On The Run) f/Beyonce","JAY Z",3127
"Show Me f/Chris Brown","KID INK",3082
"Drunk In Love f/Jay Z","BEYONCE",2801
"Na Na","TREY SONGZ",2609
"Stoner","YOUNG THUG",2503
"Trophies","DRAKE",2493
"Move That Doh f/Pharrel","FUTURE",2454
"Paranoid","TY DOLLA $IGN",2339
"Can't Raise A Man","K. MICHELLE",2211
"All Of Me","JOHN LEGEND",2210
"Sex You","BANDO JONEZ",1849
"Cut Her Off","K CAMP",1791
"Dark Horse f/Juicy J","KATY PERRY",1693
"Show Da World f/Kiara","BOOSIE & WEBBIE",1606
"Who Do You Love f/Drake","YG",1508
"Yayo","SNOOTIE WILD",1226
"Man Of The Year","SCHOOLBOY Q",1184
"Next","SEVYN STREETER",1136
"Lookin Ass f/Nicki Minaj","YOUNG MONEY",991
"Party Girls f/Wiz & Jeremih","LUDACRIS",827
"Candy Rain f/Billy Bang","ANTHONY LEWIS",823
"Be Like","RICO LOVE",793
"Thug Cry f/Lil Wayne","RICK ROSS",776
"Forever","SEBASTIAN MIKAEL",750
"Smoke, Drink, Break-Up","MILA J",736
"You're Mine (Eternal)","MARIAH CAREY",693
"2 On f/Schoolboy Q","TINASHE",688
"Gimme Your Love","KESINGTON KROSS",687
"I Know f/Rich Homie Quan","YO GOTTI",668
"She Twerkin","CA$H OUT",632
"Smoke f/Trey Songz","50 CENT",626
"Make It Home f/Jeezy","AUGUST ALSINA",599
"Drop It f/B.o.B.","TREVOR JACKSON",582
"Drop That #NaeNae","WE ARE TOONZ",574
"Legs Shakin'","R. KELLY",574
"Double Cup f/Jeezy, Ludacris","DJ INFAMOUS",562
"Walk Thru f/Problem","RICH HOMIE QUAN",550
"Main Chick f/Chris Brown","KID INK",536
"Throwback f/Chris Brown","B.O.B",530
"Talkin Bout f/Chris Brown, Wiz","JUICY J",526
"Talk Dirty f/2 Chainz","JASON DERULO",452
"Henny","MACK WILDS",451
"My Bae f/Jeremih","VADO",433
"You Like It","OMARION",377
"Danny Glover","YOUNG THUG",363
"We Dem Boyz","WIZ KHALIFA",331
