"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4591,-7,6,-25,33.454,-0.349,39,1,4671,741,34.283
2,"=","MIGUEL Sure Thing",3887,-54,-207,-44,28.951,-0.393,39,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3764,1,221,-61,24.741,0.357,39,3,3764,461,24.741
4,"=","CHRIS BROWN She Ain't You",3655,23,205,18,25.316,-0.124,39,4,3655,630,25.44
5,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3485,89,512,36,24.842,0.636,33,5,3485,989,24.842
6,"=","MARSHA AMBROSIUS Far Away",2932,8,-99,-6,18.008,-0.08,39,5,3066,397,19.884
7,"=","LLOYD Cupid",2414,48,265,14,13.446,0.246,39,7,2414,265,13.446
8,"=","TREY SONGZ Unusual f/Drake",2318,58,271,19,16.225,0.27,39,8,2318,477,16.225
9,"=","CHRIS BROWN Look At Me Now",2147,-110,-601,-80,17.123,-0.788,39,2,3494,0,26.238
10,"=","ACE HOOD Hustle Hard",2100,-50,-178,-38,12.996,-0.206,39,7,2503,97,14.627
11,"=","JAMIE FOXX Best Night Of My Life",2049,2,-45,-23,11.662,-0.003,39,10,2117,311,12.458
12,"=","YC Racks f/Future",1914,-24,-186,0,9.722,-0.209,39,4,3411,104,19.707
13,"=","LIL WAYNE How To Love",1833,118,673,15,12.598,0.79,16,13,1833,778,12.598
14,"=","KERI HILSON One Night Stand",1690,-25,-58,-33,10.597,0.025,39,13,1779,229,10.597
15,"+1","YOUNG JEEZY Ballin f/Lil Wayne",1650,12,241,-61,8.422,-0.131,39,15,1650,359,8.553
16,"-1","KANYE WEST All Of The Lights",1648,-40,-188,-26,12.946,-0.502,39,7,2818,0,21.956
17,"=","NICKI MINAJ Did It On'em",1533,-61,-299,-19,7.546,-0.303,39,5,3129,0,17.338
18,"=","RIHANNA Man Down",1500,48,291,8,10.187,0.46,39,18,1500,421,10.187
19,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1331,-2,88,-34,9.863,0.128,39,18,1348,246,9.899
20,"=","MARY J. BLIGE Someone To Love Me (Naked)",1170,-54,-204,-58,5.435,-0.319,39,17,1422,100,7.848
21,"=","MEEK MILL/RICK ROSS Tupac Back",1164,10,-24,7,6.172,0.103,39,21,1185,380,6.172
22,"=","WIZ KHALIFA Roll Up",1077,-30,-331,30,6.139,-0.23,39,6,3062,0,16.439
23,"=","WIZ KHALIFA On My Level f/Too Short",1075,-2,169,-16,5.047,0.057,25,23,1077,356,5.047
24,"=","RICK ROSS 9 Piece f/Lil Wayne",981,17,46,6,5.433,0.065,39,24,981,297,5.697
25,"+2","BEYONCE Best Thing I Never Had",947,12,286,-47,4.844,-0.219,14,25,947,481,5.063
26,"-1","TRAVIS PORTER Bring It Back",940,-8,-136,23,5.119,-0.068,39,22,1288,9,7.626
27,"-1","LIL WAYNE John f/Rick Ross",936,-10,-241,45,6.629,-0.034,39,14,1723,37,10.408
28,"=","YO GOTTI We Can Get It On",923,8,56,-1,5.034,0.223,39,27,923,99,5.034
29,"=","T-PAIN Booty Wurk (One Cheek At A...",859,6,244,-67,5.225,-0.134,24,29,859,373,5.359
30,"=","FRANK OCEAN Novacane",793,27,203,-6,5.417,0.173,31,30,793,236,5.417
31,"+2","BIG K.R.I.T. Country Sh**",755,18,92,9,2.614,0.152,35,31,755,277,2.614
32,"-1","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",751,-15,-128,-6,4.981,-0.129,39,20,1513,10,9.225
33,"+3","NICKI MINAJ Super Bass",750,75,271,32,6.025,0.431,10,33,750,318,6.025
34,"-2","DIDDY-DIRTY MONEY Your Love f/Trey Songz",734,-13,-389,56,3.529,-0.093,39,12,2053,94,9.345
35,"=","JENNIFER HUDSON No One Gonna Love You",692,10,91,-11,3.212,0.072,19,35,692,271,3.212
36,"-2","BEYONCE Run The World (Girls)",664,-36,-357,23,2.656,-0.087,39,16,1686,271,9.235
37,"=","SEAN GARRETT In Da Box f/Rick Ross",627,-6,59,-35,2.514,-0.013,26,37,633,176,2.527
38,"=","K' LA All Your Love",572,-23,-194,20,2.378,-0.075,39,27,955,157,3.67
39,"=","BIRDMAN I Get Money f/Lil Wayne",536,-18,-56,0,2.532,0.065,39,33,695,186,2.799
40,"=","SNOOP DOGG Platinum f/R. Kelly",471,-38,-169,-14,1.633,-0.131,39,31,799,112,3.192
41,"+1","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",470,16,64,15,3.115,0.133,39,39,503,104,3.879
42,"+2","ESTELLE Break My Heart f/Rick Ross",466,21,125,19,2.993,0.038,25,42,466,125,2.993
43,"-2","K. MICHELLE How Many Times",463,-6,-320,35,2.141,-0.092,39,24,1030,106,4.983
44,"+4","MIGUEL Quickie",448,88,310,53,2.626,0.706,4,44,448,310,2.626
45,"-2","LLOYD BANKS I Don't Deserve You f/Jeremi...",438,-11,-114,5,3.563,0.088,39,25,993,49,6.428
46,"=","BOBBY V Grab Somebody f/Twista",436,10,31,13,2.259,0.036,13,45,436,216,2.259
47,"-2","GORILLA ZOE Twisted f/Lil Jon",424,-13,-125,-3,1.519,0.018,39,34,712,129,2.596
48,"-1","ROCKO Goin Steady",380,-15,-177,22,2.008,0.008,39,26,932,0,3.761
49,"=","JILL SCOTT So In Love f/Anthony Hamilton",346,3,17,2,2.371,0.004,16,48,346,119,2.476
50,"=","ACE HOOD Go & Get It",343,43,137,35,1.807,0.152,3,50,343,137,1.807
