"Title","Artist","Spins"
"Trap Queen","FETTY WAP",4150
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",4092
"Truffle Butter f/Drake...","NICKI MINAJ",3561
"Earned It","THE WEEKND",3273
"Ayo","CHRIS BROWN & TYGA",2980
"Feeling Myself f/Beyonce","NICKI MINAJ",2599
"7/11","BEYONCE",2507
"Blessings f/Drake","BIG SEAN",2362
"I Don't Mind f/Juicy J","USHER",2350
"How About Now","DRAKE",2335
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",2307
"I Don't F**k With You f/E-40","BIG SEAN",2178
"I Bet","CIARA",2121
"Post To Be f/Chris Brown&Jhene","OMARION",2060
"Don't Kill The Fun","SEVYN STREETER",1838
"Good Lovin f/Miguel","LUDACRIS",1823
"F*ck Up Some Commas","FUTURE",1754
"Slow Motion","TREY SONGZ",1735
"The Matrimony f/Usher","WALE",1610
"Uptown Funk f/Bruno Mars","MARK RONSON",1504
"Lil Bit","K CAMP",1466
"One Time","MIGOS",1232
"Private Show f/Chris Brown","T.I.",1217
"That's My S**t","THE-DREAM",1112
"Apparently","J. COLE",1107
"Mind Right","TK N CASH",1035
"I Don't Get Tired (#IDGT)","KEVIN GATES",1009
"Classic Man","JIDENNA",868
"It's Not My Fault f/T.I.","ANTHONY LEWIS",867
"CoCo","O.T. GENASIS",831
"Flicka Da Wrist","CHEDDA DA CONNECT",828
"Somebody Else","RICO LOVE",805
"Tell Em f/Young Thug & RH Quan","RICH GANG",798
"Planes f/J. Cole","JEREMIH",695
"Bitch Better Have My Money","RIHANNA",682
"Flex","RICH HOMIE QUAN",611
"Good Enough f/Jussie Smollett","EMPIRE CAST",594
"King Kunta","KENDRICK LAMAR",557
"Peaches & Cream","SNOOP DOGG",542
"Monster","MEEK MILL",536
"You Changed Me f/Chris Brown","JAMIE FOXX",533
"Preach","YOUNG DOLPH",513
"Doo Doo","TROY AVE",492
"Every Moment","JODECI",456
"Somebody f/Jeremih","NATALIE LA ROSE",427
"Love 'Em All","K. MICHELLE",418
"Energy","DRAKE",399
"Dumb S**t","TYRESE",384
"Wet Dreamz","J. COLE",376
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",376
