"Title","Artist","Spins"
"Adorn","MIGUEL",3746
"No Lie f/Drake","2 CHAINZ",3526
"Turn On The Lights","FUTURE",3344
"Enough Of No Love f/...","KEYSHIA COLE",3090
"Pop That f/Rick Ross","FRENCH MONTANA",3020
"Amen f/Drake & Jerem...","MEEK MILL",2934
"Lemme See f/Rick Ros...","USHER",2837
"Put It Down f/Chris ...","BRANDY",2611
"Bag Of Money f/Rick ...","WALE",2528
"Mercy f/Big Sean/Pus...","KANYE WEST",2405
"Dive In","TREY SONGZ",2297
"Dance For You","BEYONCE",2269
"I Don't Like f/Lil R...","CHIEF KEEF",1807
"2 Reasons /T.I.","TREY SONGZ",1728
"Birthday Song f/Kany...","2 CHAINZ",1629
"Work Hard, Play Hard","WIZ KHALIFA",1497
"Lazy Love","NE-YO",1480
"Let's Talk f/Rick Ro...","OMARION",1339
"Thinking About You","FRANK OCEAN",1246
"Bands A Make Her Dan...","JUICY J",1244
"I Wish You Would","DJ KHALED",1242
"Touch 'N You f/Usher","RICK ROSS",943
"Mirror f/Lil Wayne","BOBBY V",901
"Ice f/Lil Wayne","KELLY ROWLAND",879
"Do It f/K-Camp","MYKKO MONTANA",816
"Dope Chick f/Pusha T","THE-DREAM",766
"Swimming Pools (Dran...","KENDRICK LAMAR",750
"Go Get It","T.I.",746
"Diced Pineapples f/D...","RICK ROSS",716
"New Day f/Dr.Dre & A...","50 CENT",689
"Don't Judge Me","CHRIS BROWN",641
"My Moment f/2 Chainz","DJ DRAMA",635
"I Don't Care","ELLE VARNER",629
"In And Out","MARCUS CANTY",616
"Beez In The Trap f/2...","NICKI MINAJ",606
"Dive","USHER",592
"Big Booty","CA$H OUT",577
"Val Venis","KING L",562
"Triumphant (Get 'Em)...","MARIAH CAREY",561
"Enough Said","AALIYAH/DRAKE",559
"Till I Die f/Wiz Kha...","CHRIS BROWN",542
"My Homies Still f/Bi...","LIL WAYNE",520
"Clique f/Big Sean & ...","KANYE WEST",503
"I Am Your Leader f/C...","NICKI MINAJ",403
"You Come First","JACOB LATIMORE",368
"I Love Girls f/Tyga","PLEASURE P",305
"Girl On Fire","ALICIA KEYS",270
"New God Flow","PUSHA T & KANYE WEST",244
"B*Word Bad","LUPE FIASCO",230
"Back It Up","$AUCE",229
