"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4371,"-1",-181,"-40",30.796,"+0.111",23,1,4552,741,31.983
2,"=","MIGUEL Sure Thing",3803,"-16",-477,"-25",26.876,"-0.017",23,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3256,"+34",-105,"-25",20.872,"+0.749",23,3,3373,461,20.872
4,"=","CHRIS BROWN She Ain't You",2930,"+57",162,"+13",21.026,"+0.295",23,4,2930,278,21.026
5,"=","CHRIS BROWN Look At Me Now",2865,"-3",-323,"+60",21.59,"-0.145",23,2,3494,0,26.238
6,"=","MARSHA AMBROSIUS Far Away",2771,"+44",-16,"+22",17.312,"+0.340",23,5,2812,287,17.769
7,"=","YC Racks f/Future",2517,"-31",-287,"+45",14.199,"-0.303",23,4,3411,104,19.707
8,"=","ACE HOOD Hustle Hard",2375,"+30",-85,"+41",13.853,"+0.137",23,8,2503,97,14.627
9,"=","NICKI MINAJ Did It On'em",2085,"-30",-360,"-12",10.506,"-0.198",23,5,3129,0,17.338
10,"=","LLOYD Cupid",2036,"+25",28,"+7",11.626,"+0.186",23,10,2036,195,11.626
11,"=","KANYE WEST All Of The Lights",1949,"-35",-341,"+26",14.65,"-0.193",23,7,2818,0,21.956
12,"=","JAMIE FOXX Best Night Of My Life",1896,"+28",102,"+11",11.255,"+0.324",23,12,1896,311,11.255
13,"+2","DJ KHALED I'm On One f/Drake, Rick Ross",1809,"+112",680,"+9",14.914,"+0.675",17,13,1809,740,14.914
14,"-1","DIDDY-DIRTY MONEY Your Love f/Trey Songz",1783,"-82",-244,"-75",7.892,"-0.389",23,12,2053,94,9.345
15,"-1","WIZ KHALIFA Roll Up",1755,"-42",-470,"+17",9.22,"-0.209",23,6,3062,0,16.439
16,"=","KERI HILSON One Night Stand",1663,"-18",-112,"-66",8.631,"-0.318",23,15,1779,229,9.417
17,"=","BEYONCE Run The World (Girls)",1558,"-26",-124,"-22",7.209,"-0.250",23,16,1686,271,9.235
18,"=","TREY SONGZ Unusual f/Drake",1521,"+17",70,"-28",11.936,"+0.100",23,18,1521,477,11.936
19,"=","LIL WAYNE John f/Rick Ross",1464,"-16",-203,"+2",9.111,"-0.070",23,14,1723,37,10.408
20,"=","MARY J. BLIGE Someone To Love Me (Naked)",1420,"-2",61,"-25",6.766,"-0.101",23,20,1422,100,7.848
21,"=","TREY SONGZ Love Faces",1211,"-4",-341,"+41",8.247,"+0.120",23,13,2055,0,12.452
22,"=","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",1162,"-20",-33,"-17",7.701,"-0.265",23,20,1513,10,9.225
23,"=","TRAVIS PORTER Bring It Back",1113,"-11",-38,"-7",6.635,"-0.085",23,22,1288,0,7.626
24,"=","YOUNG JEEZY Ballin f/Lil Wayne",1103,"+9",73,"-6",6.663,"-0.030",23,24,1118,359,6.693
25,"=","MEEK MILL/RICK ROSS Tupac Back",1049,"+39",28,"+25",5.893,"+0.180",23,25,1063,380,5.917
26,"=","K. MICHELLE How Many Times",943,"-15",-87,"-19",4.224,"-0.144",23,24,1030,106,4.983
27,"=","LUPE FIASCO Out Of My Head f/Trey Songz",942,"+25",81,"+21",7.561,"+0.051",23,27,942,205,7.929
28,"+1","RIHANNA Man Down",906,"+20",11,"+31",5.488,"+0.190",23,28,907,421,5.714
29,"-1","RICK ROSS 9 Piece f/Lil Wayne",896,"+5",1,"+13",5.697,"+0.063",23,27,903,297,5.697
30,"=","K' LA All Your Love",861,"+1",-67,"+28",3.376,"-0.028",23,27,955,157,3.67
31,"=","ROCKO Goin Steady",791,"-12",-23,"-16",3.651,"-0.110",23,26,932,0,3.761
32,"=","YO GOTTI We Can Get It On",780,"+17",-9,"+9",3.775,"+0.025",23,28,795,65,4.39
33,"=","SNOOP DOGG Platinum f/R. Kelly",705,"-12",-39,"-23",2.718,"-0.159",23,31,799,112,3.192
34,"=","GORILLA ZOE Twisted f/Lil Jon",687,"-6",13,"+11",2.333,"-0.056",23,34,712,129,2.596
35,"+1","WIZ KHALIFA On My Level f/Too Short",676,"+54",356,"+5",3.089,"+0.219",9,35,676,356,3.089
36,"-1","LLOYD BANKS I Don't Deserve You f/Jeremi...",644,"-42",-300,"-24",4.316,"-0.257",23,25,993,49,6.428
37,"=","BIRDMAN I Get Money f/Lil Wayne",594,"+10",-18,"+19",2.452,"+0.040",23,33,695,186,2.799
38,"=","BIG K.R.I.T. Country Sh**",540,"+6",-49,"-16",2.086,"+0.125",19,37,589,277,2.086
39,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",496,"+4",104,"+2",3.783,"+0.035",23,39,496,104,3.783
40,"=","KIRKO BANGZ What Yo Name Iz",441,"+10",6,"+29",3.427,"+0.117",23,39,580,10,3.768
41,"=","SEAN GARRETT In Da Box f/Rick Ross",438,"+25",161,"+5",2.23,"+0.117",10,41,438,176,2.23
42,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",409,"-4",-18,"+2",1.115,"-0.020",23,40,442,38,1.57
43,"=","MARY MARY Walking",399,"-7",-29,"+0",1.98,"-0.032",23,31,689,0,2.939
44,"=","MELANIE FIONA Gone And Never Coming Back",388,"+3",-125,"+14",1.772,"+0.004",23,37,629,0,2.553
45,"=","FRANK OCEAN Novacane",379,"+2",17,"-4",3.858,"-0.198",15,44,382,148,4.297
46,"=","JENNIFER HUDSON No One Gonna Love You",295,"+31",159,"+9",1.686,"+0.097",3,46,295,159,1.686
47,"=","ESTELLE Break My Heart f/Rick Ross",270,"+9",18,"-6",2.108,"+0.148",9,47,270,86,2.108
48,"+2","T-PAIN Booty Wurk (One Cheek At A...",253,"+33",2,"+26",2.058,"+0.275",8,46,279,104,2.058
49,"-1","KIRK FRANKLIN I Smile",251,"-5",-15,"-15",1.486,"-0.030",18,46,267,42,1.749
50,"--","JILL SCOTT So In Love f/Anthony Hamilton",238,"--",32,"--",1.667,"--",2,50,238,32,1.667
