"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4641,"-12",91,"-16",34.193,"+0.049",37,1,4671,741,34.283
2,"=","MIGUEL Sure Thing",3975,"-72",-131,"-89",29.557,"-0.306",37,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3706,"+16",203,"+24",23.619,"+0.354",37,3,3706,461,24.154
4,"=","CHRIS BROWN She Ain't You",3595,"+22",171,"+0",24.917,"+0.177",37,4,3595,630,24.917
5,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3356,"+58",588,"-79",23.898,"+0.246",31,5,3356,989,23.898
6,"=","MARSHA AMBROSIUS Far Away",2968,"+3",-45,"+51",18.252,"-0.167",37,5,3066,397,19.884
7,"=","CHRIS BROWN Look At Me Now",2362,"-150",-424,"-131",18.887,"-1.037",37,2,3494,0,26.238
8,"=","LLOYD Cupid",2327,"+54",206,"+71",13.046,"+0.021",37,8,2327,206,13.046
9,"+1","TREY SONGZ Unusual f/Drake",2232,"+37",280,"-12",15.65,"+0.123",37,9,2232,477,15.65
10,"-1","ACE HOOD Hustle Hard",2208,"-36",-65,"+19",13.615,"-0.316",37,7,2503,97,14.627
11,"=","JAMIE FOXX Best Night Of My Life",2034,"-38",-40,"-58",11.594,"-0.341",37,10,2117,311,12.458
12,"=","YC Racks f/Future",1972,"-54",-200,"-37",10.148,"-0.314",37,4,3411,104,19.707
13,"+1","KERI HILSON One Night Stand",1715,"+0",-27,"+8",10.427,"+0.105",37,13,1779,229,10.427
14,"-1","KANYE WEST All Of The Lights",1714,"-19",-171,"+31",13.653,"-0.187",37,7,2818,0,21.956
15,"=","NICKI MINAJ Did It On'em",1640,"-47",-279,"+31",8.092,"-0.202",37,5,3129,0,17.338
16,"+1","LIL WAYNE How To Love",1629,"+93",690,"-37",11.334,"+0.493",14,16,1629,778,11.334
17,"-1","YOUNG JEEZY Ballin f/Lil Wayne",1613,"+31",317,"-10",8.423,"+0.136",37,16,1613,359,8.423
18,"=","RIHANNA Man Down",1407,"+45",275,"+17",9.267,"+0.402",37,18,1407,421,9.267
19,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1348,"+12",172,"-11",9.899,"+0.145",37,18,1348,246,9.899
20,"=","MARY J. BLIGE Someone To Love Me (Naked)",1262,"-28",-117,"-14",5.931,"-0.272",37,17,1422,100,7.848
21,"+1","MEEK MILL/RICK ROSS Tupac Back",1164,"+6",5,"-15",5.894,"+0.154",37,21,1185,380,5.962
22,"-1","WIZ KHALIFA Roll Up",1132,"-61",-372,"-20",6.533,"-0.452",37,6,3062,0,16.439
23,"+1","WIZ KHALIFA On My Level f/Too Short",1051,"+17",158,"+4",4.906,"-0.026",23,23,1051,356,4.932
24,"-1","LIL WAYNE John f/Rick Ross",1011,"-25",-233,"+34",7.033,"-0.265",37,14,1723,37,10.408
25,"=","TRAVIS PORTER Bring It Back",984,"-3",-113,"+15",5.485,"+0.041",37,22,1288,9,7.626
26,"=","RICK ROSS 9 Piece f/Lil Wayne",940,"-21",32,"-47",5.038,"-0.097",37,26,961,297,5.697
27,"=","YO GOTTI We Can Get It On",918,"+7",71,"+10",4.719,"+0.062",37,27,918,99,4.719
28,"=","BEYONCE Best Thing I Never Had",912,"+23",368,"-50",4.986,"-0.052",12,28,912,481,5.038
29,"+2","T-PAIN Booty Wurk (One Cheek At A...",813,"+21",315,"-22",5.172,"+0.035",22,29,813,373,5.172
30,"=","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",785,"-11",-121,"+2",5.266,"-0.025",37,20,1513,10,9.225
31,"-2","DIDDY-DIRTY MONEY Your Love f/Trey Songz",785,"-35",-500,"+28",3.753,"-0.123",37,12,2053,94,9.345
32,"+1","FRANK OCEAN Novacane",746,"+24",232,"-4",5.186,"+0.044",29,32,746,236,5.186
33,"+1","BIG K.R.I.T. Country Sh**",723,"+7",75,"-4",2.374,"-0.008",33,33,723,277,2.427
34,"-2","BEYONCE Run The World (Girls)",722,"-37",-433,"+40",2.783,"-0.142",37,16,1686,271,9.235
35,"=","JENNIFER HUDSON No One Gonna Love You",682,"+7",130,"-22",3.112,"+0.026",17,35,682,271,3.112
36,"+2","NICKI MINAJ Super Bass",641,"+41",261,"-15",5.337,"+0.509",8,36,641,318,5.337
37,"=","SEAN GARRETT In Da Box f/Rick Ross",618,"+16",80,"+11",2.447,"+0.006",24,37,618,176,2.507
38,"-2","K' LA All Your Love",616,"-31",-213,"-3",2.55,"-0.103",37,27,955,157,3.67
39,"=","BIRDMAN I Get Money f/Lil Wayne",565,"-6",-40,"-6",2.458,"+0.057",37,33,695,186,2.799
40,"=","SNOOP DOGG Platinum f/R. Kelly",544,"-20",-136,"+11",1.91,"-0.048",37,31,799,112,3.192
41,"=","K. MICHELLE How Many Times",508,"-51",-334,"-32",2.383,"-0.160",37,24,1030,106,4.983
42,"+1","LLOYD BANKS I Don't Deserve You f/Jeremi...",466,"-9",-114,"+9",3.55,"-0.092",37,25,993,49,6.428
43,"-1","GORILLA ZOE Twisted f/Lil Jon",465,"-31",-110,"-24",1.604,"-0.111",37,34,712,129,2.596
44,"+1","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",446,"+12",28,"+20",2.905,"-0.116",37,39,503,104,3.879
45,"-1","ROCKO Goin Steady",420,"-26",-194,"-5",2.007,"-0.087",37,26,932,0,3.761
46,"=","BOBBY V Grab Somebody f/Twista",419,"+8",20,"-13",2.152,"+0.054",11,45,419,216,2.16
47,"=","ESTELLE Break My Heart f/Rick Ross",417,"+26",74,"+24",2.769,"+0.155",23,47,417,86,2.81
48,"=","JILL SCOTT So In Love f/Anthony Hamilton",326,"+2",-5,"-1",2.351,"+0.000",14,48,337,119,2.476
49,"+1","MIGUEL Quickie",314,"+54",233,"+40",1.607,"+0.286",2,49,314,233,1.607
50,"--","ACE HOOD Go & Get It",272,"--",78,"--",1.592,"--",1,50,272,78,1.592
