"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DRAKE The Motto f/Lil Wayne",3908,38,306,14,29.022,0.345,83,"22",1,3908,755,29.022
2,"=","CHRIS BROWN Strip f/Kevin McCall",3629,10,378,-56,24.535,0.257,80,"66",2,3629,434,24.535
3,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",3441,-53,-251,-60,19.959,-0.231,89,"277",1,3789,635,22.939
4,"=","TYGA Rack City",3364,46,176,76,20.428,0.468,75,"16",4,3364,726,20.428
5,"=","WALE Lotus Flower Bomb f/Miguel",3250,-49,-197,-18,23.516,-0.164,133,"233",1,4405,550,29.754
6,"=","DRAKE Make Me Proud f/Nicki Minaj",3189,-14,-239,50,23.729,-0.037,122,"92",1,4265,505,28.828
7,"=","MELANIE FIONA 4 AM",2669,37,143,66,13.831,0.122,175,"212",7,2669,533,14.526
8,"=","BEYONCE Love On Top",2506,39,287,-1,17.233,0.296,45,"--",8,2506,553,17.233
9,"=","MARY J. BLIGE Mr. Wrong",2391,12,87,-6,13.18,0.06,105,"--",9,2391,307,13.18
10,"=","J. COLE Can't Get Enough f/Trey Songz",2293,-31,-400,45,15.578,0.132,115,"--",4,3048,459,19.366
11,"+1","DIGGY Do It Like You f/Jeremih",2197,54,128,61,12.844,0.394,96,"252",11,2197,351,13.314
12,"-1","TREY SONGZ Sex Ain't Better Than Love",2141,-12,130,-28,15.197,-0.012,44,"513",11,2153,469,15.209
13,"=","RIHANNA Talk That Talk f/Jay-Z",2066,5,123,-5,12.61,-0.218,38,"108",13,2066,549,12.828
14,"=","BEYONCE Countdown",1893,-54,-315,-14,11.031,-0.01,130,"380",9,2476,505,15.947
15,"=","JAY Z & KANYE WEST Gotta Have It",1891,-36,-316,-13,11.518,0.018,80,"123",11,2245,497,13.57
16,"=","RICK ROSS You The Boss f/Nicki Minaj",1819,-29,-284,64,11.498,-0.284,135,"373",3,3659,534,22.449
17,"=","KIRKO BANGZ Drank In My Cup",1772,40,219,31,11.085,0.45,141,"149",17,1772,219,11.085
18,"=","BIG SEAN Dance (A$$)",1710,28,-147,119,12.396,0.288,146,"72",2,3855,477,25.691
19,"=","FUTURE Magic f/T.I.",1626,58,210,59,7.803,0.304,39,"203",19,1626,343,7.803
