"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4585,18,87,-91,33.734,0.149,32,1,4588,741,33.734
2,"=","MIGUEL Sure Thing",4094,-10,151,-111,29.621,-0.15,32,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3543,62,138,-47,23.195,0.133,32,3,3543,461,24.154
4,"=","CHRIS BROWN She Ain't You",3449,4,283,-151,23.891,0.14,32,4,3449,630,23.91
5,"=","MARSHA AMBROSIUS Far Away",3031,14,128,-99,19.144,-0.014,32,5,3066,397,19.884
6,"=","DJ KHALED I'm On One f/Drake, Rick Ross",2973,53,873,-116,21.433,0.376,26,6,2973,989,21.433
7,"=","CHRIS BROWN Look At Me Now",2748,-30,-102,-51,21.298,-0.065,32,2,3494,0,26.238
8,"=","ACE HOOD Hustle Hard",2278,-12,-140,-63,13.692,-0.24,32,7,2503,97,14.627
9,"+1","LLOYD Cupid",2149,34,41,-28,12.548,0.077,32,9,2149,195,12.674
10,"-1","YC Racks f/Future",2100,-24,-326,24,10.702,-0.101,32,4,3411,104,19.707
11,"=","JAMIE FOXX Best Night Of My Life",2094,25,123,-19,12.36,0.177,32,11,2094,311,12.36
12,"=","TREY SONGZ Unusual f/Drake",2047,39,361,-72,14.989,0.386,32,12,2047,477,14.989
13,"+1","KANYE WEST All Of The Lights",1836,-14,-141,-28,14.418,0.017,32,7,2818,0,21.956
14,"-1","NICKI MINAJ Did It On'em",1832,-42,-241,-41,9.26,-0.288,32,5,3129,0,17.338
15,"=","KERI HILSON One Night Stand",1748,8,45,-30,9.815,0.205,32,14,1779,229,9.815
16,"+2","YOUNG JEEZY Ballin f/Lil Wayne",1409,73,256,46,7.87,0.408,32,16,1409,359,7.87
17,"-1","WIZ KHALIFA Roll Up",1408,-60,-276,-42,8.139,-0.461,32,6,3062,0,16.439
18,"-1","MARY J. BLIGE Someone To Love Me (Naked)",1374,4,-45,-2,6.738,-0.087,32,17,1422,100,7.848
19,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",1243,32,226,-20,8.552,0.349,32,19,1243,246,8.552
20,"+3","RIHANNA Man Down",1209,40,238,-9,7.906,0.318,32,20,1209,421,7.906
21,"+1","MEEK MILL/RICK ROSS Tupac Back",1180,-5,111,-6,5.759,0.027,32,21,1185,380,5.962
22,"-3","LIL WAYNE John f/Rick Ross",1177,-55,-269,-39,7.946,-0.303,32,14,1723,37,10.408
23,"+3","LIL WAYNE How To Love",1160,103,774,-4,9.034,0.605,9,23,1160,778,9.034
24,"-3","DIDDY-DIRTY MONEY Your Love f/Trey Songz",1123,-69,-546,-14,4.895,-0.367,32,12,2053,94,9.345
25,"-1","TRAVIS PORTER Bring It Back",1076,-31,-41,-50,6.097,-0.182,32,22,1288,9,7.626
26,"-1","BEYONCE Run The World (Girls)",1021,-59,-450,-15,3.892,-0.341,32,16,1686,271,9.235
27,"=","RICK ROSS 9 Piece f/Lil Wayne",935,11,52,5,5.047,0.02,32,27,935,297,5.697
28,"=","WIZ KHALIFA On My Level f/Too Short",906,14,119,-54,4.572,-0.052,18,28,906,356,4.676
29,"=","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",879,-9,-215,59,5.654,-0.018,32,20,1513,10,9.225
30,"=","YO GOTTI We Can Get It On",867,9,52,-23,4.321,-0.047,32,28,867,99,4.39
31,"=","K. MICHELLE How Many Times",783,-41,-159,-62,3.438,-0.177,32,24,1030,106,4.983
32,"=","K' LA All Your Love",766,-43,-118,-78,3.101,-0.164,32,27,955,157,3.67
33,"+1","BIG K.R.I.T. Country Sh**",663,9,81,-18,2.36,-0.014,28,33,663,277,2.396
34,"+2","BEYONCE Best Thing I Never Had",661,59,464,-11,4.26,0.402,7,34,661,475,4.26
35,"-2","SNOOP DOGG Platinum f/R. Kelly",640,-24,-108,-69,2.103,-0.089,32,31,799,112,3.192
36,"+6","T-PAIN Booty Wurk (One Cheek At A...",615,73,318,44,4.367,0.429,17,36,615,318,4.367
37,"+1","JENNIFER HUDSON No One Gonna Love You",601,21,224,-38,2.585,0.05,12,37,601,271,2.585
38,"-3","BIRDMAN I Get Money f/Lil Wayne",592,-18,-12,-41,2.426,-0.053,32,33,695,186,2.799
39,"+2","FRANK OCEAN Novacane",590,33,181,1,4.894,0.065,24,39,590,181,4.894
