"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","WALE Lotus Flower Bomb f/Miguel",4236,-23,-24,-15,29.614,-0.041,93,"82",1,4405,550,29.754
2,"+1","DRAKE Make Me Proud f/Nicki Minaj",3806,57,485,32,27.013,0.167,82,"44",2,3806,505,27.013
3,"-1","BIG SEAN Dance (A$$)",3763,-30,100,7,24.882,-0.265,106,"21",2,3855,477,25.691
4,"=","RICK ROSS You The Boss f/Nicki Minaj",3459,60,415,68,21.099,0.401,95,"129",4,3459,534,21.099
5,"=","BEYONCE Party f/Kanye & Andre",3279,4,-126,44,23.261,-0.048,138,"839",1,4426,708,28.224
6,"=","JAY Z & KANYE WEST N***** In Paris",3128,-91,-186,-73,24.227,-0.644,136,"9",1,4191,624,29.189
7,"=","J. COLE Can't Get Enough f/Trey Songz",2765,66,327,51,17.693,0.089,75,"--",7,2765,459,17.93
8,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",2646,-3,315,-52,17.622,0.117,49,"171",8,2649,635,17.622
9,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2417,-96,-339,-77,12.539,-0.357,110,"28",4,3130,442,16.639
10,"=","LIL WAYNE She Will f/Drake",2286,-35,-78,4,15.087,-0.134,152,"114",1,4043,954,29.033
11,"=","WALE That Way f/Jeremih & Rick Ross",2102,-35,11,-15,16.807,-0.286,205,"--",3,3726,421,25.014
12,"+1","BEYONCE Countdown",1991,69,461,39,13.799,0.421,90,"188",12,1991,461,13.799
13,"-1","DRAKE Headlines",1959,-61,-290,-52,14.53,-0.338,159,"35",1,3923,686,27.599
14,"=","WAKA FLOCKA FLAME Round Of Applause f/Dr...",1902,18,159,8,11.899,0.404,85,"189",13,1902,306,11.899
15,"+1","JAY Z & KANYE WEST Gotta Have It",1832,82,348,75,12.089,0.379,40,"155",15,1832,497,12.089
16,"-1","CHRIS BROWN Strip f/Kevin McCall",1812,46,397,12,11.891,0.269,40,"53",15,1812,397,11.891
17,"=","MARY J. BLIGE Mr. Wrong",1658,29,248,31,8.509,0.175,65,"--",15,1658,307,8.509
18,"=","MELANIE FIONA 4 AM",1568,44,187,32,8.476,0.38,135,"335",17,1568,209,8.476
19,"=","DIGGY Do It Like You f/Jeremih",1526,3,197,4,9.422,-0.073,56,"209",18,1526,351,9.555
20,"+1","DRAKE The Motto f/Lil Wayne",1451,57,475,2,11.846,0.433,43,"11",20,1451,475,11.846
21,"-1","ACE HOOD Body 2 Body f/Chris Brown",1380,-71,-237,-47,10.745,-0.358,178,"--",6,2648,389,19.475
22,"=","TYGA Rack City",1369,74,397,42,8.217,0.201,35,"2",22,1369,397,8.217
23,"=","MONICA Until It's Gone",1290,19,94,41,5.358,0.058,97,"--",15,1566,276,7.91
24,"=","KIRKO BANGZ Drank In My Cup",1142,11,49,-5,6.282,0.187,101,"214",23,1171,196,6.282
25,"=","ROBIN THICKE Pretty Lil' Heart f/Lil Way...",961,10,58,-2,4.751,0.149,44,"467",25,961,272,4.751
26,"+1","B.O.B Strange Clouds f/Lil Wayne",879,-26,-32,-28,3.409,-0.054,71,"31",26,947,175,3.882
27,"-1","ELLE VARNER Only Wannna Give It To You",867,-71,-294,-58,4.439,-0.303,118,"--",14,1929,293,10.186
28,"=","MIGUEL Girls Like You",802,23,160,7,3.661,0.109,59,"--",28,802,188,3.661
29,"=","FUTURE Go Harder",758,7,79,-5,1.9,0.018,38,"--",28,761,242,1.942
30,"+1","MINDLESS BEHAVIOR Girls Talkin Bout",633,16,40,28,2.874,0.092,54,"--",30,651,197,2.874
31,"-1","MEEK MILL House Party f/Young Chris",626,-5,3,-14,4.192,-0.134,69,"291",30,665,188,4.722
32,"+1","CJ HILTON Cold Summer",586,-4,-7,-11,2.233,-0.072,61,"--",32,599,120,2.56
33,"-1","RED CAFE Fly Together f/Rick Ross",564,-45,-293,-35,2.253,-0.199,120,"--",23,1177,259,5.235
34,"=","ROSCOE DASH Good Good Night",556,-21,-158,2,2.327,-0.115,114,"526",26,1000,207,4.717
35,"=","T.I. I'm Flexin f/Big K.R.I.T.",531,-27,-174,-16,1.657,-0.123,99,"--",19,1327,420,7.072
36,"+1","ESTELLE Thank You",506,-1,10,-1,2.746,-0.074,78,"--",36,634,84,3.017
37,"-1","BIRDMAN Y.U. Mad f/Nicki Minaj",500,-26,-170,-10,1.387,-0.037,113,"202",19,1229,386,4.66
38,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",432,5,121,-6,1.376,0.053,47,"5",38,432,127,1.376
39,"+2","BEYONCE Love On Top",428,45,157,39,3.618,0.409,5,"--",39,428,157,3.618
40,"-2","PROBLEM Last Love",420,-17,-34,-2,1.115,-0.036,63,"--",33,678,176,2.047
41,"+4","TREY SONGZ Sex Ain't Better Than Love",392,31,248,-1,3.615,0.203,4,"--",41,392,249,3.615
42,"-2","MAINO That Could Be Us",375,-9,32,-16,1.525,-0.138,33,"--",40,384,75,2.183
43,"+3","FAT JOE Another Round f/Chris Brown",369,12,52,17,2.623,0.221,13,"229",43,371,67,2.623
44,"-2","BUSTA RHYMES Why Stop Now f/Chris Brown",369,-11,20,-23,1.317,0.013,25,"--",41,396,173,1.619
45,"+2","FRENCH MONTANA Shot Caller",365,20,78,16,2.867,0.151,9,"--",45,365,78,2.867
46,"-2","BEI MAEJOR Trouble f/J. Cole",342,-25,-161,-25,2.13,-0.106,128,"451",18,1414,205,6.843
47,"-4","JACOB LATIMORE Like 'Em All f/Issa",339,-30,-143,-23,1.172,-0.122,107,"--",29,841,242,3.635
48,"=","LIL WAYNE Mirror f/Bruno Mars",329,0,23,-5,1.781,0.004,60,"111",44,447,293,1.781
49,"=","TYRESE Stay",320,-2,20,-10,2.29,-0.068,19,"--",46,322,39,2.506
50,"=","MATEO Say It's So",298,-1,-5,2,0.958,-0.012,25,"--",46,324,47,1.132
