"Title","Artist","Spins"
"Flawless","BEYONCE",4187
"New Flame f/Rick Ross","CHRIS BROWN",4170
"Lifestyle f/Young Thug","RICH GANG",3818
"Hold You Down f/C. Brown...","DJ KHALED",3563
"Hot Boy","BOBBY SHMURDA",3418
"Don't Tell 'Em f/YG","JEREMIH",3377
"0 To 100/The Catch Up","DRAKE",3312
"About The Money f/Young Thug","T.I.",2924
"Studio","SCHOOLBOY Q",2796
"Handsome And Wealthy","MIGOS",2646
"i","KENDRICK LAMAR",2449
"Tuesday f/Drake","I LOVE MAKONNEN",2240
"Made Me","SNOOTIE WILD",2163
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",2021
"Rich f/August Alsina","KIRKO BANGZ",1967
"Errrbody","YO GOTTI",1798
"Latch f/Sam Smith","DISCLOSURE",1773
"Anaconda","NICKI MINAJ",1603
"No Love","AUGUST ALSINA",1461
"Maybe f/Pusha T & Yo Gotti","TEYANA TAYLOR",1378
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",1305
"No Type","RAE SREMMURD",1231
"Don't Panic","FRENCH MONTANA",1193
"The Body f/Jeremih","WALE",1072
"Whole Damn Year","MARY J. BLIGE",1047
"Seen It All f/Jay Z","JEEZY",991
"No Flex Zone","RAE SREMMURD",986
"That's Me Right There","JASMINE V",980
"I Don't F**k With You f/E-40","BIG SEAN",916
"Low f/Nicki Minaj, Lil Bibby","JUICY J",907
"She Knows f/Juicy J","NE-YO",889
"Blessing","K CAMP",799
"No Mediocre f/Iggy Azalea","T.I.",789
"Body Language f/Usher/Tinashe","KID INK",701
"Let's Get It","CA$H OUT F/WIZ, TY DOLLA $IGN",649
"Party Ain't A Party f/2Chainz","JAMIE FOXX",621
"Stay With Me","SAM SMITH",592
"Awwsome","SHY GLIZZY",552
"You & I (Nobody In The World)","JOHN LEGEND",539
"Pretend f/A$AP Rocky","TINASHE",523
"Everywhere We Go f/K Camp","A-1 THE SUPERGROUP",511
"Let Me Know f/Future","TAMAR BRAXTON",493
"All I Need Is You","LECRAE",471
"The Pressure","JHENE AIKO",470
"Blah Blah Blah","RICH HOMIE QUAN",460
"Keep Doin' That (Rich Chick)","RICK ROSS F/R. KELLY",440
"Try Me","DEJ LOAF",435
"Love Em All","K. MICHELLE",412
"Computers f/Bobby Shmurda","ROWDY REBEL",401
"My Main f/Ty Dolla $ign","MILA J",399
