"Title","Artist","Spins"
"Pour It Up","RIHANNA",4101
"F**kin Problems f/Drak...","A$AP ROCKY",3987
"Poetic Justice f/Drake","KENDRICK LAMAR",3515
"All Gold Everything","TRINIDAD JAMES",3491
"Neva End f/Kelly Rowla...","FUTURE",3199
"Love Me f/Drake & Futu...","LIL WAYNE",2603
"Ball f/Lil Wayne","T.I.",2569
"Wicked Games","THE WEEKND",2563
"I'm Different","2 CHAINZ",2486
"Trust And Believe","KEYSHIA COLE",2182
"Remember You f/The Wee...","WIZ KHALIFA",2031
"Loveeeeeee Song f/Futu...","RIHANNA",1881
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",1818
"RIP f/2 Chainz","YOUNG JEEZY",1662
"Love And War","TAMAR BRAXTON",1564
"Brand New Me","ALICIA KEYS",1483
"Still In This B**ch f/...","B.O.B",1471
"Started From The Botto...","DRAKE",1437
"Fumble","TREY SONGZ",1401
"M.I.A. f/Wale","OMARION",1077
"Bad f/Tiara Thomas","WALE",1026
"Diamonds","RIHANNA",938
"Check","YO GOTTI",922
"Kisses Down Low","KELLY ROWLAND",891
"I Like It","SEVYN STREETER",890
"She Don't Put It Down ...","JOE BUDDEN",869
"Bugatti f/Future & Ric...","ACE HOOD",864
"Guap","BIG SEAN",830
"Another One f/Future","SLICE9",814
"Better Be Good","RAVAUGHN",726
"Do You","MIGUEL",697
"Make A Little Room","JARVIS",665
"Love Sosa","CHIEF KEEF",662
"Show Out f/Young Jeezy","JUICY J",610
"Dope f/Rick Ross","TYGA",567
"Used By You","MARCUS CANTY",554
"Freedom","NICKI MINAJ",554
"Ready f/Chris Brown","FABOLOUS",515
"Karate Chop f/Casino","FUTURE",509
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LEWI...",496
"Keep It Trill","KIRKO BANGZ",495
"Nachos","ROCKO",481
"Yellow Tape f/Lil Wayn...","FAT JOE",469
"Keep Her On The Low","MINDLESS BEHAVIOR",437
"Hello Love","T.RONE",401
"Leggo f/2 Chainz","B. SMYTH",364
"So Many Girls f/Wale, ...","DJ DRAMA",341
"Exclusive f/B.O.B.","CA$H OUT",291
"I Got That f/Meek Mill","KAYLA BRIANNA",260
"Power Trip f/Miguel","J. COLE",253
