"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4440,-32,-107,-23,31.406,-0.145,48,1,4671,741,34.283
2,"=","DJ KHALED I'm On One f/Drake, Rick Ross",4089,45,449,-39,28.421,0.178,42,2,4089,989,28.421
3,"=","BIG SEAN My Last f/Chris Brown",3843,-22,60,-39,25.8,-0.223,48,2,3871,461,26.108
4,"=","MIGUEL Sure Thing",3736,17,-68,69,27.511,0.333,48,1,4364,460,30.251
5,"=","CHRIS BROWN She Ain't You",3680,-22,23,-24,24.918,-0.135,48,4,3702,630,25.447
6,"+1","LIL WAYNE How To Love",2908,102,822,-56,19.204,0.338,25,6,2908,891,19.204
7,"-1","MARSHA AMBROSIUS Far Away",2749,-78,-177,-96,16.649,-0.406,48,5,3066,397,19.884
8,"=","LLOYD Cupid",2693,-1,184,-57,14.591,-0.205,48,7,2694,335,14.796
9,"=","TREY SONGZ Unusual f/Drake",2659,44,274,-9,18.681,0.114,48,8,2659,477,18.754
10,"+2","YOUNG JEEZY Ballin f/Lil Wayne",1940,43,256,19,9.706,0.023,48,10,1940,359,9.826
11,"+2","RIHANNA Man Down",1931,60,339,20,13.914,0.521,48,11,1931,421,13.914
12,"-1","CHRIS BROWN Look At Me Now",1887,-23,-108,55,15.31,-0.081,48,2,3494,0,26.238
13,"-3","JAMIE FOXX Best Night Of My Life",1876,-65,-190,-75,11.487,-0.35,48,10,2117,311,12.458
14,"=","ACE HOOD Hustle Hard",1782,-36,-228,6,10.713,-0.179,48,7,2503,97,14.627
15,"+2","LUPE FIASCO Out Of My Head f/Trey Songz",1591,36,263,30,12.678,0.21,48,15,1591,263,12.678
16,"-1","KERI HILSON One Night Stand",1586,-37,-101,-33,10.187,-0.205,48,13,1779,229,11.051
17,"-1","YC Racks f/Future",1539,-36,-270,26,7.728,-0.154,48,4,3411,104,19.707
18,"=","NICKI MINAJ Super Bass",1371,89,519,28,9.258,0.31,19,18,1371,519,9.258
19,"=","BEYONCE Best Thing I Never Had",1197,38,254,20,6.162,0.198,23,19,1197,481,6.162
20,"=","WIZ KHALIFA On My Level f/Too Short",1148,16,89,21,5.718,0.083,34,20,1148,356,5.739
21,"=","RICK ROSS 9 Piece f/Lil Wayne",1132,10,97,-21,5.423,0.011,48,20,1132,297,5.867
22,"+2","YO GOTTI We Can Get It On",1116,34,183,25,6.259,0.127,48,22,1116,183,6.259
23,"=","MEEK MILL/RICK ROSS Tupac Back",1081,-11,-100,-18,5.482,-0.152,48,19,1185,380,6.473
24,"+1","FRANK OCEAN Novacane",1067,23,225,-7,7.467,0.179,40,24,1067,236,7.467
25,"-3","NICKI MINAJ Did It On'em",1055,-58,-412,-29,5.453,-0.216,48,5,3129,0,17.338
26,"=","MIGUEL Quickie",1039,45,445,-42,6.845,0.386,13,26,1039,553,6.845
27,"=","T-PAIN Booty Wurk (One Cheek At A...",958,-18,52,-49,5.313,-0.194,33,26,976,373,5.64
28,"=","LIL WAYNE John f/Rick Ross",923,25,10,46,7.365,0.24,48,14,1723,37,10.408
29,"+1","WIZ KHALIFA Roll Up",872,-13,-129,44,4.46,-0.126,48,6,3062,0,16.439
30,"-1","TRAVIS PORTER Bring It Back",869,-17,-56,-20,4.68,-0.081,48,22,1288,9,7.626
31,"=","BIG K.R.I.T. Country Sh**",832,17,73,16,2.95,0.098,44,31,832,277,2.95
32,"=","JENNIFER HUDSON No One Gonna Love You",775,12,78,-9,3.507,-0.001,28,32,775,271,3.508
33,"+1","SEAN GARRETT In Da Box f/Rick Ross",704,10,68,14,3.081,0.102,35,33,704,176,3.081
34,"+1","ESTELLE Break My Heart f/Rick Ross",661,5,142,-30,4.187,0.071,34,34,661,200,4.187
35,"-2","MARY J. BLIGE Someone To Love Me (Naked)",657,-74,-436,-35,2.782,-0.386,48,17,1422,100,7.848
36,"+1","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",622,31,142,31,3.406,0.1,48,36,622,142,3.879
37,"-1","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",601,-5,-120,17,3.898,0.112,48,20,1513,10,9.225
38,"=","ACE HOOD Go & Get It",525,8,106,-31,2.191,0.096,12,38,525,229,2.191
39,"=","BOBBY V Grab Somebody f/Twista",455,-5,4,-16,1.837,-0.052,22,39,460,216,2.291
40,"+2","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",424,25,165,8,1.671,0.059,9,40,424,177,1.671
41,"=","K' LA All Your Love",400,-27,-139,1,1.508,-0.136,48,27,955,157,3.67
42,"-2","DIDDY-DIRTY MONEY Your Love f/Trey Songz",399,-29,-288,-3,2.189,-0.077,48,12,2053,94,9.345
43,"=","JILL SCOTT So In Love f/Anthony Hamilton",389,6,33,-3,2.368,-0.022,25,43,389,119,2.476
44,"=","LEDISI Pieces Of Me",366,15,180,-19,1.725,-0.014,5,44,366,199,1.739
45,"+1","DRAKE Marvin's Room",273,17,207,-9,2.059,0.042,2,45,273,216,2.059
46,"+1","WALE That Way f/Jeremih & Rick Ross",251,7,40,6,1.794,0.13,6,46,251,96,1.794
47,"+1","MAINO Let It Fly (Hands In The Air)",246,19,75,14,1.082,0.07,2,47,246,75,1.082
48,"-3","KIRK FRANKLIN I Smile",239,-26,-23,-38,1.544,-0.129,32,45,294,42,1.749
49,"=","LONNY BEREAL Favor f/Kelly Rowland",205,11,73,-10,0.645,0.052,2,49,205,83,0.645
50,"=","DIDDY-DIRTY MONEY Looking For Love f/Ush...",192,3,-5,-1,0.836,0.028,2,50,192,0,0.836
