"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE She Will f/Drake",4038,29,244,3,28.447,0.258,65,"271",1,4038,954,28.447
2,"=","DRAKE Headlines",3843,-33,-26,-58,27.402,-0.022,72,"22",1,3923,686,27.515
3,"=","WALE That Way f/Jeremih & Rick Ross",3667,70,391,38,23.969,0.453,118,"147",3,3667,421,23.969
4,"+1","JAY Z & KANYE WEST N***** In Paris",3456,95,593,66,25.165,0.55,49,"26",4,3456,624,25.165
5,"+1","CHRIS BROWN Wet The Bed",3408,55,306,18,21.754,-0.051,84,"237",5,3408,405,22.308
6,"-2","BIG SEAN Marvin & Chardonnay",3401,-32,-184,30,22.118,-0.385,108,"48",1,3834,552,25.854
7,"=","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",2869,44,188,67,17.651,0.259,87,"104",7,2869,388,17.651
8,"=","BEYONCE Party f/Kanye & Andre",2705,66,400,-26,17.92,0.395,51,"215",8,2705,708,17.92
9,"=","MIGUEL Quickie",2480,-94,-535,-35,15.113,-0.294,125,"250",1,3628,553,23.786
10,"=","JAY Z & KANYE WEST Otis f/Otis Redding",2412,-32,-294,27,16.234,-0.484,89,"85",1,3830,1048,24.559
11,"=","ACE HOOD Body 2 Body f/Chris Brown",2156,54,279,33,15.104,0.393,91,"--",11,2156,279,15.104
12,"=","BEYONCE Best Thing I Never Had",1887,-91,-562,-16,11.991,-0.264,135,"113",2,3535,520,21.086
13,"+1","MEEK MILL I'm A Boss f/Rick Ross",1768,1,-52,6,9.327,-0.116,77,"241",13,1825,319,9.763
14,"-1","LIL WAYNE How To Love",1762,-119,-474,-115,9.801,-0.767,137,"28",1,4266,891,27.756
15,"=","DJ KHALED I'm On One f/Drake, Rick Ross",1717,-29,-534,82,13.122,-0.192,154,"79",1,4543,989,32.584
16,"=","DRAKE Marvin's Room",1642,-32,-114,6,14.086,-0.167,114,"66",8,2476,460,19.185
17,"=","FUTURE Tony Montana",1617,7,247,-33,7.509,-0.028,74,"632",17,1617,304,7.537
18,"=","J. COLE Workout",1574,19,32,20,8.084,0.082,79,"--",17,1574,312,8.35
19,"=","NICKI MINAJ Fly f/Rihanna",1338,-14,38,-20,9.394,0.09,46,"41",18,1352,389,9.394
20,"+2","T-PAIN 5 O'clock f/Wiz Khalifa",1216,41,290,19,6.427,0.157,23,"15",20,1216,382,6.427
21,"-1","DIGGY Copy, Paste",1197,-3,-74,-11,6.554,-0.033,70,"--",19,1280,239,7.977
22,"-1","VERSE SIMMONDS Boo Thang f/Kelly Rowland",1185,8,84,-3,4.628,-0.095,93,"--",21,1185,244,4.783
23,"=","LLOYD Dedication To My Ex...",1129,-23,-61,-13,4.795,-0.127,68,"153",21,1200,234,5.489
24,"=","MARSHA AMBROSIUS Late Nights & Early Mor...",1093,7,44,24,6.213,0.02,62,"--",22,1099,288,6.213
25,"=","ELLE VARNER Only Wannna Give It To You",1082,18,176,-7,6.181,0.013,31,"--",25,1082,293,6.181
26,"=","BEI MAEJOR Trouble f/J. Cole",1031,2,87,-17,4.865,0.109,41,"335",25,1037,186,4.865
