"Title","Artist","Spins"
"Lifestyle f/Young Thug","RICH GANG",4357
"New Flame f/Rick Ross","CHRIS BROWN",4064
"0 To 100/The Catch Up","DRAKE",3849
"Don't Tell 'Em f/YG","JEREMIH",3738
"Flawless","BEYONCE",3692
"Studio","SCHOOLBOY Q",3354
"Hot Boy","BOBBY SHMURDA",2834
"No Flex Zone","RAE SREMMURD",2815
"About The Money f/Young Thug","T.I.",2506
"Seen It All f/Jay Z","JEEZY",2314
"Hold You Down f/C. Brown...","DJ KHALED",2247
"Fight Night","MIGOS",2192
"Handsome And Wealthy","MIGOS",2104
"Believe Me f/Drake","LIL WAYNE",1963
"Rich f/August Alsina","KIRKO BANGZ",1926
"No Mediocre f/Iggy Azalea","T.I.",1771
"Anaconda","NICKI MINAJ",1632
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",1545
"Buy The World f/Lil Wayne","MIKE WILL MADE-IT",1539
"Made Me","SNOOTIE WILD",1508
"Errrbody","YO GOTTI",1471
"24 Hours","TEEFLII",1417
"She Came To Give It To You","USHER",1172
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",1089
"Fancy f/Charli XCX","IGGY AZALEA",1057
"Maybe f/Pusha T & Yo Gotti","TEYANA TAYLOR",978
"i","KENDRICK LAMAR",920
"Don't Panic","FRENCH MONTANA",850
"Latch f/Sam Smith","DISCLOSURE",841
"Blessing","K CAMP",839
"No Love","AUGUST ALSINA",786
"You & I (Nobody In The World)","JOHN LEGEND",754
"Low f/Nicki Minaj, Lil Bibby","JUICY J",753
"Don't Wanna Dance f/A$AP Ferg","ELLE VARNER",704
"Tuesday f/Drake","I LOVE MAKONNEN",698
"SmartPhones","TREY SONGZ",625
"Or Nah f/Problem, Too Short","GAME",577
"Dranking Patna","T-PAIN",555
"The Pressure","JHENE AIKO",552
"Good Kisser","USHER",546
"Stay With Me","SAM SMITH",536
"The Body f/Jeremih","WALE",497
"Whole Damn Year","MARY J. BLIGE",496
"Let's Get It","CA$H OUT F/WIZ, TY DOLLA $IGN",474
"Pills N Potions","NICKI MINAJ",467
"Everywhere We Go f/K Camp","A-1 THE SUPERGROUP",460
"Pretend f/A$AP Rocky","TINASHE",422
"Pretty Gang f/Fabolous","RED CAFE",408
"All I Need Is You","LECRAE",396
"2AM","ADRIAN MARCEL",396
