"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CASH OUT Cashin Out",3782,-19,53,-83,25.777,0.086,119,"42",1,3847,572,26.054
2,"=","RIHANNA Birthday Cake",3609,-50,-369,6,26.792,-0.227,93,"57",1,4075,740,29.763
3,"+1","TREY SONGZ Heart Attack",2977,11,354,-13,18.94,-0.298,60,"119",3,2977,550,19.238
4,"+1","YOUNG JEEZY Leave You Alone f/Ne-Yo",2870,-76,-318,-61,19.533,-0.599,93,"162",3,3284,448,25.172
5,"-2","USHER Climax",2869,-108,-331,-37,20.876,-0.877,99,"61",1,4042,874,30.522
6,"=","J. COLE Nobody's Perfect",2809,-35,138,-103,17.725,-0.189,113,"--",6,2852,501,17.914
7,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",2632,27,536,-23,19.741,0.236,49,"21",7,2632,596,19.741
8,"=","LOVERANCE Up! f/50 Cent",2479,-81,-492,-20,19.389,-0.185,127,"132",3,3612,550,25.497
9,"=","FUTURE Same Damn Time",2363,4,199,-19,14.64,-0.219,70,"--",9,2363,389,14.863
10,"+1","DJ KHALED Take It To The Head",2259,14,139,-3,14.955,0.111,57,"82",10,2259,455,14.955
11,"-1","KIRKO BANGZ Drank In My Cup",2203,-111,-538,-68,16.294,-0.619,236,"64",4,3195,378,21.56
12,"+1","NICKI MINAJ Beez In The Trap f/2 Chainz",2185,42,299,4,15.996,0.101,49,"58",12,2185,475,15.996
13,"-1","ELLE VARNER Refill",2145,-9,136,-23,12.412,-0.083,91,"229",12,2171,321,12.495
14,"=","FAT JOE Another Round f/Chris Brown",2043,-54,-312,-2,16.49,-0.423,148,"343",7,2753,398,22.847
15,"=","USHER Lemme See f/Rick Ross",1915,13,476,-48,13.224,-0.138,25,"160",15,1915,662,13.362
16,"=","DRAKE Crew Love f/The Weekend",1770,-11,186,-61,15.613,-0.13,77,"269",16,1781,410,15.743
17,"+1","TYGA Faded f/Lil Wayne",1656,-9,-9,-8,10.144,0.072,66,"66",15,1683,341,10.54
18,"-1","NICKI MINAJ Right By My Side f/Chris Bro...",1645,-53,9,-50,10.06,-0.409,62,"84",16,1698,486,10.488
19,"=","WAKA FLOCKA FLAME I Don't Really Care",1641,1,229,-32,8.106,0.128,67,"145",19,1641,346,8.106
20,"=","CHRIS BROWN Sweet Love",1600,-15,118,-26,9.476,-0.406,47,"210",18,1615,336,9.909
21,"=","TRAVIS PORTER Ayy Ladies f/Tyga",1568,-18,-405,117,10.45,-0.043,131,"76",5,3166,378,19.299
22,"=","WALE Bag Of Money f/Rick Ross",1412,-7,159,-62,8.515,0.103,49,"318",22,1419,405,8.515
23,"=","T.I. Love This Life",1164,-49,53,-71,6.017,-0.31,42,"--",23,1222,255,6.388
24,"+1","DRAKE HYFR (Hell Ya F**kin' Right)",1055,15,76,4,7.023,0.237,35,"101",24,1055,406,7.023
25,"-1","MARY J. BLIGE Why f/Rick Ross",1055,-30,29,-55,4.846,-0.327,42,"--",24,1085,303,5.315
26,"=","BEYONCE Love On Top",953,-25,-278,4,6.508,0.048,140,"225",1,3871,660,25.345
27,"=","WIZ KHALIFA Work Hard, Play Hard",899,41,243,25,4.837,0.196,21,"40",27,899,274,4.837
28,"+1","KENDRICK LAMAR The Recipe f/Dr. Dre",810,17,74,-14,4.071,0.149,28,"255",28,810,210,4.071
29,"+2","2 CHAINZ No Lie f/Drake",781,16,235,-27,4.8,0.048,16,"62",29,781,275,4.8
30,"=","YO GOTTI I Got That Sack",775,-15,88,-94,3.253,0.011,56,"--",30,790,182,3.253
