"Title","Artist","Spins"
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",3917
"Trap Queen","FETTY WAP",3888
"Truffle Butter f/Drake...","NICKI MINAJ",3773
"Ayo","CHRIS BROWN & TYGA",3376
"I Don't Mind f/Juicy J","USHER",3274
"7/11","BEYONCE",3159
"Feeling Myself f/Beyonce","NICKI MINAJ",2800
"I Don't F**k With You f/E-40","BIG SEAN",2452
"She Knows f/Juicy J","NE-YO",2435
"Only f/Drake, Lil Wayne","NICKI MINAJ",2418
"Earned It","THE WEEKND",2374
"How About Now","DRAKE",2256
"Blessings f/Drake","BIG SEAN",2108
"I Bet","CIARA",1907
"Good Lovin f/Miguel","LUDACRIS",1889
"Don't Kill The Fun","SEVYN STREETER",1881
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",1801
"Apparently","J. COLE",1751
"Post To Be f/Chris Brown&Jhene","OMARION",1708
"Slow Motion","TREY SONGZ",1579
"Uptown Funk f/Bruno Mars","MARK RONSON",1574
"Mind Right","TK N CASH",1519
"F*ck Up Some Commas","FUTURE",1367
"Lil Bit","K CAMP",1270
"The Matrimony f/Usher","WALE",1266
"CoCo","O.T. GENASIS",1123
"One Time","MIGOS",1104
"Private Show f/Chris Brown","T.I.",1071
"That's My S**t","THE-DREAM",1061
"I Don't Get Tired (#IDGT)","KEVIN GATES",866
"Somebody Else","RICO LOVE",787
"Tell Em f/Young Thug & RH Quan","RICH GANG",774
"Classic Man","JIDENNA",771
"Preach","YOUNG DOLPH",744
"It's Not My Fault f/T.I.","ANTHONY LEWIS",663
"Good Enough f/Jussie Smollett","EMPIRE CAST",662
"Love 'Em All","K. MICHELLE",608
"Planes f/J. Cole","JEREMIH",600
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",583
"Backflip f/YG & IAMSU","CASEY VEGGIES",495
"Every Moment","JODECI",459
"Peaches & Cream","SNOOP DOGG",456
"Energy","DRAKE",405
"Flex","RICH HOMIE QUAN",402
"Flicka Da Wrist","CHEDDA DA CONNECT",398
"Somebody f/Jeremih","NATALIE LA ROSE",368
"You Changed Me f/Chris Brown","JAMIE FOXX",365
"All I Wanna Do","VEDO",330
"Doo Doo","TROY AVE",318
"10 Bands","DRAKE",293
