"Title","Artist","Spins"
"Jumpman","DRAKE & FUTURE",4218
"Down In The DM","YO GOTTI",4185
"Don't","BRYSON TILLER",4065
"Say It","TORY LANEZ",3704
"No Role Modelz","J. COLE",3321
"Hotline Bling","DRAKE",3221
"Antidote","TRAVI$ SCOTT",3113
"Back To Sleep","CHRIS BROWN",3027
"Play No Games","BIG SEAN",2979
"Again","FETTY WAP",2817
"California f/Young Dolph","COLONEL LOUD",2642
"Best Friend","YOUNG THUG",2245
"Bottom Of The Bottle","CURREN$Y",2127
"Oui","JEREMIH",2108
"Sorry f/Chris Brown","RICK ROSS",1859
"White Iverson","POST MALONE",1803
"$ave Dat Money","LIL DICKY",1739
"3 Times In A Row","TK N CASH",1513
"WTF (Where They From)","MISSY ELLIOTT",1433
"Acquainted","THE WEEKND",1313
"Like Baby","JACQUEES",1249
"1Hunnid f/Fetty Wap","K CAMP",1247
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",1166
"Moses f/Chris Brown & Migos","FRENCH MONTANA",1148
"Church","BJ THE CHICAGO KID",1062
"You Mine f/Songz/Future...","DJ KHALED",1026
"Look At My Dab","MIGOS",972
"Might Be","DJ LUKE NASTYY",941
"Milly Rock","2 MILLY",936
"Moolah","YOUNG GREATNESS",930
"Hello","ADELE",905
"Watch Out","2 CHAINZ",875
"Song Cry","AUGUST ALSINA",874
"Here","ALESSIA CARA",860
"Exchange","BRYSON TILLER",842
"Curtains Closed","RAY J",715
"Bank Rolls","TATE KOBANG",701
"2 Phones","KEVIN GATES",677
"Get Home f/Kid Ink & Migos","JR CASTRO",614
"The Most","RICH HOMIE QUAN",596
"Heavy","BLAC YOUNGSTA",539
"You Could Be My Lover","PUFF DADDY & THE FAMILY",531
"Hit The Lotto","ROTIMI",496
"Hey There f/Future","DEJ LOAF",471
"Real Friends f/Ty Dolla $ign","KANYE WEST",412
"Infatuation","LIPSTICK GYPSY",398
"Doin' It Well f/Nicki Minaj","FABOLOUS",379
"Cut It f/Young Dolph","O.T. GENASIS",364
"Uh Oh f/Jwhite Did It","FAT PIMP",331
"Big Rings","DRAKE & FUTURE",300
