"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","BEYONCE","Drunk In Love f/Jay Z",4524,0,442,0,34.326,0,47,"6",1,4524,1296,34.431
2,"=","YG","My Hitta f/Jeezy,RichHomieQuan",3988,0,123,0,26.604,0,124,"--",1,3988,395,26.604
3,"=","LORDE","Royals",3713,0,-227,0,26.595,0,95,"13",1,3976,624,27.057
4,"=","SEVYN STREETER","It Won't Stop",3227,0,-17,0,23.74,0,215,"123",1,3784,479,26.425
5,"=","DRAKE","All Me f/2 Chainz & Big Sean",3000,0,-222,0,23.221,0,159,"105",1,3818,477,27.175
6,"=","RICO LOVE","They Don't Know",2994,0,290,0,18.354,0,130,"--",5,2994,341,19.808
7,"=","KID INK","Show Me f/Chris Brown",2961,0,283,0,19.853,0,79,"29",6,2961,447,19.853
8,"=","CHRIS BROWN","Love More f/Nicki Minaj",2434,0,-262,0,17.505,0,191,"165",5,3027,583,21.058
9,"=","AUGUST ALSINA","I Luv This Sh*t",2226,0,-201,0,17.911,0,284,"--",1,4359,669,30.627
10,"=","DRAKE","The Language",2164,0,7,0,15.34,0,86,"144",10,2174,404,15.555
11,"=","T-PAIN","Up Down (Do This All Day)",2156,0,237,0,13.654,0,124,"106",11,2156,321,13.861
12,"=","TY DOLLA $IGN","Paranoid",2149,0,392,0,13.898,0,76,"79",12,2149,426,13.898
13,"=","MACK WILDS","Own It",1508,0,-239,0,8.779,0,140,"--",12,1938,337,13.559
14,"=","YO GOTTI","Cold Blood",1492,0,15,0,6.934,0,79,"--",14,1492,350,7.335
15,"=","JOHN LEGEND","All Of Me",1430,0,267,0,8.541,0,65,"12",15,1430,406,8.55
16,"=","J. COLE","She Knows",1400,0,45,0,8.738,0,71,"173",16,1400,256,8.823
17,"=","JANELLE MONAE","Primetime f/Miguel",1395,0,232,0,9.155,0,133,"--",17,1395,249,9.155
18,"=","EMINEM","The Monster f/Rihanna",1311,0,-126,0,6.973,0,75,"24",16,1600,413,10.713
19,"=","CHRIS BROWN","Loyal f/Lil' Wayne",1211,0,411,0,8.73,0,26,"195",19,1211,443,8.73
20,"=","QUE","O.G. Bobby Johnson",1194,0,255,0,8.362,0,47,"--",19,1194,476,8.498
21,"=","MIKE WILL MADE-IT","23 f/Miley Cyrus, Wiz Khalifa",1164,0,-375,0,5.044,0,125,"64",9,2246,346,12.273
22,"=","TREY SONGZ","Na Na",1120,0,477,0,8.002,0,19,"134",22,1120,511,8.002
23,"=","K. MICHELLE","Can't Raise A Man",1073,0,319,0,5.928,0,16,"135",23,1073,522,5.928
24,"=","R. KELLY","Cookie",994,0,70,0,6.412,0,28,"--",23,994,327,6.418
25,"=","AUGUST ALSINA","Ghetto f/Rich Homie Quan",945,0,-25,0,5.553,0,54,"--",22,987,280,5.825
26,"=","K CAMP","Money Baby f/Kwony Cash",943,0,133,0,4.922,0,84,"--",26,943,183,4.922
27,"=","SAGE THE GEMINI","Gas Pedal",878,0,-70,0,5.098,0,63,"103",24,977,225,5.689
28,"=","JHENE AIKO","The Worst",806,0,257,0,5.236,0,15,"154",28,806,368,5.236
29,"=","JAY Z","Part II (On The Run) f/Beyonce",730,0,263,0,5.884,0,15,"--",29,730,327,5.884
30,"=","FUTURE","Shhh",655,0,-64,0,3.97,0,74,"--",28,724,149,5.168
31,"=","JABO","What I'm About",646,0,20,0,1.486,0,75,"--",31,654,128,1.693
32,"=","BANDO JONEZ","Sex You",631,0,64,0,3.005,0,22,"--",32,641,244,3.013
33,"=","WALE","Clappers f/Nicki Minaj/Juicy J",627,0,-335,0,4.394,0,141,"--",11,2133,341,13.611
34,"=","TAMAR BRAXTON","All The Way Home",620,0,96,0,4.898,0,145,"--",27,830,146,4.905
35,"=","RICK ROSS","The Devil Is A Lie f/Jay Z",618,0,161,0,4.236,0,39,"--",35,618,267,4.489
36,"=","B.O.B","Ready f/Future",593,0,-307,0,3.222,0,107,"--",22,1151,180,7.48
37,"=","DJ INFAMOUS","Double Cup f/Jeezy, Ludacris",566,0,195,0,2.849,0,15,"--",37,566,197,2.849
38,"=","OMARION","Know You Better f/Pusha T/Fabo",471,0,-99,0,1.956,0,110,"--",33,647,161,3.124
39,"=","SCHOOLBOY Q","Man Of The Year",433,0,176,0,1.694,0,9,"98",39,433,198,1.706
40,"=","BEYONCE","Partition",402,0,31,0,3.728,0,14,"96",39,402,169,3.781
41,"=","YOUNG THUG","Stoner",338,0,65,0,2.319,0,12,"--",41,338,85,2.319
42,"=","WE ARE TOONZ","Drop That #NaeNae",322,0,114,0,1.689,0,7,"--",42,322,162,1.689
43,"=","ROBIN THICKE","For The Rest Of My Life",315,0,-32,0,2.136,0,103,"--",39,428,195,2.701
44,"=","SNOOTIE WILD","Yayo",260,0,13,0,1.47,0,23,"--",44,266,44,1.478
45,"=","PHARRELL WILLIAMS","Happy",250,0,128,0,2.706,0,5,"2",45,250,128,2.706
46,"=","K CAMP","Cut Her Off",248,0,76,0,1.793,0,5,"--",45,248,76,1.793
47,"=","KATAZTROFEE","Polo, Polo, Polo",232,0,25,0,0.386,0,19,"--",46,232,69,0.414
48,"=","TREVOR JACKSON","Drop It f/B.o.B.",219,0,97,0,1.403,0,3,"--",48,219,97,1.403
49,"=","DRAKE","Trophies",208,0,9,0,1.563,0,5,"--",45,218,28,1.806
50,"=","DRAKE","Worst Behavior",197,0,7,0,2.068,0,5,"--",48,203,36,2.068
