"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4547,"-9",-75,"-21",32.662,"-0.413",41,1,4671,741,34.283
2,"=","MIGUEL Sure Thing",3804,"-52",-282,"-75",28.021,"-0.592",41,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3783,"+17",144,"-36",25.819,"+0.736",41,3,3783,461,25.819
4,"=","CHRIS BROWN She Ain't You",3657,"+2",148,"-46",25.263,"-0.172",41,4,3657,630,25.44
5,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3640,"+84",520,"-4",25.923,"+0.446",35,5,3640,989,25.923
6,"=","MARSHA AMBROSIUS Far Away",2926,"+18",-71,"+54",17.688,"-0.072",41,5,3066,397,19.884
7,"=","LLOYD Cupid",2508,"+55",320,"+20",14.03,"+0.520",41,7,2508,320,14.03
8,"=","TREY SONGZ Unusual f/Drake",2385,"+53",268,"+14",17.023,"+0.559",41,8,2385,477,17.023
9,"+3","LIL WAYNE How To Love",2086,"+158",743,"+58",14.371,"+1.189",18,9,2086,778,14.371
10,"=","JAMIE FOXX Best Night Of My Life",2066,"+10",-31,"+30",12.074,"+0.230",41,10,2117,311,12.458
11,"=","ACE HOOD Hustle Hard",2010,"-42",-229,"-18",12.176,"-0.459",41,7,2503,97,14.627
12,"-3","CHRIS BROWN Look At Me Now",1995,"-78",-668,"-28",15.88,"-0.502",41,2,3494,0,26.238
13,"=","YC Racks f/Future",1809,"-62",-250,"-38",9.227,"-0.187",41,4,3411,104,19.707
14,"=","KERI HILSON One Night Stand",1687,"-4",-25,"+3",10.86,"+0.184",41,13,1779,229,10.86
15,"=","YOUNG JEEZY Ballin f/Lil Wayne",1684,"+24",161,"-13",8.922,"+0.219",41,15,1684,359,8.922
16,"=","RIHANNA Man Down",1592,"+40",323,"+14",11.098,"+0.440",41,16,1592,421,11.098
17,"=","NICKI MINAJ Did It On'em",1467,"-29",-292,"+27",7.2,"-0.185",41,5,3129,0,17.338
18,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1328,"+6",31,"-24",10.329,"+0.375",41,18,1348,246,10.329
19,"=","MEEK MILL/RICK ROSS Tupac Back",1181,"+8",-3,"+5",6.384,"+0.010",41,19,1185,380,6.384
20,"=","MARY J. BLIGE Someone To Love Me (Naked)",1093,"-39",-255,"-30",5.156,"-0.169",41,17,1422,100,7.848
21,"=","WIZ KHALIFA On My Level f/Too Short",1059,"-5",81,"-45",4.99,"+0.042",27,21,1077,356,5.047
22,"+1","RICK ROSS 9 Piece f/Lil Wayne",1035,"+31",84,"+36",5.7,"+0.087",41,22,1035,297,5.7
23,"-1","WIZ KHALIFA Roll Up",1001,"-57",-294,"-3",5.41,"-0.422",41,6,3062,0,16.439
24,"+1","BEYONCE Best Thing I Never Had",943,"+18",140,"-44",4.732,"+0.055",16,24,947,481,5.063
25,"+1","YO GOTTI We Can Get It On",933,"+9",45,"-7",5.348,"+0.192",41,25,933,99,5.348
26,"+1","TRAVIS PORTER Bring It Back",925,"+3",-98,"+37",4.905,"+0.006",41,22,1288,9,7.626
27,"-3","LIL WAYNE John f/Rick Ross",913,"-21",-204,"+4",6.515,"-0.227",41,14,1723,37,10.408
28,"=","T-PAIN Booty Wurk (One Cheek At A...",906,"+31",194,"-24",5.294,"+0.083",26,28,906,373,5.359
29,"+1","NICKI MINAJ Super Bass",852,"+61",307,"+23",6.832,"+0.408",12,29,852,318,6.832
30,"-1","FRANK OCEAN Novacane",841,"+29",193,"+1",5.939,"+0.298",33,29,841,236,5.939
31,"=","BIG K.R.I.T. Country Sh**",759,"+1",54,"-21",2.602,"+0.006",37,31,759,277,2.614
32,"=","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",721,"-22",-117,"-6",4.466,"-0.402",41,20,1513,10,9.225
33,"+1","JENNIFER HUDSON No One Gonna Love You",697,"+21",47,"+5",3.241,"+0.133",21,33,697,271,3.241
34,"-1","DIDDY-DIRTY MONEY Your Love f/Trey Songz",687,"-26",-257,"+56",3.367,"-0.059",41,12,2053,94,9.345
35,"=","SEAN GARRETT In Da Box f/Rick Ross",636,"-4",39,"-29",2.636,"+0.023",28,35,640,176,2.636
36,"=","BEYONCE Run The World (Girls)",607,"-26",-270,"+48",2.494,"-0.099",41,16,1686,271,9.235
37,"+2","MIGUEL Quickie",594,"+87",417,"+57",3.661,"+0.596",6,37,594,417,3.661
38,"-1","K' LA All Your Love",539,"-28",-179,"-14",2.232,"-0.084",41,27,955,157,3.67
39,"+1","ESTELLE Break My Heart f/Rick Ross",519,"+35",160,"+27",3.146,"+0.171",27,39,519,160,3.146
40,"-2","BIRDMAN I Get Money f/Lil Wayne",503,"-6",-94,"-4",2.562,"+0.070",41,33,695,186,2.799
41,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",480,"+0",67,"-9",3.053,"-0.090",41,39,503,104,3.879
42,"+1","BOBBY V Grab Somebody f/Twista",451,"+11",38,"+9",2.275,"-0.016",15,42,451,216,2.291
43,"+3","ACE HOOD Go & Get It",419,"+39",203,"+34",1.98,"+0.080",5,43,419,203,1.98
44,"-2","K. MICHELLE How Many Times",417,"-36",-256,"+8",1.834,"-0.253",41,24,1030,106,4.983
45,"-1","SNOOP DOGG Platinum f/R. Kelly",393,"-39",-203,"-17",1.313,"-0.172",41,31,799,112,3.192
46,"-1","GORILLA ZOE Twisted f/Lil Jon",373,"-27",-159,"-16",1.313,"-0.128",41,34,712,129,2.596
47,"=","JILL SCOTT So In Love f/Anthony Hamilton",356,"+9",19,"+6",2.383,"+0.043",18,47,356,119,2.476
48,"=","KIRK FRANKLIN I Smile",262,"+12",-7,"+7",1.625,"+0.071",25,46,294,42,1.749
49,"=","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",259,"+17",109,"+3",0.982,"+0.090",2,49,259,109,0.982
50,"--","WALE That Way f/Jeremih & Rick Ross",211,"--",93,"--",1.206,"--",1,50,211,93,1.206
