"Title","Artist","Spins"
"Fancy f/Charli XCX","IGGY AZALEA",3857
"Studio","SCHOOLBOY Q",3797
"Believe Me f/Drake","LIL WAYNE",3591
"Don't Tell 'Em f/YG","JEREMIH",3548
"Fight Night","MIGOS",3173
"2 On f/Schoolboy Q","TINASHE",3024
"Loyal f/Lil' Wayne","CHRIS BROWN",2974
"Pills N Potions","NICKI MINAJ",2879
"Walk Thru f/Problem","RICH HOMIE QUAN",2609
"Lifestyle f/Young Thug","RICH GANG",2521
"No Mediocre f/Iggy Azalea","T.I.",2517
"No Flex Zone","RAE SREMMURD",2352
"We Dem Boyz","WIZ KHALIFA",2309
"New Flame f/Rick Ross","CHRIS BROWN",2030
"Money Can't Buy f/Jeezy","NE-YO",1955
"SmartPhones","TREY SONGZ",1842
"0 To 100/The Catch Up","DRAKE",1735
"She Twerkin","CA$H OUT",1699
"Seen It All f/Jay Z","JEEZY",1659
"Good Kisser","USHER",1348
"24 Hours","TEEFLII",1214
"Buy The World f/Lil Wayne","MIKE WILL MADE-IT",1107
"About The Money f/Young Thug","T.I.",1104
"Main Chick f/Chris Brown","KID INK",1048
"Danny Glover","YOUNG THUG",1019
"Flawless","BEYONCE",972
"Rich f/August Alsina","KIRKO BANGZ",956
"Hookah f/Young Thug","TYGA",850
"Handsome And Wealthy","MIGOS",837
"She Came To Give It To You","USHER",813
"Birthday Suit","MIKE JAY",806
"2AM","ADRIAN MARCEL",774
"Hot Boy","BOBBY SHMURDA",767
"Or Nah f/Wiz Khalifa","TY DOLLA $IGN",651
"Made Me","SNOOTIE WILD",608
"My Girl f/Trevor Jackson","DIGGY",576
"Come Get It Bae","PHARRELL WILLIAMS",524
"Hold You Down f/C. Brown...","DJ KHALED",516
"Or Nah f/Problem, Too Short","GAME",513
"Dumb","JAZMINE SULLIVAN",505
"I Know f/Rich Homie Quan","YO GOTTI",482
"It's Yours f/Tia London","TWISTA",473
"Anaconda","NICKI MINAJ",470
"Pretty Hurts","BEYONCE",470
"She","KEYSHIA COLE",460
"Blessing","K CAMP",459
"Problem f/Iggy Azalea","ARIANA GRANDE",424
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",419
"Errrbody","YO GOTTI",408
"Can I","LOVE DOLLHOUSE",403
