"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BIG SEAN Marvin & Chardonnay",3737,"+26",261,"-34",25.17,"+0.068",90,"40",1,3737,552,25.17
2,"=","MIGUEL Quickie",3467,"-44",-48,"-72",21.432,"-0.475",107,"174",1,3628,553,23.786
3,"=","DRAKE Headlines",3390,"+17",217,"-16",23.881,"+0.162",54,"22",3,3390,686,23.881
4,"=","LIL WAYNE She Will f/Drake",3314,"+96",439,"+66",22.504,"+0.872",47,"247",4,3314,954,22.504
5,"=","JAY Z & KANYE WEST Otis f/Otis Redding",3169,"-39",-389,"-11",22.387,"-0.122",71,"65",1,3830,1048,24.559
6,"=","BEYONCE Best Thing I Never Had",3054,"-32",-357,"+4",17.904,"-0.243",117,"86",2,3535,520,21.086
7,"+2","WALE That Way f/Jeremih & Rick Ross",2852,"+32",100,"-1",18.543,"+0.295",100,"137",7,2852,421,18.543
8,"=","DJ KHALED I'm On One f/Drake, Rick Ross",2849,"-26",-169,"+27",21.085,"-0.036",136,"62",1,4543,989,32.584
9,"-2","LIL WAYNE How To Love",2842,"-74",-286,"-66",17.919,"-0.494",119,"18",1,4266,891,27.756
10,"=","CHRIS BROWN Wet The Bed",2787,"+34",352,"-16",18.687,"+0.311",66,"219",10,2787,405,18.687
11,"=","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",2637,"+38",177,"+8",15.832,"+0.125",69,"--",10,2637,388,15.832
12,"=","DRAKE Marvin's Room",2082,"-44",-259,"+11",15.675,"-0.488",96,"66",8,2476,460,19.185
13,"=","JAY Z & KANYE WEST N***** In Paris",2042,"+77",289,"+32",16.268,"+0.625",31,"--",13,2042,594,16.268
14,"+1","MEEK MILL I'm A Boss f/Rick Ross",1642,"+26",147,"+1",8.042,"+0.078",59,"328",14,1642,319,8.042
15,"+1","ACE HOOD Body 2 Body f/Chris Brown",1641,"+35",244,"+33",9.543,"+0.334",73,"--",15,1641,244,9.543
16,"-2","KELLY ROWLAND Motivation f/Lil Wayne",1558,"-67",-366,"-31",11.591,"-0.565",142,"61",1,4671,741,34.283
17,"=","BEYONCE Party f/Kanye & Andre",1497,"+94",705,"-3",11.203,"+0.449",33,"--",17,1497,708,11.203
18,"=","NICKI MINAJ Super Bass",1318,"-48",-258,"-7",7.797,"-0.256",113,"27",4,3412,554,20.752
19,"=","J. COLE Workout",1231,"+34",197,"+28",5.968,"+0.282",61,"--",18,1231,255,5.968
20,"=","DIGGY Copy, Paste",1130,"-1",151,"-43",7.649,"-0.027",52,"--",20,1131,239,7.676
21,"=","NICKI MINAJ Fly f/Rihanna",1095,"+27",166,"+6",6.963,"+0.159",28,"56",21,1095,389,6.963
22,"+1","FUTURE Tony Montana",1046,"+37",251,"-30",5.17,"+0.150",56,"--",22,1046,304,5.17
23,"-1","LLOYD Dedication To My Ex...",1042,"+5",55,"-7",5.183,"+0.034",50,"163",22,1042,234,5.183
24,"+2","MARSHA AMBROSIUS Late Nights & Early Mor...",1029,"+32",76,"+53",5.358,"+0.137",44,"--",22,1029,288,5.71
25,"=","VERSE SIMMONDS Boo Thang f/Kelly Rowland",1025,"+25",86,"+23",4.089,"+0.018",75,"--",25,1025,244,4.089
26,"-2","HAMILTON PARK Thing Called Us",1004,"+0",-2,"+3",3.711,"+0.039",82,"--",22,1012,182,3.794
27,"=","TYRESE Too Easy f/Ludacris",999,"+23",144,"+18",4.946,"+0.284",34,"--",27,999,309,4.946
28,"=","TREY SONGZ Unusual f/Drake",937,"-29",-260,"-15",6.542,"-0.259",142,"--",6,3159,477,20.6
29,"=","RIHANNA Man Down",881,"-17",-209,"-7",5.456,"-0.149",142,"--",8,2726,421,17.159
30,"=","MONICA Anything f/Rick Ross & Lil Kim",834,"-59",-368,"-16",4.351,"-0.454",77,"--",17,1445,311,9.022
31,"+1","BEI MAEJOR Trouble f/J. Cole",753,"+25",147,"+19",3.468,"+0.105",23,"394",31,753,186,3.468
32,"-1","ELLE VARNER Only Wannna Give It To You",744,"+6",214,"-29",4.168,"+0.098",13,"--",31,744,293,4.168
33,"=","KELLY ROWLAND Lay It On Me f/Big Sean",730,"+6",91,"-12",3.239,"-0.064",20,"259",31,730,332,3.303
34,"=","PHYLLISIA I Love You f/Yung Joc",684,"+10",138,"-12",2.126,"+0.041",26,"--",34,684,176,2.126
35,"=","MELANIE FIONA 4 AM",674,"+5",58,"-1",2.876,"+0.057",30,"648",34,674,209,2.876
36,"+1","BIRDMAN Y.U. Mad f/Nicki Minaj",640,"+15",343,"-43",3.338,"+0.100",8,"129",36,640,386,3.338
37,"-1","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",631,"-38",-257,"-10",3.601,"-0.390",142,"--",13,1842,363,11.166
38,"=","RED CAFE Fly Together f/Rick Ross",574,"+9",39,"-1",2.785,"+0.055",15,"998",38,574,259,2.813
39,"=","YOUNG JEEZY Shake Life",495,"-42",-349,"+1",1.921,"-0.202",55,"--",24,954,331,4.016
40,"+1","2 CHAINZ Spend It",462,"-2",28,"-2",2.23,"-0.016",49,"--",40,464,111,2.246
42,"-2","CEE LO GREEN Fool For You f/Melanie Fion...",461,"-7",-16,"-16",3.111,"+0.011",37,"389",39,493,174,3.357
41,"+2","T-PAIN 5 O'clock f/Wiz Khalifa",461,"+38",345,"-7",3.249,"+0.206",5,"55",41,461,352,3.249
43,"-1","J. DASH WOP",452,"-3",18,"-6",0.989,"+0.008",24,"271",41,455,135,1.059
44,"=","FRANK OCEAN Swim Good",401,"-14",-40,"-13",1.533,"-0.128",32,"--",40,453,326,2.15
45,"=","CALI SWAG DISTRICT Burn Out (Drive Fast)",361,"+2",79,"-7",0.862,"-0.022",16,"--",45,361,86,0.964
46,"+1","MARY J. BLIGE 25/8",351,"+45",115,"+42",2.295,"+0.308",6,"--",46,351,115,2.295
47,"+2","JACOB LATIMORE Like 'Em All f/Issa",298,"+18",236,"-6",1.609,"+0.022",2,"--",47,298,242,1.609
48,"=","ROSCOE DASH Good Good Night",298,"+11",40,"+4",0.841,"+0.012",9,"--",47,298,85,0.841
49,"+1","BOOM MAN Up In Here f/2 Chainz/Yo Gotti",265,"-2",-1,"+0",0.589,"+0.016",21,"--",47,273,35,0.703
50,"--","BIG SEAN Dance (A$$)",258,"--",57,"--",2.146,"--",1,"--",50,258,57,2.146
