"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4352,"-33",-128,"-33",30.626,"+0.323",21,1,4552,741,31.983
2,"=","MIGUEL Sure Thing",3855,"-79",-405,"-80",26.936,"-0.185",21,1,4364,460,30.251
3,"=","BIG SEAN My Last f/Chris Brown",3165,"-65",-126,"-149",19.234,"-0.256",21,3,3373,461,20.355
4,"=","CHRIS BROWN Look At Me Now",2880,"-87",-447,"-69",22.117,"-0.176",21,2,3494,0,26.238
5,"=","CHRIS BROWN She Ain't You",2806,"+78",130,"+71",20.532,"+0.773",21,5,2806,278,20.532
6,"=","MARSHA AMBROSIUS Far Away",2718,"+49",-26,"+5",16.699,"+0.332",21,5,2812,287,17.769
7,"=","YC Racks f/Future",2595,"-70",-365,"-3",14.899,"-0.267",21,4,3411,104,19.707
8,"=","ACE HOOD Hustle Hard",2361,"-15",-139,"-37",13.986,"+0.030",21,8,2503,97,14.627
9,"=","NICKI MINAJ Did It On'em",2142,"-72",-393,"-22",11.026,"-0.201",21,5,3129,0,17.338
10,"+1","LLOYD Cupid",2004,"+21",38,"+4",11.338,"+0.165",21,10,2013,195,11.338
11,"-1","KANYE WEST All Of The Lights",1984,"-32",-430,"+35",14.993,"-0.091",21,7,2818,0,21.956
12,"+1","DIDDY-DIRTY MONEY Your Love f/Trey Songz",1897,"-7",-137,"+12",8.533,"-0.031",21,12,2053,94,9.345
13,"-1","WIZ KHALIFA Roll Up",1866,"-102",-459,"-71",9.68,"-0.461",21,6,3062,0,16.439
14,"=","JAMIE FOXX Best Night Of My Life",1832,"+24",95,"-33",10.714,"+0.243",21,14,1832,311,10.714
15,"=","KERI HILSON One Night Stand",1682,"-15",-5,"-40",8.875,"+0.123",21,15,1779,229,9.417
16,"=","BEYONCE Run The World (Girls)",1595,"-28",-83,"-65",7.57,"-0.361",21,16,1686,271,9.235
