"Title","Artist","Spins"
"Where Ya At f/Drake","FUTURE",4194
"Hotline Bling","DRAKE",4164
"Say It","TORY LANEZ",3622
"Antidote","TRAVI$ SCOTT",3607
"Don't","BRYSON TILLER",3300
"No Role Modelz","J. COLE",3128
"Jumpman","DRAKE & FUTURE",3033
"White Iverson","POST MALONE",2973
"679 f/Remy Boyz...","FETTY WAP",2832
"Back Up f/Big Sean","DEJ LOAF",2756
"The Hills","THE WEEKND",2710
"California f/Young Dolph","COLONEL LOUD",2430
"Blase f/Future & Rae Sremmurd","TY DOLLA $IGN",2359
"Liquor","CHRIS BROWN",2234
"Play No Games","BIG SEAN",2156
"Down In The DM","YO GOTTI",2109
"Again","FETTY WAP",1928
"Sorry f/Chris Brown","RICK ROSS",1814
"Here","ALESSIA CARA",1524
"Back To Back","DRAKE",1403
"Watch Out","2 CHAINZ",1310
"Back To Sleep","CHRIS BROWN",1288
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",1221
"$ave Dat Money","LIL DICKY",1175
"Hit The Quan","IHEARTMEMPHIS",1162
"You Mine f/Songz/Future...","DJ KHALED",1115
"Get Home f/Kid Ink & Migos","JR CASTRO",1052
"3 Times In A Row","TK N CASH",1025
"Come Get Her","RAE SREMMURD",1009
"Church","BJ THE CHICAGO KID",996
"Bottom Of The Bottle","CURREN$Y",949
"Sweet Life f/Janelle Monae","JEEZY",921
"WTF (Where They From)","MISSY ELLIOTT",862
"1Hunnid f/Fetty Wap","K CAMP",818
"Thank Yo Momma","MALACHIAE WARREN",803
"Like Baby","JACQUEES",767
"Moses f/Chris Brown & Migos","FRENCH MONTANA",751
"Milly Rock","2 MILLY",734
"Gold Slugs f/Brown/Alsina/Wap","DJ KHALED",718
"Oh My","BOOGIE",680
"Song Cry","AUGUST ALSINA",638
"Oui","JEREMIH",618
"Peanut Butter Jelly","T.I.",494
"Heavy","BLAC YOUNGSTA",492
"Bank Rolls","TATE KOBANG",490
"Acquainted","THE WEEKND",427
"Hello","ADELE",406
"Switch Up f/Jeremih","R. KELLY",395
"Moolah","YOUNG GREATNESS",350
"Infatuation","LIPSTICK GYPSY",350
