"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CASH OUT Cashin Out",3723,"-113",-191,"-127",25.76,"-0.691",139,"47",1,3936,572,26.96
2,"=","TREY SONGZ Heart Attack",3472,"+8",37,"-12",23.066,"-0.011",80,"89",2,3472,550,23.077
3,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",3346,"+63",269,"+21",24.133,"+0.442",69,"19",3,3346,596,24.133
4,"=","J. COLE Nobody's Perfect",3178,"+20",49,"-11",21.652,"-0.016",133,"--",3,3193,501,23.158
5,"=","DJ KHALED Take It To The Head",2851,"+37",197,"+24",17.787,"+0.298",77,"101",5,2851,455,17.787
6,"=","RIHANNA Birthday Cake",2660,"-34",-337,"+28",20.435,"-0.277",113,"85",1,4075,740,29.763
7,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",2628,"-24",154,"-5",18.18,"-0.361",69,"70",7,2658,475,18.747
8,"=","USHER Climax",2573,"-22",-73,"+9",20.488,"-0.178",119,"--",1,4042,874,30.522
9,"=","USHER Lemme See f/Rick Ross",2444,"+8",87,"+1",17.627,"+0.283",45,"--",9,2444,662,17.627
10,"+2","ELLE VARNER Refill",2154,"+33",150,"+33",12.947,"-0.037",111,"271",10,2171,321,13.633
11,"-1","FUTURE Same Damn Time",2117,"-48",-202,"-32",13.539,"-0.102",90,"--",9,2379,389,15.324
12,"-1","YOUNG JEEZY Leave You Alone f/Ne-Yo",2098,"-50",-262,"-27",14.59,"-0.198",113,"159",3,3284,448,25.172
13,"=","DRAKE Crew Love f/The Weekend",2075,"+66",124,"+98",18.32,"+0.711",97,"230",13,2075,410,18.513
14,"=","WALE Bag Of Money f/Rick Ross",1989,"+9",150,"-23",12.417,"+0.196",69,"260",14,1989,405,12.417
15,"=","WAKA FLOCKA FLAME I Don't Really Care",1888,"-10",40,"-9",9.963,"-0.019",87,"169",15,1898,346,10.003
16,"=","FAT JOE Another Round f/Chris Brown",1704,"-37",-224,"-41",13.731,"-0.067",168,"--",7,2753,398,22.847
17,"+2","2 CHAINZ No Lie f/Drake",1649,"+44",398,"-36",11.423,"+0.272",36,"44",17,1649,491,11.423
18,"=","CHRIS BROWN Sweet Love",1637,"+21",-10,"+33",10.13,"+0.206",67,"213",18,1667,336,10.203
19,"-2","LOVERANCE Up! f/50 Cent",1567,"-61",-410,"-44",13.425,"-0.046",147,"173",3,3612,550,25.497
20,"=","TYGA Faded f/Lil Wayne",1446,"-62",-264,"-81",7.633,"-0.287",86,"88",15,1734,341,10.54
21,"+1","MARY J. BLIGE Why f/Rick Ross",1369,"+5",46,"+10",7.783,"-0.001",62,"--",21,1369,303,7.906
22,"-1","DRAKE HYFR (Hell Ya F**kin' Right)",1358,"-51",47,"-118",9.521,"-0.404",55,"97",20,1409,406,10.202
23,"=","RICK ROSS Touch 'N You f/Usher",1347,"+18",85,"-26",9.275,"-0.135",28,"--",23,1347,444,9.796
24,"=","WIZ KHALIFA Work Hard, Play Hard",1295,"+20",107,"+22",7.327,"+0.241",41,"25",24,1295,274,7.327
25,"=","CHRIS BROWN Till I Die f/Wiz Khalifa",1154,"-6",178,"-25",7.261,"+0.035",36,"228",25,1160,247,7.261
26,"=","NICKI MINAJ Right By My Side f/Chris Bro...",1125,"-22",-276,"+51",7.909,"-0.152",82,"132",16,1698,486,10.488
27,"=","KENDRICK LAMAR The Recipe f/Dr. Dre",1051,"-2",16,"-8",4.912,"-0.063",48,"168",26,1084,210,4.975
28,"=","TRAVIS PORTER Ayy Ladies f/Tyga",925,"-41",-249,"-43",6.404,"-0.275",151,"122",5,3166,378,19.299
29,"=","T.I. Love This Life",900,"-26",-165,"+8",6.071,"-0.054",62,"--",22,1222,255,7.224
30,"=","DRIICKY GRAHAM Snapbacks & Tattoos",851,"+18",65,"+18",4.552,"+0.081",55,"75",30,851,161,4.552
31,"=","YO GOTTI I Got That Sack",809,"+0",20,"-1",3.622,"-0.186",76,"--",30,809,182,3.808
32,"=","FRANK OCEAN Thinking About You",595,"-4",-38,"+2",4.55,"-0.149",91,"199",28,782,174,5.07
33,"+1","LIL WAYNE My Homies Still f/Big Sean",591,"+56",252,"+83",4.386,"+0.090",10,"41",33,591,366,4.611
34,"+1","V.I.C. Twerk It",517,"-6",37,"-9",1.922,"-0.067",39,"--",34,538,106,2.016
35,"-2","TRAVIS PORTER Ride Like That f/Jeremih",508,"-32",-51,"-34",1.934,"-0.107",34,"--",33,575,260,2.422
36,"=","BIRDMAN Born Stunna f/Rick Ross",470,"+2",-1,"-3",2.229,"+0.074",20,"--",35,478,231,2.229
37,"+3","BRANDY Put It Down f/Chris Brown",462,"+32",218,"+1",2.346,"+0.155",6,"--",37,462,222,2.346
38,"+1","OMARION Let's Talk f/Rick Ross",458,"+17",182,"-15",2.3,"-0.005",7,"--",38,458,234,2.305
39,"-2","NAS Daughters",456,"+1",12,"-3",1.818,"+0.056",33,"--",36,456,162,1.818
40,"-2","BEYONCE Dance For You",446,"+4",55,"-37",4.181,"-0.033",25,"--",37,446,197,4.214
41,"=","NE-YO Lazy Love",425,"+3",31,"-8",1.743,"-0.010",12,"114",38,425,281,1.753
42,"+1","MEEK MILL Amen f/Drake & Jeremih",410,"+32",99,"+24",4.557,"+0.342",13,"--",42,410,114,4.557
43,"-1","BEI MAEJOR Lights Down Low",405,"+13",11,"+23",1.539,"+0.042",40,"--",39,418,164,1.547
44,"+1","DIGGY 4 Letter Word",388,"+25",169,"+9",1.905,"+0.089",5,"--",44,388,176,1.905
45,"-1","PURE The Stars",351,"-16",-43,"-10",1.587,"-0.038",31,"--",40,425,87,1.733
46,"=","KANYE WEST Cold f/DJ Khaled",339,"-15",-53,"-18",1.211,"-0.109",33,"--",40,443,182,2.055
47,"=","JUSTIN BIEBER Boyfriend",333,"-6",-52,"+4",1.409,"-0.042",61,"9",39,480,208,2.207
48,"+1","TITO LOPEZ Mama Proud",326,"-3",20,"+1",1.109,"+0.046",18,"--",45,329,113,1.129
49,"--","TREY SONGZ 2 Reasons /T.I.",320,"--",320,"--",4.27,"--",1,"--",49,320,320,4.27
