"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CASH OUT Cashin Out",3886,-34,1,9,26.69,-0.27,137,"45",1,3936,572,26.96
2,"=","TREY SONGZ Heart Attack",3450,23,55,5,22.86,0.129,78,"83",2,3450,550,22.86
3,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",3251,44,274,-9,23.643,0.214,67,"16",3,3251,596,23.651
4,"=","J. COLE Nobody's Perfect",3181,-5,125,-33,22.25,-0.533,131,"--",3,3193,501,23.158
5,"+1","DJ KHALED Take It To The Head",2786,22,199,10,17.414,0.131,75,"99",5,2786,455,17.414
6,"-1","RIHANNA Birthday Cake",2737,-55,-422,56,21.063,-0.304,111,"94",1,4075,740,29.763
7,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",2658,25,198,19,18.747,0.169,67,"73",7,2658,475,18.747
8,"=","USHER Climax",2609,14,-115,70,20.752,0.103,117,"--",1,4042,874,30.522
9,"=","USHER Lemme See f/Rick Ross",2402,8,112,-42,16.861,0.023,43,"--",9,2437,662,16.983
10,"=","FUTURE Same Damn Time",2212,-67,-133,-106,13.805,-0.256,88,"--",9,2379,389,15.324
11,"=","YOUNG JEEZY Leave You Alone f/Ne-Yo",2122,-45,-333,-13,14.382,-0.184,111,"175",3,3284,448,25.172
12,"=","ELLE VARNER Refill",2079,23,28,59,12.995,-0.064,109,"332",12,2171,321,13.633
13,"=","DRAKE Crew Love f/The Weekend",1985,1,-8,0,17.62,0.019,95,"249",13,1993,410,18.513
14,"=","WALE Bag Of Money f/Rick Ross",1966,5,195,-10,11.831,-0.165,67,"278",14,1966,405,11.996
15,"=","WAKA FLOCKA FLAME I Don't Really Care",1898,9,56,16,9.966,-0.037,85,"174",15,1898,346,10.003
16,"=","FAT JOE Another Round f/Chris Brown",1727,-38,-251,-37,13.734,-0.077,166,"--",7,2753,398,22.847
17,"=","LOVERANCE Up! f/50 Cent",1723,-34,-251,31,14.002,-0.312,145,"180",3,3612,550,25.497
18,"=","CHRIS BROWN Sweet Love",1635,-32,-32,-55,9.975,-0.228,65,"205",18,1667,336,10.203
19,"+1","2 CHAINZ No Lie f/Drake",1577,75,491,0,10.775,0.648,34,"49",19,1577,491,10.775
20,"-1","TYGA Faded f/Lil Wayne",1559,-30,-126,-1,8.188,-0.218,84,"90",15,1734,341,10.54
21,"=","DRAKE HYFR (Hell Ya F**kin' Right)",1397,-8,170,-29,10.049,-0.148,53,"104",20,1405,406,10.202
22,"=","MARY J. BLIGE Why f/Rick Ross",1369,13,41,15,7.796,0.051,60,"--",21,1369,303,7.906
23,"=","RICK ROSS Touch 'N You f/Usher",1311,32,127,4,9.796,0.156,26,"--",23,1311,444,9.796
24,"=","WIZ KHALIFA Work Hard, Play Hard",1284,19,129,-10,7.105,0.164,39,"23",24,1284,274,7.105
25,"=","NICKI MINAJ Right By My Side f/Chris Bro...",1173,-22,-333,17,8.309,-0.159,80,"131",16,1698,486,10.488
26,"+1","CHRIS BROWN Till I Die f/Wiz Khalifa",1102,37,139,-7,7.149,0.074,34,"242",26,1102,247,7.225
27,"-1","KENDRICK LAMAR The Recipe f/Dr. Dre",1054,-28,60,-61,4.735,-0.121,46,"188",26,1084,210,4.929
28,"=","TRAVIS PORTER Ayy Ladies f/Tyga",991,-15,-221,30,6.872,-0.16,149,"120",5,3166,378,19.299
29,"=","T.I. Love This Life",945,-37,-175,-21,6.208,-0.208,60,"--",22,1222,255,7.224
30,"=","DRIICKY GRAHAM Snapbacks & Tattoos",812,5,47,-18,4.394,0.074,53,"81",30,812,161,4.394
31,"=","YO GOTTI I Got That Sack",778,-8,-30,-9,3.755,-0.037,74,"--",30,808,182,3.803
32,"=","FRANK OCEAN Thinking About You",620,23,-23,55,4.773,-0.046,89,"196",28,782,174,5.07
33,"=","TRAVIS PORTER Ride Like That f/Jeremih",552,-23,0,-36,2.14,-0.163,32,"--",33,575,260,2.422
34,"=","V.I.C. Twerk It",538,28,76,6,2.016,0.052,37,"--",34,538,106,2.016
