"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DRAKE Make Me Proud f/Nicki Minaj",4258,"+10",250,"+15",28.756,"+0.223",96,"45",1,4265,505,28.756
2,"=","WALE Lotus Flower Bomb f/Miguel",3991,"+25",-80,"+58",28.97,"+0.163",107,"81",1,4405,550,29.754
3,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",3371,"+29",285,"-52",21.051,"+0.062",63,"181",3,3371,635,21.051
4,"=","RICK ROSS You The Boss f/Nicki Minaj",3253,"-72",-291,"-46",21.525,"-0.269",109,"144",3,3659,534,22.449
5,"=","BIG SEAN Dance (A$$)",3101,"-26",-352,"+18",21.01,"-0.133",120,"25",2,3855,477,25.691
6,"=","J. COLE Can't Get Enough f/Trey Songz",2929,"-6",104,"+8",19.159,"-0.096",89,"--",6,2935,459,19.366
7,"=","BEYONCE Party f/Kanye & Andre",2867,"-12",-106,"+45",19.871,"-0.318",152,"720",1,4426,708,28.224
8,"=","JAY Z & KANYE WEST N***** In Paris",2554,"-75",-222,"-81",19.951,"-0.263",150,"13",1,4191,624,29.189
9,"+2","MELANIE FIONA 4 AM",2380,"+79",331,"+40",13.212,"+0.355",149,"183",9,2380,533,13.212
10,"=","CHRIS BROWN Strip f/Kevin McCall",2363,"+41",215,"+9",15.356,"+0.146",54,"43",10,2363,433,15.356
11,"-2","BEYONCE Countdown",2335,"-10",44,"-40",15.27,"-0.076",104,"199",9,2345,505,15.549
12,"=","TYGA Rack City",2265,"+17",170,"-61",14.026,"-0.011",49,"4",11,2265,726,14.037
13,"=","DRAKE The Motto f/Lil Wayne",2191,"+32",262,"-56",17.247,"+0.246",57,"11",13,2191,478,17.247
14,"=","WAKA FLOCKA FLAME Round Of Applause f/Dr...",2110,"-16",89,"-45",12.675,"-0.034",99,"177",12,2156,306,12.931
15,"=","JAY Z & KANYE WEST Gotta Have It",2103,"+4",103,"+14",13.406,"-0.164",54,"105",11,2103,497,13.57
16,"=","MARY J. BLIGE Mr. Wrong",2028,"-8",115,"-50",10.967,"+0.003",79,"--",15,2048,307,10.967
17,"=","DIGGY Do It Like You f/Jeremih",1933,"+29",250,"-17",12.246,"+0.292",70,"282",17,1933,351,12.246
18,"=","MONICA Until It's Gone",1445,"-17",24,"-62",6.451,"-0.047",111,"--",15,1566,276,7.91
19,"=","T-PAIN 5 O'clock f/Wiz Khalifa",1245,"-67",-446,"+26",6.329,"-0.342",124,"57",4,3130,442,16.639
20,"=","KIRKO BANGZ Drank In My Cup",1214,"+2",38,"+11",6.619,"+0.011",115,"147",20,1214,196,6.619
21,"=","BEYONCE Love On Top",1118,"+66",312,"+31",7.203,"+0.268",19,"--",21,1118,398,7.203
22,"=","RIHANNA Talk That Talk f/Jay-Z",1017,"+49",484,"-41",7.583,"+0.208",12,"106",22,1017,549,7.583
23,"=","TREY SONGZ Sex Ain't Better Than Love",1004,"+37",242,"-19",8.353,"+0.251",18,"727",23,1004,370,8.353
24,"=","MIGUEL Girls Like You",954,"+1",56,"+0",4.403,"+0.006",73,"--",21,954,188,4.403
25,"=","ROBIN THICKE Pretty Lil' Heart f/Lil Way...",940,"+8",41,"+27",4.751,"-0.079",58,"444",23,961,272,4.83
26,"+1","FRENCH MONTANA Shot Caller",860,"+37",252,"+7",4.927,"+0.080",23,"343",26,860,287,4.927
27,"-1","MEEK MILL House Party f/Young Chris",829,"-18",87,"-58",5.585,"-0.118",83,"285",25,847,188,5.703
28,"=","MINDLESS BEHAVIOR Girls Talkin Bout",819,"+17",53,"+12",3.426,"+0.011",68,"--",26,819,197,3.611
29,"+1","FUTURE Magic f/T.I.",746,"+18",223,"-48",4.013,"+0.099",13,"87",29,746,315,4.013
30,"-1","B.O.B Strange Clouds f/Lil Wayne",717,"-46",-137,"-67",2.325,"-0.307",85,"47",25,947,175,3.882
31,"=","TYRESE Stay",666,"+14",255,"-34",3.782,"-0.006",33,"--",31,666,317,3.833
32,"=","CJ HILTON Cold Summer",586,"+2",-23,"+6",2.145,"+0.060",75,"--",30,614,120,2.56
33,"=","ESTELLE Thank You",554,"+1",3,"-4",3.014,"+0.055",92,"559",33,634,84,3.017
34,"=","NICKI MINAJ Stupid Stupid",537,"+13",248,"-42",2.189,"-0.057",8,"--",34,537,331,2.246
35,"=","MAINO That Could Be Us",493,"+9",90,"-7",3.179,"+0.168",47,"374",35,493,123,3.179
36,"=","FUTURE Go Harder",420,"-21",-160,"+15",0.887,"-0.066",52,"--",27,761,242,1.942
37,"+2","PROBLEM Last Love",384,"+9",9,"+11",0.96,"+0.009",77,"--",33,678,176,2.047
38,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",372,"-7",-59,"+2",1.236,"-0.042",61,"6",36,450,127,1.487
39,"-2","ELLE VARNER Only Wannna Give It To You",357,"-23",-153,"+6",1.931,"-0.152",132,"--",14,1929,293,10.186
40,"+2","FAT JOE Another Round f/Chris Brown",345,"+23",70,"+44",2.238,"+0.096",27,"118",40,371,70,2.647
41,"-1","LOVERANCE Up! f/50 Cent",341,"+9",123,"-12",2.465,"+0.033",6,"--",40,341,139,2.465
42,"-1","ROSCOE DASH Good Good Night",332,"+2",-84,"+34",1.468,"+0.066",128,"305",26,1000,207,4.717
43,"+1","DRAKE Take Care f/Rihanna",319,"+13",43,"-5",5.383,"+0.071",12,"20",43,319,48,5.383
44,"-1","JAY-Z Glory f/B.I.C.",305,"-11",-11,"-4",1.778,"-0.052",14,"--",40,388,388,2.944
45,"=","YOUNG JEEZY SupaFreak f/2 Chainz",303,"+9",75,"-1",2.275,"-0.027",5,"874",44,303,109,2.404
46,"=","TRAVIS PORTER Ayy Ladies f/Tyga",292,"+14",18,"+5",1.834,"-0.016",10,"--",44,292,73,1.979
47,"=","BUSTA RHYMES Why Stop Now f/Chris Brown",268,"-9",-77,"-2",1.131,"+0.004",39,"--",41,396,173,1.619
48,"=","YO GOTTI Harder f/Rick Ross",266,"+21",138,"+20",0.649,"+0.046",2,"--",48,266,138,0.649
49,"--","ASHANTI The Woman You Love f/Busta",252,"--",159,"--",1.554,"--",1,"--",49,252,159,1.554
50,"-1","MGK Wild Boy f/Waka Flocka Flame",246,"+3",-15,"+1",1.167,"+0.050",9,"84",48,267,79,1.255
