"Title","Artist","Spins"
"Started From The ...","DRAKE",3986
"Love Me f/Drake &...","LIL WAYNE",3968
"Pour It Up","RIHANNA",3901
"Poetic Justice f/...","KENDRICK LAMAR",3563
"Loveeeeeee Song f...","RIHANNA",3273
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",3266
"Bad f/Tiara Thoma...","WALE",3135
"F**kin Problems f...","A$AP ROCKY",2999
"Love And War","TAMAR BRAXTON",2578
"Still In This B**...","B.O.B",2524
"RIP f/2 Chainz","YOUNG JEEZY",2150
"Kisses Down Low","KELLY ROWLAND",2054
"Karate Chop f/Cas...","FUTURE",2034
"Bugatti f/Future ...","ACE HOOD",2025
"Neva End f/Kelly ...","FUTURE",1844
"All Gold Everythi...","TRINIDAD JAMES",1351
"I Like It","SEVYN STREETER",1286
"Fumble","TREY SONGZ",1259
"Keep Her On The L...","MINDLESS BEHAVIOR",1250
"Ready f/Chris Bro...","FABOLOUS",1222
"Show Out f/Young ...","JUICY J",1142
"I'm Different","2 CHAINZ",1098
"Better Be Good","RAVAUGHN",1029
"Power Trip f/Migu...","J. COLE",943
"Leggo f/2 Chainz","B. SMYTH",930
"Hello Love","T.RONE",892
"Freaks f/Nicki Mi...","FRENCH MONTANA",789
"Make A Little Roo...","JARVIS",710
"Believe It","MEEK MILL",667
"Hello f/Cee-Lo Gr...","T.I.",657
"How Many Drinks?","MIGUEL",620
"Keep It Trill","KIRKO BANGZ",620
"Female$ Welcomed","TRINIDAD JAMES",585
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",571
"So Many Girls f/W...","DJ DRAMA",563
"Disqualified f/Wa...","YO GOTTI",550
"Dope f/Rick Ross","TYGA",544
"All That (Lady)","GAME",532
"M.I.A. f/Wale","OMARION",476
"B**ch, Don't Kill...","KENDRICK LAMAR",454
"Exclusive f/B.O.B...","CA$H OUT",418
"I Got That f/Meek...","KAYLA BRIANNA",404
"Booty Me Down","KSTYLIS",369
"Love Connection","RAHEEM DEVAUGHN",365
"Tapout f/Birdman,...","RICH GANG",349
"Gangsta","KAT DAHLIA",337
"Body Party","CIARA",332
"Whats Happenin","LIL NUKE",298
"Slow It Down f/Fa...","THE-DREAM",274
"Lolita","LEAH LABELLE",268
