"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4489,-18,-109,25,31.686,-0.243,45,1,4671,741,34.283
2,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3938,35,542,-5,27.607,0.302,39,2,3938,989,27.607
3,"=","BIG SEAN My Last f/Chris Brown",3849,20,86,-37,26.044,0.039,45,2,3849,461,26.108
4,"=","MIGUEL Sure Thing",3712,-5,-229,29,27.197,-0.157,45,1,4364,460,30.251
5,"=","CHRIS BROWN She Ain't You",3677,-25,45,-62,25.062,-0.385,45,4,3702,630,25.447
6,"=","MARSHA AMBROSIUS Far Away",2942,6,18,50,17.571,-0.161,45,5,3066,397,19.884
7,"=","LLOYD Cupid",2663,10,297,-29,14.67,-0.003,45,7,2663,335,14.673
8,"+1","LIL WAYNE How To Love",2606,125,891,39,17.689,0.778,22,8,2606,891,17.689
9,"-1","TREY SONGZ Unusual f/Drake",2574,39,314,11,18.754,0.203,45,8,2574,477,18.754
10,"=","JAMIE FOXX Best Night Of My Life",2032,-43,-15,-56,12.221,-0.201,45,10,2117,311,12.458
11,"=","CHRIS BROWN Look At Me Now",1925,-2,-332,103,15.431,0.081,45,2,3494,0,26.238
12,"=","ACE HOOD Hustle Hard",1868,-36,-282,22,11.185,-0.213,45,7,2503,97,14.627
13,"=","YOUNG JEEZY Ballin f/Lil Wayne",1793,23,155,-2,9.466,-0.106,45,13,1793,359,9.572
14,"=","RIHANNA Man Down",1788,38,336,-7,12.934,0.182,45,14,1788,421,12.934
15,"=","KERI HILSON One Night Stand",1655,-28,-60,-28,10.608,-0.223,45,13,1779,229,11.051
16,"=","YC Racks f/Future",1622,-46,-316,-12,8.039,-0.353,45,4,3411,104,19.707
17,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1458,41,125,56,12.114,0.419,45,17,1458,246,12.114
18,"=","NICKI MINAJ Did It On'em",1218,-64,-376,-18,6.21,-0.309,45,5,3129,0,17.338
19,"+3","NICKI MINAJ Super Bass",1169,90,494,56,8.436,0.537,16,19,1169,494,8.436
20,"-1","MEEK MILL/RICK ROSS Tupac Back",1128,-2,-26,8,5.97,-0.034,45,19,1185,380,6.473
21,"=","WIZ KHALIFA On My Level f/Too Short",1114,4,37,-22,5.605,0.101,31,20,1114,356,5.605
22,"-2","RICK ROSS 9 Piece f/Lil Wayne",1110,-8,146,-32,5.619,-0.248,45,20,1118,297,5.867
23,"=","BEYONCE Best Thing I Never Had",1076,44,141,21,5.409,0.194,20,23,1076,481,5.409
24,"=","YO GOTTI We Can Get It On",1027,31,112,34,5.948,0.077,45,24,1027,112,5.948
25,"+2","FRANK OCEAN Novacane",985,41,219,21,6.806,0.259,37,25,985,236,6.806
26,"=","T-PAIN Booty Wurk (One Cheek At A...",975,11,122,-29,5.64,0.023,30,26,975,373,5.64
27,"+1","LIL WAYNE John f/Rick Ross",930,4,-16,69,6.92,0.21,45,14,1723,37,10.408
28,"-3","WIZ KHALIFA Roll Up",926,-42,-181,-17,4.831,-0.299,45,6,3062,0,16.439
29,"+2","MIGUEL Quickie",913,59,553,13,5.882,0.298,10,29,913,553,5.882
30,"=","TRAVIS PORTER Bring It Back",895,-10,-53,26,4.841,0.048,45,22,1288,9,7.626
31,"-2","MARY J. BLIGE Someone To Love Me (Naked)",853,-66,-371,-28,3.898,-0.279,45,17,1422,100,7.848
32,"=","BIG K.R.I.T. Country Sh**",819,10,82,-4,2.792,0.021,41,31,819,277,2.792
33,"=","JENNIFER HUDSON No One Gonna Love You",732,18,50,18,3.256,0.06,25,33,732,271,3.256
34,"+1","SEAN GARRETT In Da Box f/Rick Ross",675,8,42,-7,2.902,0.02,32,34,675,176,2.902
35,"-1","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",654,-29,-112,-10,3.967,-0.185,45,20,1513,10,9.225
36,"=","ESTELLE Break My Heart f/Rick Ross",621,30,176,2,3.764,0.101,31,36,621,200,3.764
37,"=","DIDDY-DIRTY MONEY Your Love f/Trey Songz",550,-28,-197,10,2.961,-0.125,45,12,2053,94,9.345
38,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",537,23,83,15,3.274,0.008,45,38,537,104,3.879
39,"+2","ACE HOOD Go & Get It",502,11,202,-17,2.061,-0.052,9,39,502,229,2.113
40,"=","BEYONCE Run The World (Girls)",481,-29,-219,-7,2.224,-0.092,45,16,1686,271,9.235
41,"-2","K' LA All Your Love",477,-37,-118,-16,1.914,-0.179,45,27,955,157,3.67
42,"+1","BOBBY V Grab Somebody f/Twista",447,1,21,-6,1.984,-0.117,19,42,451,216,2.291
43,"-1","BIRDMAN I Get Money f/Lil Wayne",438,-13,-116,-2,2.39,-0.019,45,33,695,186,2.799
44,"=","JILL SCOTT So In Love f/Anthony Hamilton",371,-17,28,-34,2.384,-0.082,22,44,388,119,2.476
45,"+1","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",358,7,155,-22,1.469,0.025,6,45,358,177,1.469
46,"-1","K. MICHELLE How Many Times",353,-21,-116,18,1.45,-0.072,45,24,1030,106,4.983
47,"=","GORILLA ZOE Twisted f/Lil Jon",317,-7,-120,21,1.078,-0.032,45,34,712,129,2.596
48,"+2","LEDISI Pieces Of Me",291,30,167,22,1.543,0.063,2,48,291,167,1.543
49,"-1","SNOOP DOGG Platinum f/R. Kelly",270,-29,-239,6,0.828,-0.096,45,31,799,112,3.192
50,"-1","KIRK FRANKLIN I Smile",265,-9,18,-7,1.63,-0.065,29,46,294,42,1.749
