"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","WALE Lotus Flower Bomb f/Miguel",4260,-8,-109,-3,27.374,-0.058,86,"95",1,4405,550,29.272
2,"=","BIG SEAN Dance (A$$)",3663,-37,-192,-81,23.686,-0.45,99,"23",2,3855,477,25.691
3,"=","BEYONCE Party f/Kanye & Andre",3405,-40,-178,-15,23.443,-0.436,131,"444",1,4426,708,28.224
4,"+1","DRAKE Make Me Proud f/Nicki Minaj",3321,26,-36,15,23.078,0.198,75,"39",4,3363,505,24.9
5,"-1","JAY Z & KANYE WEST N***** In Paris",3314,-18,-284,21,24.639,0.131,129,"6",1,4191,624,29.189
6,"=","RICK ROSS You The Boss f/Nicki Minaj",3044,-8,11,-38,17.682,-0.069,88,"138",6,3066,534,18.275
7,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2756,-19,-47,-17,13.428,-0.165,103,"26",4,3130,442,16.639
8,"=","J. COLE Can't Get Enough f/Trey Songz",2438,15,-60,21,15.651,0.187,68,"--",8,2541,459,17.114
9,"=","LIL WAYNE She Will f/Drake",2364,-39,-60,-42,15.528,-0.335,145,"94",1,4043,954,29.033
10,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",2331,49,115,9,14.579,0.453,42,"150",10,2331,635,14.633
11,"=","DRAKE Headlines",2249,-9,4,-22,15.033,-0.153,152,"28",1,3923,686,27.599
12,"=","WALE That Way f/Jeremih & Rick Ross",2091,-20,-114,-42,15.987,0.023,198,"--",3,3726,421,25.014
13,"=","WAKA FLOCKA FLAME Round Of Applause f/Dr...",1743,11,2,-4,10.134,-0.233,78,"211",13,1777,306,11.754
14,"=","ACE HOOD Body 2 Body f/Chris Brown",1617,-24,-101,-20,10.923,-0.109,171,"--",6,2648,389,19.475
15,"=","BEYONCE Countdown",1530,30,72,39,10.487,0.235,83,"145",15,1530,406,10.487
16,"=","JAY Z & KANYE WEST Gotta Have It",1484,7,108,-23,9.897,0.036,33,"210",16,1484,497,9.983
17,"+1","CHRIS BROWN Strip f/Kevin McCall",1415,34,143,12,9.103,0.017,33,"92",17,1415,341,9.103
18,"-1","MARY J. BLIGE Mr. Wrong",1410,-2,-94,-7,7.409,0.046,58,"--",15,1504,307,8.031
19,"=","MELANIE FIONA 4 AM",1381,12,6,13,6.956,0.166,128,"326",17,1401,209,6.993
20,"=","DIGGY Do It Like You f/Jeremih",1329,-1,5,-15,8.24,-0.103,49,"205",18,1349,351,8.787
21,"=","CHRIS BROWN Wet The Bed",1261,-27,18,-36,8.849,-0.162,164,"555",5,3444,405,22.308
22,"+1","J. COLE Workout",1206,-7,9,-18,8.57,-0.075,159,"16",9,2285,358,12.906
23,"-1","MONICA Until It's Gone",1196,-22,-108,1,5.361,-0.169,90,"--",15,1566,276,7.91
24,"=","ELLE VARNER Only Wannna Give It To You",1161,-13,16,-28,5.455,-0.12,111,"--",14,1929,293,10.186
25,"=","BIG SEAN Marvin & Chardonnay",1097,-31,0,-46,7.805,-0.19,188,"214",1,3834,552,25.854
26,"=","KIRKO BANGZ Drank In My Cup",1093,17,1,35,5.06,0.108,94,"234",23,1110,196,5.559
27,"+1","DRAKE The Motto f/Lil Wayne",976,55,214,28,8.39,0.46,36,"12",27,976,214,8.39
28,"-1","TYGA Rack City",972,32,131,14,6.46,0.209,28,"11",27,972,317,6.46
29,"=","B.O.B Strange Clouds f/Lil Wayne",911,2,-5,2,3.672,-0.029,64,"34",27,916,175,3.882
30,"=","ROBIN THICKE Pretty Lil' Heart f/Lil Way...",903,12,73,10,4.142,-0.006,37,"494",29,903,272,4.148
31,"=","RED CAFE Fly Together f/Rick Ross",857,-10,-73,1,4.257,-0.284,113,"--",23,1177,259,5.235
32,"=","ROSCOE DASH Good Good Night",714,-23,-5,-26,3.04,-0.172,107,"513",26,1000,207,4.717
33,"=","T.I. I'm Flexin f/Big K.R.I.T.",705,-11,-29,1,2.984,-0.008,92,"815",19,1327,420,7.072
34,"+1","FUTURE Go Harder",679,12,131,7,1.742,0.045,31,"--",34,679,242,1.742
35,"-1","BIRDMAN Y.U. Mad f/Nicki Minaj",670,-16,-123,-4,1.995,-0.09,106,"141",19,1229,386,4.66
36,"=","MIGUEL Girls Like You",642,16,78,13,2.774,-0.016,52,"--",36,642,188,2.834
37,"=","MEEK MILL House Party f/Young Chris",623,9,68,17,4.722,0.116,62,"324",34,665,188,4.722
38,"+1","CJ HILTON Cold Summer",593,7,38,12,2.471,0.062,54,"--",37,593,120,2.56
39,"-1","MINDLESS BEHAVIOR Girls Talkin Bout",593,-12,-21,-21,2.507,0.037,47,"--",35,651,197,2.799
