"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY ROWLAND Motivation f/Lil Wayne",4352,"+2",-137,"+20",31.271,"-0.009",52,1,4671,741,34.283
2,"=","DJ KHALED I'm On One f/Drake, Rick Ross",4309,"+77",371,"+42",30.516,"+0.417",46,2,4309,989,30.516
3,"=","BIG SEAN My Last f/Chris Brown",3812,"-25",-37,"-45",25.369,"-0.362",52,2,3871,461,26.108
4,"=","MIGUEL Sure Thing",3699,"-19",-13,"-14",27.273,"-0.195",52,1,4364,460,30.251
5,"=","CHRIS BROWN She Ain't You",3602,"+3",-75,"+28",24.234,"-0.038",52,4,3708,630,25.447
6,"=","LIL WAYNE How To Love",3362,"+107",756,"-18",22.065,"+0.542",29,6,3362,891,22.065
7,"=","TREY SONGZ Unusual f/Drake",2800,"+25",226,"-14",19.41,"+0.124",52,7,2800,477,19.41
8,"=","LLOYD Cupid",2622,"-11",-41,"-21",13.79,"-0.184",52,7,2694,335,14.796
9,"=","MARSHA AMBROSIUS Far Away",2431,"-104",-511,"-110",14.283,"-0.594",52,5,3066,397,19.884
10,"=","YOUNG JEEZY Ballin f/Lil Wayne",2065,"+18",272,"-5",10.385,"+0.194",52,10,2065,359,10.385
11,"=","RIHANNA Man Down",2012,"+15",224,"-23",14.025,"-0.052",52,11,2012,421,14.077
12,"+3","LUPE FIASCO Out Of My Head f/Trey Songz",1691,"+6",233,"-35",13.231,"-0.080",52,12,1691,303,13.311
13,"+1","ACE HOOD Hustle Hard",1685,"-29",-183,"+7",9.871,"+0.036",52,7,2503,97,14.627
14,"-2","CHRIS BROWN Look At Me Now",1675,"-68",-250,"-66",13.199,"-0.551",52,2,3494,0,26.238
15,"+1","NICKI MINAJ Super Bass",1659,"+49",490,"-41",10.645,"+0.092",23,15,1659,554,10.645
16,"-3","JAMIE FOXX Best Night Of My Life",1655,"-62",-377,"-19",10.201,"-0.284",52,10,2117,311,12.458
17,"+1","YC Racks f/Future",1386,"-16",-236,"+30",7.369,"+0.239",52,4,3411,104,19.707
18,"-1","KERI HILSON One Night Stand",1379,"-63",-276,"-35",8.608,"-0.499",52,13,1779,229,11.051
