"Title","Artist","Spins"
"Love Me f/Drake &...","LIL WAYNE",3957
"Pour It Up","RIHANNA",3932
"Started From The ...","DRAKE",3919
"Poetic Justice f/...","KENDRICK LAMAR",3627
"Loveeeeeee Song f...","RIHANNA",3278
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",3196
"Bad f/Tiara Thoma...","WALE",3085
"F**kin Problems f...","A$AP ROCKY",3005
"Love And War","TAMAR BRAXTON",2594
"Still In This B**...","B.O.B",2513
"RIP f/2 Chainz","YOUNG JEEZY",2161
"Kisses Down Low","KELLY ROWLAND",2067
"Karate Chop f/Cas...","FUTURE",2000
"Bugatti f/Future ...","ACE HOOD",1996
"Neva End f/Kelly ...","FUTURE",1904
"All Gold Everythi...","TRINIDAD JAMES",1385
"Fumble","TREY SONGZ",1330
"I Like It","SEVYN STREETER",1275
"Keep Her On The L...","MINDLESS BEHAVIOR",1241
"Ready f/Chris Bro...","FABOLOUS",1186
"Show Out f/Young ...","JUICY J",1136
"I'm Different","2 CHAINZ",1119
"Better Be Good","RAVAUGHN",1048
"Power Trip f/Migu...","J. COLE",944
"Leggo f/2 Chainz","B. SMYTH",922
"Hello Love","T.RONE",850
"Freaks f/Nicki Mi...","FRENCH MONTANA",787
"Make A Little Roo...","JARVIS",717
"Believe It","MEEK MILL",657
"Hello f/Cee-Lo Gr...","T.I.",654
"Keep It Trill","KIRKO BANGZ",628
"Female$ Welcomed","TRINIDAD JAMES",574
"How Many Drinks?","MIGUEL",571
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",562
"Dope f/Rick Ross","TYGA",557
"So Many Girls f/W...","DJ DRAMA",554
"All That (Lady)","GAME",553
"Disqualified f/Wa...","YO GOTTI",543
"M.I.A. f/Wale","OMARION",539
"Exclusive f/B.O.B...","CA$H OUT",419
"B**ch, Don't Kill...","KENDRICK LAMAR",411
"I Got That f/Meek...","KAYLA BRIANNA",406
"Love Connection","RAHEEM DEVAUGHN",368
"Booty Me Down","KSTYLIS",365
"Gangsta","KAT DAHLIA",327
"Tapout f/Birdman,...","RICH GANG",312
"Body Party","CIARA",301
"Whats Happenin","LIL NUKE",294
"Lolita","LEAH LABELLE",278
"Slow It Down f/Fa...","THE-DREAM",267
