"Title","Artist","Spins"
"Trap Queen","FETTY WAP",4170
"Earned It","THE WEEKND",3977
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",3592
"Truffle Butter f/Drake...","NICKI MINAJ",3418
"Blessings f/Drake","BIG SEAN",3403
"Post To Be f/Chris Brown&Jhene","OMARION",3060
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",2555
"How About Now","DRAKE",2448
"F*ck Up Some Commas","FUTURE",2317
"I Bet","CIARA",2314
"Ayo","CHRIS BROWN & TYGA",2272
"Slow Motion","TREY SONGZ",2184
"The Matrimony f/Usher","WALE",2117
"Feeling Myself f/Beyonce","NICKI MINAJ",2075
"7/11","BEYONCE",1955
"Lil Bit","K CAMP",1822
"One Time","MIGOS",1481
"Bitch Better Have My Money","RIHANNA",1463
"Flicka Da Wrist","CHEDDA DA CONNECT",1376
"Don't Kill The Fun","SEVYN STREETER",1325
"Private Show f/Chris Brown","T.I.",1286
"That's My S**t","THE-DREAM",1261
"Good Lovin f/Miguel","LUDACRIS",1239
"I Don't Get Tired (#IDGT)","KEVIN GATES",1191
"King Kunta","KENDRICK LAMAR",1174
"Classic Man","JIDENNA",1074
"Uptown Funk f/Bruno Mars","MARK RONSON",1028
"Wet Dreamz","J. COLE",1019
"It's Not My Fault f/T.I.","ANTHONY LEWIS",964
"Tell Em f/Young Thug & RH Quan","RICH GANG",860
"You Changed Me f/Chris Brown","JAMIE FOXX",828
"Flex","RICH HOMIE QUAN",793
"Apparently","J. COLE",755
"Good Enough f/Jussie Smollett","EMPIRE CAST",752
"Somebody Else","RICO LOVE",743
"Be Real f/Dej Loaf","KID INK",723
"Planes f/J. Cole","JEREMIH",693
"Monster","MEEK MILL",608
"Mind Right","TK N CASH",591
"Peaches & Cream","SNOOP DOGG",582
"CoCo","O.T. GENASIS",558
"See You Again f/Charlie Puth","WIZ KHALIFA",487
"Doo Doo","TROY AVE",476
"Somebody f/Jeremih","NATALIE LA ROSE",458
"Energy","DRAKE",426
"Hard To Do","K. MICHELLE",423
"Ratchet Commandments","TINK",405
"Dumb S**t","TYRESE",384
"Pulled Up f/2 Chainz","YOUNG DOLPH",342
"Make Sum Shake","COOL AMERIKA",309
