"Title","Artist","Spins"
"My Way f/Monty","FETTY WAP",4447
"Flex","RICH HOMIE QUAN",4315
"Planes f/J. Cole","JEREMIH",3732
"Classic Man","JIDENNA",3449
"Bitch Better Have My Money","RIHANNA",3329
"All Eyes On You f/Minaj/Brown","MEEK MILL",3179
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",2801
"This Could Be Us","RAE SREMMURD",2647
"Comfortable","K CAMP",2396
"Post To Be f/Chris Brown&Jhene","OMARION",2352
"Watch Me","SILENTO",2225
"We In Da City","YOUNG DRO",2077
"Alright","KENDRICK LAMAR",1802
"Nasty Freestyle","T-WAYNE",1727
"679 f/Remy Boyz...","FETTY WAP",1639
"About You","TREY SONGZ",1573
"Liquor","CHRIS BROWN",1403
"Be Real f/Dej Loaf","KID INK",1396
"The Hills","THE WEEKND",1331
"Energy","DRAKE",1309
"Just Right For Me","MONICA X LIL WAYNE",1242
"Where Ya At f/Drake","FUTURE",1155
"Cha Cha","D.R.A.M",1110
"Poppin","RICO RICHIE",1106
"Coffee","MIGUEL",1083
"I'm Up f/Kid Ink","OMARION",955
"If I Don't Have You","TAMAR BRAXTON",942
"See You Again f/Charlie Puth","WIZ KHALIFA",935
"Wet Dreamz","J. COLE",917
"One Man Can Change The World","BIG SEAN",898
"No Sleeep","JANET JACKSON",754
"Make Sum Shake","COOL AMERIKA",710
"Yoga","JANELLE MONAE & JIDENNA",710
"Dance Like We're Making Love","CIARA",707
"Back Up f/Big Sean","DEJ LOAF",705
"Blase f/Future & Rae Sremmurd","TY DOLLA $IGN",703
"Pipe It Up","MIGOS",668
"Back To Back","DRAKE",620
"Nothing But Trouble","LIL WAYNE & CHARLIE PUTH",601
"Rihanna f/Young Thug","YO GOTTI",598
"Tied Up f/DeJ Loaf","CASEY VEGGIES",564
"100 f/Drake","GAME",545
"Here","ALESSIA CARA",529
"Cheerleader","OMI",471
"Real Sisters","FUTURE",447
"Choices","E-40",412
"Sauce","LIL GEORGE",410
"Don't","BRYSON TILLER",409
"No Role Modelz","J. COLE",388
"Like Me f/Jeremih","LIL DURK",386
