"Title","Artist","Spins"
"Trap Queen","FETTY WAP",4249
"Earned It","THE WEEKND",3824
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",3686
"Truffle Butter f/Drake...","NICKI MINAJ",3474
"Blessings f/Drake","BIG SEAN",3123
"Post To Be f/Chris Brown&Jhene","OMARION",2826
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",2530
"Ayo","CHRIS BROWN & TYGA",2477
"How About Now","DRAKE",2464
"I Bet","CIARA",2315
"F*ck Up Some Commas","FUTURE",2287
"Feeling Myself f/Beyonce","NICKI MINAJ",2154
"Slow Motion","TREY SONGZ",2091
"7/11","BEYONCE",2078
"The Matrimony f/Usher","WALE",2062
"Lil Bit","K CAMP",1722
"Good Lovin f/Miguel","LUDACRIS",1518
"Don't Kill The Fun","SEVYN STREETER",1490
"One Time","MIGOS",1444
"Bitch Better Have My Money","RIHANNA",1413
"Private Show f/Chris Brown","T.I.",1285
"That's My S**t","THE-DREAM",1218
"Flicka Da Wrist","CHEDDA DA CONNECT",1188
"Uptown Funk f/Bruno Mars","MARK RONSON",1166
"I Don't Get Tired (#IDGT)","KEVIN GATES",1162
"Classic Man","JIDENNA",1071
"King Kunta","KENDRICK LAMAR",982
"It's Not My Fault f/T.I.","ANTHONY LEWIS",934
"Tell Em f/Young Thug & RH Quan","RICH GANG",871
"Wet Dreamz","J. COLE",859
"Apparently","J. COLE",824
"You Changed Me f/Chris Brown","JAMIE FOXX",773
"Somebody Else","RICO LOVE",760
"Flex","RICH HOMIE QUAN",729
"Good Enough f/Jussie Smollett","EMPIRE CAST",701
"Planes f/J. Cole","JEREMIH",701
"Mind Right","TK N CASH",677
"Be Real f/Dej Loaf","KID INK",664
"Peaches & Cream","SNOOP DOGG",611
"Monster","MEEK MILL",602
"CoCo","O.T. GENASIS",589
"Doo Doo","TROY AVE",482
"Dumb S**t","TYRESE",420
"See You Again f/Charlie Puth","WIZ KHALIFA",418
"Somebody f/Jeremih","NATALIE LA ROSE",415
"Ratchet Commandments","TINK",409
"Energy","DRAKE",403
"Hard To Do","K. MICHELLE",397
"All I Wanna Do","VEDO",346
"10 Bands","DRAKE",315
