"Title","Artist","Spins"
"Flex","RICH HOMIE QUAN",4209
"Bitch Better Have My Money","RIHANNA",3942
"My Way f/Monty","FETTY WAP",3770
"The Matrimony f/Usher","WALE",3054
"Slow Motion","TREY SONGZ",3004
"Classic Man","JIDENNA",2932
"Planes f/J. Cole","JEREMIH",2929
"Post To Be f/Chris Brown&Jhene","OMARION",2919
"Watch Me","SILENTO",2905
"See You Again f/Charlie Puth","WIZ KHALIFA",2620
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",2586
"Be Real f/Dej Loaf","KID INK",2239
"This Could Be Us","RAE SREMMURD",2152
"All Eyes On You f/Minaj/Brown","MEEK MILL",2117
"F*ck Up Some Commas","FUTURE",1894
"We In Da City","YOUNG DRO",1702
"Million","TINK",1614
"Nasty Freestyle","T-WAYNE",1558
"Wet Dreamz","J. COLE",1529
"Comfortable","K CAMP",1513
"Yoga","JANELLE MONAE & JIDENNA",1454
"Coffee","MIGUEL",1204
"Alright","KENDRICK LAMAR",1118
"Make Sum Shake","COOL AMERIKA",1088
"Just Right For Me","MONICA X LIL WAYNE",1017
"Private Show f/Chris Brown","T.I.",962
"If I Don't Have You","TAMAR BRAXTON",899
"Energy","DRAKE",890
"About You","TREY SONGZ",888
"Cha Cha","D.R.A.M",872
"Somebody f/Jeremih","NATALIE LA ROSE",821
"One Man Can Change The World","BIG SEAN",812
"Like Me f/Jeremih","LIL DURK",747
"Flicka Da Wrist","CHEDDA DA CONNECT",685
"The Hills","THE WEEKND",682
"Poppin","RICO RICHIE",660
"Liquor","CHRIS BROWN",647
"For Everybody f/Wiz Khalifa","JUICY J",619
"No Sleeep","JANET JACKSON",602
"Tied Up f/DeJ Loaf","CASEY VEGGIES",598
"Hard To Do","K. MICHELLE",582
"I'm Up f/Kid Ink","OMARION",556
"Dance Like We're Making Love","CIARA",509
"Choices","E-40",479
"Hip Hop","AUGUST ALSINA",457
"Here","ALESSIA CARA",433
"3500 f/Future & 2  Chainz","TRAVI$ SCOTT",424
"Brown Sugar f/Lil Wayne","RAY J",406
"Sauce","LIL GEORGE",379
"Can't Feel My Face","THE WEEKND",376
