"Title","Artist","Spins"
"Lemme See f/Rick Ros...","USHER",3915
"No Lie f/Drake","2 CHAINZ",3800
"Mercy f/Big Sean/Pus...","KANYE WEST",3689
"Bag Of Money f/Rick ...","WALE",3287
"Take It To The Head","DJ KHALED",2941
"Nobody's Perfect","J. COLE",2626
"Heart Attack","TREY SONGZ",2500
"2 Reasons /T.I.","TREY SONGZ",2352
"Work Hard, Play Hard","WIZ KHALIFA",2328
"Amen f/Drake & Jerem...","MEEK MILL",2314
"Cashin Out","CASH OUT",2121
"Till I Die f/Wiz Kha...","CHRIS BROWN",1985
"Touch 'N You f/Usher","RICK ROSS",1730
"My Homies Still f/Bi...","LIL WAYNE",1711
"Snapbacks & Tattoos","DRIICKY GRAHAM",1576
"Crew Love f/The Week...","DRAKE",1546
"Beez In The Trap f/2...","NICKI MINAJ",1493
"Why f/Rick Ross","MARY J. BLIGE",1472
"Sweet Love","CHRIS BROWN",1302
"Enough Of No Love f/...","KEYSHIA COLE",1281
"Adorn","MIGUEL",1194
"Refill","ELLE VARNER",1163
"Put It Down f/Chris ...","BRANDY",1161
"Lazy Love","NE-YO",1081
"Turn On The Lights","FUTURE",1029
"Born Stunna f/Rick R...","BIRDMAN",954
"Pop That f/Rick Ross","FRENCH MONTANA",926
"HYFR (Hell Ya F**kin...","DRAKE",888
"I Got That Sack","YO GOTTI",849
"Dance For You","BEYONCE",844
"Let's Talk f/Rick Ro...","OMARION",819
"Thinking About You","FRANK OCEAN",634
"Mirror f/Lil Wayne","BOBBY V",602
"I Don't Like f/Lil R...","CHIEF KEEF",596
"Same Damn Time","FUTURE",575
"The Recipe f/Dr. Dre","KENDRICK LAMAR",525
"Tell Her Again","STERLING SIMMS",511
"4 Letter Word","DIGGY",503
"Get Low f/Nicki Mina...","WAKA FLOCKA FLAME",480
"I Wish You Would","DJ KHALED",474
"Dope Chick f/Pusha T","THE-DREAM",473
"Right By My Side f/C...","NICKI MINAJ",438
"Jingalin","LUDACRIS",434
"Pride N Joy","FAT JOE",422
"Da Wop","LIL CHUCKEE",353
"Val Venis","KING L",313
"Do It f/K-Camp","MYKKO MONTANA",313
"B.L.A.B (Ballin Like...","ACE HOOD",312
"Legal","KRUSHAI",284
"We Love","RAY LAVENDER",275
