"Title","Artist","Spins"
"F**kin Problems f...","A$AP ROCKY",3925
"All Gold Everythi...","TRINIDAD JAMES",3786
"Pour It Up","RIHANNA",3670
"Neva End f/Kelly ...","FUTURE",3328
"Ball f/Lil Wayne","T.I.",3035
"Wicked Games","THE WEEKND",3032
"Poetic Justice f/...","KENDRICK LAMAR",3022
"I'm Different","2 CHAINZ",2712
"Don't Judge Me","CHRIS BROWN",2234
"Trust And Believe","KEYSHIA COLE",2227
"Love Me f/Drake &...","LIL WAYNE",2128
"Remember You f/Th...","WIZ KHALIFA",2114
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",1568
"Brand New Me","ALICIA KEYS",1496
"Love And War","TAMAR BRAXTON",1484
"Guap","BIG SEAN",1409
"Loveeeeeee Song f...","RIHANNA",1392
"RIP f/2 Chainz","YOUNG JEEZY",1345
"Diamonds","RIHANNA",1330
"Fumble","TREY SONGZ",1226
"Do You","MIGUEL",1155
"Still In This B**...","B.O.B",1105
"Check","YO GOTTI",1016
"Love Sosa","CHIEF KEEF",1013
"M.I.A. f/Wale","OMARION",984
"She Don't Put It ...","JOE BUDDEN",907
"I Like It","SEVYN STREETER",790
"Another One f/Fut...","SLICE9",678
"Bugatti f/Future ...","ACE HOOD",620
"Make A Little Roo...","JARVIS",617
"Better Be Good","RAVAUGHN",600
"Kisses Down Low","KELLY ROWLAND",596
"Started From The ...","DRAKE",593
"Yellow Tape f/Lil...","FAT JOE",593
"Used By You","MARCUS CANTY",581
"Dope f/Rick Ross","TYGA",580
"Bad f/Tiara Thoma...","WALE",574
"Freedom","NICKI MINAJ",566
"Who Booty f/Frenc...","JONN HART",494
"Cold War","MARSHA AMBROSIUS",476
"Keep It Trill","KIRKO BANGZ",434
"Show Out f/Young ...","JUICY J",416
"Nachos","ROCKO",414
"Keep Her On The L...","MINDLESS BEHAVIOR",399
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",334
"Karate Chop f/Cas...","FUTURE",329
"Ready f/Chris Bro...","FABOLOUS",306
"Hello Love","T.RONE",303
"Leggo f/2 Chainz","B. SMYTH",288
"","",280
