"Title","Artist","Spins"
"Mercy f/Big Sean/Pus...","KANYE WEST",3897
"Nobody's Perfect","J. COLE",3602
"Lemme See f/Rick Ros...","USHER",3476
"Heart Attack","TREY SONGZ",3389
"Take It To The Head","DJ KHALED",3351
"No Lie f/Drake","2 CHAINZ",3213
"Cashin Out","CASH OUT",2533
"Bag Of Money f/Rick ...","WALE",2425
"Beez In The Trap f/2...","NICKI MINAJ",2390
"Work Hard, Play Hard","WIZ KHALIFA",2002
"Refill","ELLE VARNER",1910
"Climax","USHER",1890
"Why f/Rick Ross","MARY J. BLIGE",1732
"Touch 'N You f/Usher","RICK ROSS",1629
"Crew Love f/The Week...","DRAKE",1599
"Sweet Love","CHRIS BROWN",1562
"2 Reasons /T.I.","TREY SONGZ",1551
"Leave You Alone f/Ne...","YOUNG JEEZY",1534
"Till I Die f/Wiz Kha...","CHRIS BROWN",1519
"Amen f/Drake & Jerem...","MEEK MILL",1439
"HYFR (Hell Ya F**kin...","DRAKE",1370
"Snapbacks & Tattoos","DRIICKY GRAHAM",1327
"My Homies Still f/Bi...","LIL WAYNE",1291
"Birthday Cake","RIHANNA",1258
"Same Damn Time","FUTURE",1255
"I Got That Sack","YO GOTTI",1146
"The Recipe f/Dr. Dre","KENDRICK LAMAR",1061
"Lazy Love","NE-YO",834
"I Don't Really Care","WAKA FLOCKA FLAME",825
"Put It Down f/Chris ...","BRANDY",773
"Let's Talk f/Rick Ro...","OMARION",721
"Born Stunna f/Rick R...","BIRDMAN",690
"Right By My Side f/C...","NICKI MINAJ",626
"Dance For You","BEYONCE",605
"Twerk It","V.I.C.",523
"Turn On The Lights","FUTURE",507
"Thinking About You","FRANK OCEAN",489
"4 Letter Word","DIGGY",487
"Jingalin","LUDACRIS",465
"Sweat f/2 Chainz","CIARA",457
"Faded f/Lil Wayne","TYGA",411
"Lights Down Low","BEI MAEJOR",399
"Mirror f/Lil Wayne","BOBBY V",398
"Pop That f/Rick Ross","FRENCH MONTANA",397
"Enough Of No Love f/...","KEYSHIA COLE",385
"Tell Her Again","STERLING SIMMS",366
"I Don't Like f/Lil R...","CHIEF KEEF",361
"Adorn","MIGUEL",352
"Naked f/Big Sean","KEVIN MCCALL",335
"Goldie","ASAP ROCKY",327
