"Title","Artist","Spins"
"All Gold Everythi...","TRINIDAD JAMES",3826
"F**kin Problems f...","A$AP ROCKY",3695
"Ball f/Lil Wayne","T.I.",3443
"Pour It Up","RIHANNA",3163
"Neva End f/Kelly ...","FUTURE",3135
"I'm Different","2 CHAINZ",3041
"Wicked Games","THE WEEKND",2907
"Poetic Justice f/...","KENDRICK LAMAR",2599
"Don't Judge Me","CHRIS BROWN",2537
"Swimming Pools (D...","KENDRICK LAMAR",2393
"Remember You f/Th...","WIZ KHALIFA",2374
"Adorn","MIGUEL",2345
"Trust And Believe","KEYSHIA COLE",2200
"No Worries f/Deta...","LIL WAYNE",1832
"Love Me f/Drake &...","LIL WAYNE",1737
"Do You","MIGUEL",1663
"Diamonds","RIHANNA",1612
"Clique f/Big Sean...","KANYE WEST",1590
"Guap","BIG SEAN",1459
"Love And War","TAMAR BRAXTON",1377
"Brand New Me","ALICIA KEYS",1351
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",1201
"Love Sosa","CHIEF KEEF",1109
"Check","YO GOTTI",1032
"Loveeeeeee Song f...","RIHANNA",1002
"Fumble","TREY SONGZ",966
"Celebration f/Chr...","GAME",959
"Still In This B**...","B.O.B",933
"M.I.A. f/Wale","OMARION",927
"RIP f/2 Chainz","YOUNG JEEZY",864
"I Like It","SEVYN STREETER",837
"She Don't Put It ...","JOE BUDDEN",827
"Who Booty f/Frenc...","JONN HART",715
"Yellow Tape f/Lil...","FAT JOE",593
"Another One f/Fut...","SLICE9",590
"Better Be Good","RAVAUGHN",572
"Used By You","MARCUS CANTY",525
"Make A Little Roo...","JARVIS",496
"Dope f/Rick Ross","TYGA",489
"Poppin' Off","WATCH THE DUCK",488
"Freedom","NICKI MINAJ",466
"Cold War","MARSHA AMBROSIUS",456
"Representin' f/Ke...","LUDACRIS",427
"Bugatti f/Future ...","ACE HOOD",415
"Keep It Trill","KIRKO BANGZ",398
"Nachos","ROCKO",397
"Show Out f/Young ...","JUICY J",310
"Young And Gettin ...","MEEK MILL",307
"Shout Out f/Gudda...","BIRDMAN",292
"Hello Love","T.RONE",280
