"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CASH OUT Cashin Out",3551,"-69",-372,"-66",24.401,"-0.629",141,"47",1,3936,572,26.96
2,"=","TREY SONGZ Heart Attack",3550,"+42",117,"+43",23.578,"+0.259",82,"91",2,3550,550,23.578
3,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",3431,"+38",262,"-3",24.633,"+0.162",71,"23",3,3431,596,24.633
4,"=","J. COLE Nobody's Perfect",3275,"+43",103,"+20",22.018,"+0.180",135,"--",3,3275,501,23.158
5,"=","DJ KHALED Take It To The Head",2896,"+16",179,"-20",18.179,"+0.074",79,"109",5,2896,455,18.179
6,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",2592,"-23",45,"-48",17.527,"-0.208",71,"74",6,2658,475,18.747
7,"=","RIHANNA Birthday Cake",2529,"-65",-310,"+19",19.36,"-0.524",115,"95",1,4075,740,29.763
8,"=","USHER Climax",2498,"-35",-100,"-3",19.993,"-0.295",121,"--",1,4042,874,30.522
9,"=","USHER Lemme See f/Rick Ross",2478,"+22",79,"+3",18.36,"+0.262",47,"--",9,2478,662,18.36
10,"=","ELLE VARNER Refill",2167,"+3",145,"+8",12.785,"-0.204",113,"340",10,2171,321,13.633
11,"=","DRAKE Crew Love f/The Weekend",2098,"+15",144,"+30",18.674,"+0.231",99,"258",11,2098,410,18.674
12,"+1","YOUNG JEEZY Leave You Alone f/Ne-Yo",2034,"-29",-242,"-16",14.616,"+0.092",115,"171",3,3284,448,25.172
13,"+1","WALE Bag Of Money f/Rick Ross",2012,"+6",75,"-43",12.967,"+0.244",71,"254",13,2012,405,12.967
14,"-2","FUTURE Same Damn Time",2005,"-63",-314,"-72",12.749,"-0.339",92,"--",9,2379,389,15.324
15,"=","WAKA FLOCKA FLAME I Don't Really Care",1850,"+8",-21,"+8",9.743,"+0.059",89,"191",15,1898,346,10.003
16,"=","2 CHAINZ No Lie f/Drake",1786,"+80",406,"+24",12.752,"+0.690",38,"46",16,1786,491,12.752
17,"+1","CHRIS BROWN Sweet Love",1656,"+18",1,"+17",10.284,"+0.138",69,"297",17,1667,336,10.284
18,"+1","LOVERANCE Up! f/50 Cent",1524,"-25",-335,"+11",13.189,"-0.108",149,"178",3,3612,550,25.497
19,"+1","RICK ROSS Touch 'N You f/Usher",1414,"+41",163,"+47",9.336,"-0.044",30,"--",19,1414,444,9.796
20,"+2","MARY J. BLIGE Why f/Rick Ross",1394,"+29",44,"+31",7.922,"+0.079",64,"--",20,1394,303,7.922
21,"+2","DRAKE HYFR (Hell Ya F**kin' Right)",1346,"+9",-44,"-27",9.645,"+0.163",57,"102",20,1409,406,10.202
22,"-1","TYGA Faded f/Lil Wayne",1313,"-56",-339,"-19",6.956,"-0.308",88,"87",15,1734,341,10.54
23,"+1","WIZ KHALIFA Work Hard, Play Hard",1284,"-3",67,"+1",7.429,"+0.072",43,"26",23,1295,274,7.429
24,"+1","CHRIS BROWN Till I Die f/Wiz Khalifa",1195,"+25",148,"-10",7.211,"-0.120",38,"287",24,1195,247,7.331
25,"+1","NICKI MINAJ Right By My Side f/Chris Bro...",1060,"-41",-195,"+18",7.642,"-0.220",84,"137",16,1698,486,10.488
26,"+1","KENDRICK LAMAR The Recipe f/Dr. Dre",1041,"-31",-43,"-72",5.03,"-0.009",50,"199",26,1084,210,5.039
