"Title","Artist","Spins"
"Sugar","MAROON 5",18100
"Love Me Like You Do","ELLIE GOULDING",17763
"Style","TAYLOR SWIFT",16352
"Somebody f/Jeremih","NATALIE LA ROSE",14379
"Uptown Funk f/Bruno Mars","MARK RONSON",12669
"Earned It","THE WEEKND",12160
"One Last Time","ARIANA GRANDE",11435
"Thinking Out Loud","ED SHEERAN",11325
"Want To Want Me","JASON DERULO",9696
"GDFR f/Sage The Gemini","FLO RIDA",9504
"I Want You To Know f/S. Gomez","ZEDD",8995
"Chains","NICK JONAS",8940
"Shut Up And Dance","WALK THE MOON",7101
"Time Of Our Lives f/Ne-Yo","PITBULL",7098
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",6616
"Talking Body","TOVE LO",5906
"Nobody Love","TORI KELLY",5612
"Outside f/Ellie Goulding","CALVIN HARRIS",5227
"Lay Me Down","SAM SMITH",4740
"Riptide","VANCE JOY",4524
"Dear Future Husband","MEGHAN TRAINOR",4178
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",3798
"Night Changes","ONE DIRECTION",3495
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",3307
"Bright","ECHOSMITH",3084
"Worth It f/Kid Ink","FIFTH HARMONY",2780
"See You Again f/Charlie Puth","WIZ KHALIFA",2520
"Bills","LUNCHMONEY LEWIS",2519
"Ayo","CHRIS BROWN & TYGA",2405
"Budapest","GEORGE EZRA",2155
"OctaHate","RYN WEAVER",2015
"Geronimo","SHEPPARD",1941
"Trouble f/Jennifer Hudson","IGGY AZALEA",1842
"Truffle Butter f/Drake...","NICKI MINAJ",1838
"Honey, I'm Good","ANDY GRAMMER",1837
"Nothing Without Love","NATE RUESS",1812
"Overload","LIFE OF DILLON",1693
"I Need Your Love","SHAGGY F/MOHOMBI/FAYDEE/COSTI",1678
"Trap Queen","FETTY WAP",1536
"Heartbeat Song","KELLY CLARKSON",1509
"I Don't Mind f/Juicy J","USHER",1295
"Let's Not Be Alone Tonight","R5",1042
"Elastic Heart f/The Weeknd...","SIA",960
"Don't Look Down f/Usher","MARTIN GARRIX",853
"Bitch Better Have My Money","RIHANNA",823
"I Really Like You","CARLY RAE JEPSEN",810
"Cool","ALESSO",789
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",717
"Whistle (While You Work)","KATY TIZ",678
"Five More Hours","DEORRO X CHRIS BROWN",551
