"Title","Artist","Spins"
"Rude","MAGIC!",17790
"Am I Wrong","NICO & VINZ",17448
"Problem f/Iggy Azalea","ARIANA GRANDE",15384
"Stay With Me","SAM SMITH",14323
"Latch f/Sam Smith","DISCLOSURE",13470
"Summer","CALVIN HARRIS",12284
"Fancy f/Charlie XCX","IGGY AZALEA",10781
"Maps","MAROON 5",9458
"Boom Clap","CHARLI XCX",8584
"Love Runs Out","ONEREPUBLIC",8536
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",8054
"Come Get It Bae","PHARRELL WILLIAMS",6569
"Break Free f/Zedd","ARIANA GRANDE",5888
"Chandelier","SIA",5743
"Rather Be f/Jess Glynne","CLEAN BANDIT",5587
"Come With Me Now","KONGOS",4707
"Shower","BECKY G",4573
"Black Widow f/Rita Ora","IGGY AZALEA",4117
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",3896
"Wasted","TIESTO",3803
"Ten Feet Tall f/Wrabel","AFROJACK",3657
"Wiggle f/Snoop Dogg","JASON DERULO",3382
"I Will Never Let You Down","RITA ORA",2797
"I'm Ready","AJR",2488
"Hideaway","KIESZA",2438
"Me And My Broken Heart","RIXTON",2379
"Tennis Court","LORDE",2273
"Na Na","TREY SONGZ",1999
"This Is How We Roll f/J.Derulo","FLORIDA-GEORGIA LINE",1930
"Cool Kids","ECHOSMITH",1739
"We Are Done","MADDEN BROTHERS",1706
"Girls Chase Boys","INGRID MICHAELSON",1665
"Birthday","KATY PERRY",1615
"2 On f/Schoolboy Q","TINASHE",1548
"Sing","ED SHEERAN",1540
"Don't","ED SHEERAN",1460
"Amnesia","5 SECONDS OF SUMMER",1401
"All About That Bass","MEGHAN TRAINOR",1357
"A Sky Full Of Stars","COLDPLAY",1180
"First Love","JENNIFER LOPEZ",1176
"Habits (Stay High)","TOVE LO",1174
"Jealous (I Ain't With It)","CHROMEO",863
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",785
"One Minute More","CAPITAL CITIES",777
"BO$$","FIFTH HARMONY",713
"Don't Tell 'Em f/YG","JEREMIH",566
"Waves","MR PROBZ",538
"Girls","THE 1975",534
"Get Low","DILLON FRANCIS & DJ SNAKE",515
"Ugly Heart","G.R.L.",505
