"Title","Artist","Spins"
"Style","TAYLOR SWIFT",18362
"Sugar","MAROON 5",18011
"Thinking Out Loud","ED SHEERAN",16100
"Uptown Funk f/Bruno Mars","MARK RONSON",15411
"Time Of Our Lives f/Ne-Yo","PITBULL",15164
"Love Me Like You Do","ELLIE GOULDING",14704
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",11026
"Somebody f/Jeremih","NATALIE LA ROSE",10026
"One Last Time","ARIANA GRANDE",9123
"Outside f/Ellie Goulding","CALVIN HARRIS",9077
"Chains","NICK JONAS",7670
"I Want You To Know f/S. Gomez","ZEDD",7658
"Night Changes","ONE DIRECTION",6907
"Want To Want Me","JASON DERULO",6626
"GDFR f/Sage The Gemini","FLO RIDA",6428
"Earned It","THE WEEKND",6122
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",5009
"Nobody Love","TORI KELLY",4908
"Heartbeat Song","KELLY CLARKSON",4652
"Riptide","VANCE JOY",4399
"I Don't Mind f/Juicy J","USHER",4303
"Talking Body","TOVE LO",3952
"Lay Me Down","SAM SMITH",3374
"Truffle Butter f/Drake...","NICKI MINAJ",3024
"She Knows f/Juicy J","NE-YO",2745
"Shut Up And Dance","WALK THE MOON",2586
"I Bet My Life","IMAGINE DRAGONS",2178
"Bright","ECHOSMITH",2079
"Goodbye","WHO IS FANCY",2041
"Bills","LUNCHMONEY LEWIS",2032
"Ayo","CHRIS BROWN & TYGA",1828
"Worth It f/Kid Ink","FIFTH HARMONY",1608
"Dear Future Husband","MEGHAN TRAINOR",1594
"Ghost","ELLA HENDERSON",1462
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",1404
"Overload","LIFE OF DILLON",1369
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",1357
"Trouble f/Jennifer Hudson","IGGY AZALEA",1307
"I Need Your Love","SHAGGY F/MOHOMBI/FAYDEE/COSTI",1256
"Budapest","GEORGE EZRA",1240
"Surrender","CASH CASH",1120
"Honey, I'm Good","ANDY GRAMMER",1105
"OctaHate","RYN WEAVER",1045
"The Heart Wants What It Wants","SELENA GOMEZ",960
"Doing It","CHARLI XCX",761
"Geronimo","SHEPPARD",747
"Elastic Heart f/The Weeknd...","SIA",665
"Trampoline","KALIN & MYLES",595
"The Weekend","EDEN XO",526
"Something New","AXWELL /\ INGROSSO",439
