"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",14205,-15,433,-44,95.453,-0.143,64,1,14233,1811,95.596
2,"=","LMFAO Party Rock Anthem",12694,70,1228,-134,82.876,0.595,64,2,12694,1859,82.876
3,"=","ADELE Rolling In The Deep",12049,-119,-501,6,81.785,-1.304,64,1,14295,2273,96.15
4,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12039,266,2286,-36,73.797,2.032,47,4,12039,2322,73.797
5,"=","LADY GAGA The Edge Of Glory",11672,17,361,27,66.772,0.628,64,3,11672,2193,67.063
6,"=","LUPE FIASCO The Show Goes On",8535,-161,-224,-154,50.34,-0.66,64,6,8825,1043,53.459
7,"=","NICKI MINAJ Super Bass",7864,85,651,-12,50.32,0.44,64,7,7864,1188,50.32
8,"+1","ONEREPUBLIC Good Life",7326,29,395,-85,41.99,0.092,64,8,7326,898,41.99
9,"+2","JASON DERULO Don't Wanna Go Home",7276,7,268,-14,37.449,0.148,62,9,7285,1463,37.775
10,"-2","BLACK EYED PEAS Just Can't Get Enough",7229,-141,-469,-35,53.292,-1.383,64,2,13366,715,84.474
11,"+1","HOT CHELLE RAE Tonight Tonight",7185,69,527,6,37.734,0.558,64,11,7185,838,37.734
12,"-2","KATY PERRY E.T.",7121,-166,-726,-46,52.234,-1.412,64,1,14624,0,96.745
13,"=","BRUNO MARS Lazy Song",6431,-180,-849,-26,31.612,-0.978,64,3,11422,1054,61.587
14,"=","BRITNEY SPEARS I Wanna Go",5605,113,1012,-28,36.42,0.554,30,14,5605,1768,36.42
15,"=","BRITNEY SPEARS Till The World Ends",5304,-61,-465,32,35.178,-0.373,64,3,11896,966,75.819
16,"=","NICOLE SCHERZINGER Right There",4300,24,326,-6,20.641,-0.126,48,16,4300,720,21.085
17,"=","THE BAND PERRY If I Die Young",4054,43,460,-26,21.391,0.296,64,17,4054,655,21.391
18,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4030,27,479,-83,20.66,0.286,64,17,4030,615,20.66
19,"=","RIHANNA California King Bed",3856,6,337,15,15.904,-0.032,59,19,3856,616,16.018
20,"+1","LIL WAYNE How To Love",3657,187,1314,37,20.664,0.924,39,20,3657,1314,20.664
21,"-1","BEYONCE Best Thing I Never Had",3630,51,481,-24,18.726,0.029,36,20,3630,856,18.726
22,"=","CHRIS BROWN She Ain't You",2813,54,362,-10,14.236,0.124,53,22,2813,635,14.236
23,"+1","MAROON 5 Never Gonna Leave This Bed",2364,-6,-69,-8,10.008,-0.008,64,23,2433,312,10.24
24,"-1","TAYLOR SWIFT The Story Of Us",2327,-181,-849,-143,11.209,-0.75,64,21,3295,587,17.303
25,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2295,48,405,-30,11.634,0.136,39,25,2295,569,11.634
26,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2170,-184,-1351,-44,11.129,-0.826,62,18,3879,864,21.943
27,"+4","BAD MEETS EVIL Lighters f/Bruno Mars",1974,179,920,70,11.317,1.333,18,27,1974,920,11.317
28,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",1972,-124,-850,3,17.781,-0.079,64,18,4031,605,23.761
29,"-1","JEREMIH Down On Me f/50 Cent",1899,-92,-322,-65,12.747,-0.645,64,10,8052,153,44.2
30,"-1","WIZ KHALIFA Roll Up",1784,-139,-1318,88,8.86,-0.556,64,14,5043,725,26.478
31,"-1","SELENA GOMEZ & THE SCENE Who Says",1727,-149,-1017,15,7.616,-0.198,64,17,4559,707,27.282
32,"=","AVRIL LAVIGNE Smile",1585,15,195,-14,6.25,0.104,46,31,1585,226,6.25
33,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1442,53,367,19,7.329,0.448,30,33,1442,367,7.329
34,"=","T-PAIN Best Love Song f/Chris Brown",1354,-2,20,18,7.759,0.118,62,33,1399,260,7.852
35,"=","IYAZ Pretty Girls",1345,29,177,-9,4.968,0.15,39,35,1345,271,4.968
36,"=","COLDPLAY Every Teardrop Is A Waterfall",1262,42,354,6,5.571,0.323,19,36,1262,446,5.571
37,"=","BLACK EYED PEAS Don't Stop The Party",1162,76,433,16,4.025,0.252,12,37,1162,492,4.025
38,"=","CEE LO GREEN Bright Lights Bigger City",985,-17,-49,-21,3.033,-0.045,45,37,1044,170,3.418
39,"=","BIG SEAN My Last f/Chris Brown",978,24,129,19,5.492,0.282,39,39,978,169,5.492
40,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",976,45,380,1,4.043,0.074,15,40,976,380,4.043
41,"=","CHRIS BROWN Look At Me Now",900,-15,-12,-23,8,-0.139,64,28,1861,229,12.746
42,"=","ALL TIME LOW I Feel Like Dancin�",875,-6,69,-20,2.391,-0.045,25,41,881,294,2.442
43,"=","ANDY GRAMMER Keep Your Head Up",873,23,201,-11,2.99,0.067,18,43,873,280,2.99
44,"=","AFROJACK Take Over Control f/Eva Simons",843,25,120,9,8.42,0.399,24,44,843,234,8.42
