"Title","Artist","Spins"
"Animals","MAROON 5",17197
"Don't","ED SHEERAN",15517
"Blank Space","TAYLOR SWIFT",14695
"Blame f/John Newman","CALVIN HARRIS",13704
"Habits (Stay High)","TOVE LO",12461
"Jealous","NICK JONAS",12332
"Waves","MR PROBZ",12153
"Love Me Harder","ARIANA GRANDE & THE WEEKND",9516
"I'm Not The Only One","SAM SMITH",8710
"Shake It Off","TAYLOR SWIFT",8681
"Trumpets","JASON DERULO",7801
"Beg For It f/MØ","IGGY AZALEA",7100
"All About That Bass","MEGHAN TRAINOR",6870
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",6363
"Take Me To Church","HOZIER",6123
"Heroes","ALESSO",6033
"Don't Tell 'Em f/YG","JEREMIH",5696
"The Heart Wants What It Wants","SELENA GOMEZ",5630
"Lips Are Movin","MEGHAN TRAINOR",5505
"Uptown Funk f/Bruno Mars","MARK RONSON",4768
"Centuries","FALL OUT BOY",4442
"In Your Arms","NICO & VINZ",3700
"Dangerous f/Sam Martin","DAVID GUETTA",3401
"L.A.LOVE (la la)","FERGIE",3127
"Break The Rules","CHARLI XCX",2734
"Ghost","ELLA HENDERSON",2419
"Night Changes","ONE DIRECTION",2410
"New Flame f/Usher & Rick Ross","CHRIS BROWN",2379
"Burnin' Up f/2 Chainz","JESSIE J",2274
"Sledgehammer","FIFTH HARMONY",2229
"I Lived","ONEREPUBLIC",2085
"Baby Don't Lie","GWEN STEFANI",1861
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",1587
"Too Cool To Dance","EDEN XO",1508
"I Don't F**k With You f/E-40","BIG SEAN",1402
"Stolen Dance","MILKY CHANCE",1402
"Riptide","VANCE JOY",1353
"Tuesday f/Drake","I LOVE MAKONNEN",1147
"Young Blood","BEA MILLER",1070
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",1061
"Can't Stop Drinking About You","BEBE REXHA",782
"Time Of Our Lives f/Ne-Yo","PITBULL",781
"Santa Tell Me","ARIANA GRANDE",780
"Superheroes","THE SCRIPT",737
"All About It f/Ed Sheeran","HOODIE ALLEN",735
"Something Big","SHAWN MENDES",562
"Let Your Hair Down","MAGIC!",535
"Stuck On A Feeling f/Snoop...","PRINCE ROYCE",530
"Crazy","KAT DAHLIA",526
"Weekend","PRIORY",501
